Date,5,3,2,1,0,total,위험자산비중,rebal
2015-12-01,21.05%,35.12%,13.97%,29.87%,0.00%,100.00%,21.05%,False
2015-12-02,21.00%,35.16%,14.02%,29.82%,0.00%,100.00%,21.00%,False
2015-12-03,21.13%,35.05%,13.94%,29.88%,0.00%,100.00%,21.13%,False
2015-12-04,21.15%,34.76%,13.90%,30.19%,0.00%,100.00%,21.15%,False
2015-12-07,20.82%,35.14%,14.03%,30.02%,0.00%,100.00%,20.82%,False
2015-12-08,20.50%,35.29%,14.00%,30.20%,0.00%,100.00%,20.50%,False
2015-12-09,20.37%,35.47%,13.96%,30.20%,0.00%,100.00%,20.37%,False
2015-12-10,20.24%,35.47%,13.93%,30.37%,0.00%,100.00%,20.24%,False
2015-12-11,19.98%,35.59%,14.01%,30.41%,0.00%,100.00%,19.98%,False
2015-12-14,19.54%,35.62%,13.98%,30.86%,0.00%,100.00%,19.54%,False
2015-12-15,19.85%,35.54%,13.90%,30.71%,0.00%,100.00%,19.85%,False
2015-12-16,19.89%,35.61%,14.00%,30.50%,0.00%,100.00%,19.89%,False
2015-12-17,20.03%,35.63%,14.03%,30.31%,0.00%,100.00%,20.03%,False
2015-12-18,20.48%,35.38%,13.80%,30.34%,0.00%,100.00%,20.48%,False
2015-12-21,20.53%,35.26%,13.74%,30.48%,0.00%,100.00%,20.53%,False
2015-12-22,20.38%,35.32%,13.84%,30.47%,0.00%,100.00%,20.38%,False
2015-12-23,20.21%,35.48%,13.88%,30.42%,0.00%,100.00%,20.21%,False
2015-12-24,19.99%,35.53%,14.02%,30.46%,0.00%,100.00%,19.99%,False
2015-12-28,20.27%,35.28%,14.02%,30.42%,0.00%,100.00%,20.27%,False
2015-12-29,20.85%,35.27%,13.95%,29.93%,0.00%,100.00%,20.85%,False
2015-12-30,21.00%,35.00%,14.00%,30.00%,0.00%,100.00%,21.00%,True
2016-01-04,21.10%,34.73%,13.82%,30.36%,0.00%,100.00%,21.10%,False
2016-01-05,21.30%,34.60%,13.77%,30.33%,0.00%,100.00%,21.30%,False
2016-01-06,21.51%,34.44%,13.68%,30.37%,0.00%,100.00%,21.51%,False
2016-01-07,21.46%,34.33%,13.55%,30.65%,0.00%,100.00%,21.46%,False
2016-01-08,21.53%,34.29%,13.51%,30.66%,0.00%,100.00%,21.53%,False
2016-01-11,21.53%,34.23%,13.32%,30.93%,0.00%,100.00%,21.53%,False
2016-01-12,21.46%,34.24%,13.32%,30.98%,0.00%,100.00%,21.46%,False
2016-01-13,21.63%,34.38%,13.42%,30.57%,0.00%,100.00%,21.63%,False
2016-01-14,21.86%,34.00%,13.19%,30.94%,0.00%,100.00%,21.86%,False
2016-01-15,21.67%,34.08%,13.31%,30.94%,0.00%,100.00%,21.67%,False
2016-01-18,22.11%,33.70%,13.15%,31.03%,0.00%,100.00%,22.11%,False
2016-01-19,22.11%,33.72%,13.24%,30.93%,0.00%,100.00%,22.11%,False
2016-01-20,22.20%,33.39%,13.05%,31.35%,0.00%,100.00%,22.20%,False
2016-01-21,22.03%,33.58%,13.09%,31.30%,0.00%,100.00%,22.03%,False
2016-01-22,21.95%,33.76%,13.19%,31.09%,0.00%,100.00%,21.95%,False
2016-01-25,22.15%,33.77%,13.21%,30.87%,0.00%,100.00%,22.15%,False
2016-01-26,22.28%,33.62%,13.06%,31.03%,0.00%,100.00%,22.28%,False
2016-01-27,21.94%,33.86%,13.21%,31.00%,0.00%,100.00%,21.94%,False
2016-01-28,22.11%,33.74%,13.15%,31.01%,0.00%,100.00%,22.11%,False
2016-01-29,21.00%,35.00%,14.00%,30.00%,0.00%,100.00%,21.00%,True
2016-02-01,21.04%,35.08%,14.12%,29.76%,0.00%,100.00%,21.04%,False
2016-02-02,21.07%,35.02%,14.09%,29.82%,0.00%,100.00%,21.07%,False
2016-02-03,21.13%,34.93%,13.97%,29.96%,0.00%,100.00%,21.13%,False
2016-02-04,21.01%,34.95%,14.10%,29.95%,0.00%,100.00%,21.01%,False
2016-02-05,20.99%,34.86%,14.09%,30.06%,0.00%,100.00%,20.99%,False
2016-02-11,20.48%,34.53%,14.00%,30.99%,0.00%,100.00%,20.48%,False
2016-02-12,19.19%,35.22%,14.15%,31.44%,0.00%,100.00%,19.19%,False
2016-02-15,19.23%,35.42%,14.34%,31.00%,0.00%,100.00%,19.23%,False
2016-02-16,19.46%,35.61%,14.27%,30.66%,0.00%,100.00%,19.46%,False
2016-02-17,19.04%,35.80%,14.29%,30.87%,0.00%,100.00%,19.04%,False
2016-02-18,19.27%,35.99%,14.37%,30.37%,0.00%,100.00%,19.27%,False
2016-02-19,19.45%,35.89%,14.33%,30.32%,0.00%,100.00%,19.45%,False
2016-02-22,19.61%,35.87%,14.32%,30.20%,0.00%,100.00%,19.61%,False
2016-02-23,19.37%,35.99%,14.38%,30.26%,0.00%,100.00%,19.37%,False
2016-02-24,19.38%,35.92%,14.33%,30.38%,0.00%,100.00%,19.38%,False
2016-02-25,19.36%,36.05%,14.38%,30.21%,0.00%,100.00%,19.36%,False
2016-02-26,19.33%,36.15%,14.42%,30.10%,0.00%,100.00%,19.33%,False
2016-02-29,21.00%,35.00%,14.00%,30.00%,0.00%,100.00%,21.00%,True
2016-03-02,21.07%,35.24%,14.14%,29.55%,0.00%,100.00%,21.07%,False
2016-03-03,21.44%,34.97%,14.08%,29.50%,0.00%,100.00%,21.44%,False
2016-03-04,21.54%,34.73%,14.17%,29.56%,0.00%,100.00%,21.54%,False
2016-03-07,21.36%,34.79%,14.22%,29.63%,0.00%,100.00%,21.36%,False
2016-03-08,21.41%,34.67%,14.22%,29.69%,0.00%,100.00%,21.41%,False
2016-03-09,21.57%,34.71%,14.14%,29.58%,0.00%,100.00%,21.57%,False
2016-03-10,21.57%,34.66%,14.15%,29.63%,0.00%,100.00%,21.57%,False
2016-03-11,21.54%,34.70%,14.25%,29.50%,0.00%,100.00%,21.54%,False
2016-03-14,21.56%,34.68%,14.33%,29.44%,0.00%,100.00%,21.56%,False
2016-03-15,21.43%,34.75%,14.32%,29.49%,0.00%,100.00%,21.43%,False
2016-03-16,21.40%,34.84%,14.33%,29.43%,0.00%,100.00%,21.40%,False
2016-03-17,21.46%,34.76%,14.36%,29.41%,0.00%,100.00%,21.46%,False
2016-03-18,21.62%,34.52%,14.45%,29.41%,0.00%,100.00%,21.62%,False
2016-03-21,21.51%,34.55%,14.48%,29.46%,0.00%,100.00%,21.51%,False
2016-03-22,21.47%,34.57%,14.53%,29.44%,0.00%,100.00%,21.47%,False
2016-03-23,21.40%,34.69%,14.49%,29.42%,0.00%,100.00%,21.40%,False
2016-03-24,21.26%,34.73%,14.45%,29.56%,0.00%,100.00%,21.26%,False
2016-03-25,21.18%,34.78%,14.55%,29.50%,0.00%,100.00%,21.18%,False
2016-03-28,20.96%,34.90%,14.54%,29.61%,0.00%,100.00%,20.96%,False
2016-03-29,21.21%,34.74%,14.48%,29.57%,0.00%,100.00%,21.21%,False
2016-03-30,21.15%,34.81%,14.58%,29.47%,0.00%,100.00%,21.15%,False
2016-03-31,21.00%,35.00%,14.00%,30.00%,0.00%,100.00%,21.00%,True
2016-04-01,21.21%,34.87%,13.92%,29.99%,0.00%,100.00%,21.21%,False
2016-04-04,21.29%,34.91%,13.99%,29.81%,0.00%,100.00%,21.29%,False
2016-04-05,21.24%,34.90%,13.94%,29.91%,0.00%,100.00%,21.24%,False
2016-04-06,21.15%,34.99%,13.91%,29.96%,0.00%,100.00%,21.15%,False
2016-04-07,21.23%,34.99%,13.96%,29.83%,0.00%,100.00%,21.23%,False
2016-04-08,21.17%,34.93%,13.92%,29.98%,0.00%,100.00%,21.17%,False
2016-04-11,21.09%,34.91%,13.92%,30.08%,0.00%,100.00%,21.09%,False
2016-04-12,21.02%,34.91%,13.95%,30.12%,0.00%,100.00%,21.02%,False
2016-04-14,20.76%,35.44%,14.03%,29.77%,0.00%,100.00%,20.76%,False
2016-04-15,20.77%,35.36%,14.06%,29.81%,0.00%,100.00%,20.77%,False
2016-04-18,20.81%,35.26%,14.02%,29.90%,0.00%,100.00%,20.81%,False
2016-04-19,20.91%,35.20%,14.12%,29.77%,0.00%,100.00%,20.91%,False
2016-04-20,21.01%,34.96%,14.17%,29.87%,0.00%,100.00%,21.01%,False
2016-04-21,20.87%,35.08%,14.24%,29.81%,0.00%,100.00%,20.87%,False
2016-04-22,20.90%,35.11%,14.12%,29.87%,0.00%,100.00%,20.90%,False
2016-04-25,20.97%,35.00%,14.15%,29.88%,0.00%,100.00%,20.97%,False
2016-04-26,20.92%,35.06%,14.13%,29.89%,0.00%,100.00%,20.92%,False
2016-04-27,20.91%,34.89%,14.18%,30.02%,0.00%,100.00%,20.91%,False
2016-04-28,20.88%,34.59%,14.27%,30.27%,0.00%,100.00%,20.88%,False
2016-04-29,0.00%,35.00%,14.00%,30.00%,21.00%,100.00%,0.00%,True
2016-05-02,0.00%,34.84%,13.99%,30.10%,21.07%,100.00%,0.00%,False
2016-05-03,0.00%,34.93%,14.03%,30.02%,21.01%,100.00%,0.00%,False
2016-05-04,0.00%,35.01%,13.94%,30.04%,21.01%,100.00%,0.00%,False
2016-05-09,0.00%,35.12%,13.92%,29.98%,20.98%,100.00%,0.00%,False
2016-05-10,0.00%,35.30%,13.91%,29.89%,20.91%,100.00%,0.00%,False
2016-05-11,0.00%,35.31%,13.98%,29.84%,20.87%,100.00%,0.00%,False
2016-05-12,0.00%,35.19%,13.95%,29.93%,20.93%,100.00%,0.00%,False
2016-05-13,0.00%,35.10%,13.89%,30.01%,20.99%,100.00%,0.00%,False
2016-05-16,0.00%,35.18%,13.87%,29.98%,20.97%,100.00%,0.00%,False
2016-05-17,0.00%,35.26%,13.94%,29.89%,20.91%,100.00%,0.00%,False
2016-05-18,0.00%,35.22%,13.84%,29.97%,20.97%,100.00%,0.00%,False
2016-05-19,0.00%,35.34%,13.78%,29.93%,20.95%,100.00%,0.00%,False
2016-05-20,0.00%,35.31%,13.85%,29.91%,20.93%,100.00%,0.00%,False
2016-05-23,0.00%,35.34%,13.84%,29.90%,20.92%,100.00%,0.00%,False
2016-05-24,0.00%,35.35%,13.81%,29.92%,20.92%,100.00%,0.00%,False
2016-05-25,0.00%,35.63%,13.95%,29.67%,20.75%,100.00%,0.00%,False
2016-05-26,0.00%,35.63%,13.97%,29.66%,20.74%,100.00%,0.00%,False
2016-05-27,0.00%,35.70%,14.00%,29.60%,20.70%,100.00%,0.00%,False
2016-05-30,0.00%,35.91%,13.99%,29.47%,20.62%,100.00%,0.00%,False
2016-05-31,0.00%,35.00%,14.00%,30.00%,21.00%,100.00%,0.00%,True
2016-06-01,0.00%,35.03%,13.96%,30.01%,21.00%,100.00%,0.00%,False
2016-06-02,0.00%,34.90%,13.99%,30.07%,21.04%,100.00%,0.00%,False
2016-06-03,0.00%,34.93%,14.03%,30.04%,21.00%,100.00%,0.00%,False
2016-06-07,0.00%,34.78%,14.09%,30.09%,21.04%,100.00%,0.00%,False
2016-06-08,0.00%,34.75%,14.09%,30.11%,21.05%,100.00%,0.00%,False
2016-06-09,0.00%,34.72%,14.11%,30.13%,21.04%,100.00%,0.00%,False
2016-06-10,0.00%,34.75%,14.10%,30.12%,21.03%,100.00%,0.00%,False
2016-06-13,0.00%,34.56%,14.03%,30.25%,21.16%,100.00%,0.00%,False
2016-06-14,0.00%,34.47%,14.00%,30.32%,21.21%,100.00%,0.00%,False
2016-06-15,0.00%,34.52%,13.95%,30.32%,21.21%,100.00%,0.00%,False
2016-06-16,0.00%,34.30%,13.96%,30.44%,21.29%,100.00%,0.00%,False
2016-06-17,0.00%,34.43%,14.01%,30.33%,21.22%,100.00%,0.00%,False
2016-06-20,0.00%,34.39%,14.08%,30.31%,21.21%,100.00%,0.00%,False
2016-06-21,0.00%,34.31%,14.08%,30.36%,21.24%,100.00%,0.00%,False
2016-06-22,0.00%,34.35%,14.07%,30.35%,21.23%,100.00%,0.00%,False
2016-06-23,0.00%,34.32%,14.12%,30.34%,21.22%,100.00%,0.00%,False
2016-06-24,0.00%,34.01%,13.70%,30.78%,21.51%,100.00%,0.00%,False
2016-06-27,0.00%,34.06%,13.77%,30.71%,21.45%,100.00%,0.00%,False
2016-06-28,0.00%,33.96%,13.76%,30.79%,21.50%,100.00%,0.00%,False
2016-06-29,0.00%,34.06%,13.87%,30.66%,21.41%,100.00%,0.00%,False
2016-06-30,0.00%,35.00%,14.00%,30.00%,21.00%,100.00%,0.00%,True
2016-07-01,0.00%,35.09%,14.12%,29.88%,20.91%,100.00%,0.00%,False
2016-07-04,0.00%,35.19%,14.16%,29.80%,20.85%,100.00%,0.00%,False
2016-07-05,0.00%,35.21%,14.11%,29.82%,20.86%,100.00%,0.00%,False
2016-07-06,0.00%,35.09%,14.05%,29.93%,20.93%,100.00%,0.00%,False
2016-07-07,0.00%,35.24%,14.11%,29.80%,20.84%,100.00%,0.00%,False
2016-07-08,0.00%,35.25%,14.07%,29.82%,20.86%,100.00%,0.00%,False
2016-07-11,0.00%,35.42%,14.25%,29.61%,20.71%,100.00%,0.00%,False
2016-07-12,0.00%,35.49%,14.24%,29.58%,20.69%,100.00%,0.00%,False
2016-07-13,0.00%,35.54%,14.28%,29.52%,20.65%,100.00%,0.00%,False
2016-07-14,0.00%,35.46%,14.33%,29.55%,20.66%,100.00%,0.00%,False
2016-07-15,0.00%,35.50%,14.35%,29.51%,20.64%,100.00%,0.00%,False
2016-07-18,0.00%,35.49%,14.38%,29.50%,20.63%,100.00%,0.00%,False
2016-07-19,0.00%,35.62%,14.35%,29.44%,20.60%,100.00%,0.00%,False
2016-07-20,0.00%,35.57%,14.36%,29.47%,20.61%,100.00%,0.00%,False
2016-07-21,0.00%,35.69%,14.39%,29.38%,20.54%,100.00%,0.00%,False
2016-07-22,0.00%,35.62%,14.35%,29.44%,20.59%,100.00%,0.00%,False
2016-07-25,0.00%,35.69%,14.38%,29.38%,20.55%,100.00%,0.00%,False
2016-07-26,0.00%,35.81%,14.35%,29.33%,20.51%,100.00%,0.00%,False
2016-07-27,0.00%,35.84%,14.36%,29.30%,20.50%,100.00%,0.00%,False
2016-07-28,0.00%,35.72%,14.37%,29.37%,20.54%,100.00%,0.00%,False
2016-07-29,0.00%,35.00%,14.00%,30.00%,21.00%,100.00%,0.00%,True
2016-08-01,0.00%,35.05%,14.05%,29.94%,20.96%,100.00%,0.00%,False
2016-08-02,0.00%,35.05%,14.00%,29.98%,20.98%,100.00%,0.00%,False
2016-08-03,0.00%,34.87%,13.95%,30.10%,21.08%,100.00%,0.00%,False
2016-08-04,0.00%,34.89%,13.99%,30.07%,21.05%,100.00%,0.00%,False
2016-08-05,0.00%,34.99%,13.99%,30.01%,21.01%,100.00%,0.00%,False
2016-08-08,0.00%,35.16%,14.01%,29.90%,20.93%,100.00%,0.00%,False
2016-08-09,0.00%,35.19%,13.99%,29.89%,20.93%,100.00%,0.00%,False
2016-08-10,0.00%,35.06%,14.03%,29.95%,20.96%,100.00%,0.00%,False
2016-08-11,0.00%,35.07%,14.02%,29.95%,20.95%,100.00%,0.00%,False
2016-08-12,0.00%,35.15%,14.03%,29.90%,20.92%,100.00%,0.00%,False
2016-08-16,0.00%,35.12%,14.06%,29.90%,20.92%,100.00%,0.00%,False
2016-08-17,0.00%,35.22%,14.03%,29.86%,20.89%,100.00%,0.00%,False
2016-08-18,0.00%,35.31%,14.01%,29.82%,20.87%,100.00%,0.00%,False
2016-08-19,0.00%,35.46%,13.97%,29.75%,20.82%,100.00%,0.00%,False
2016-08-22,0.00%,35.45%,13.97%,29.76%,20.82%,100.00%,0.00%,False
2016-08-23,0.00%,35.48%,13.97%,29.74%,20.81%,100.00%,0.00%,False
2016-08-24,0.00%,35.45%,14.00%,29.74%,20.81%,100.00%,0.00%,False
2016-08-25,0.00%,35.38%,13.97%,29.80%,20.85%,100.00%,0.00%,False
2016-08-26,0.00%,35.26%,13.98%,29.86%,20.89%,100.00%,0.00%,False
2016-08-29,0.00%,35.46%,13.90%,29.80%,20.85%,100.00%,0.00%,False
2016-08-30,0.00%,35.43%,13.98%,29.76%,20.83%,100.00%,0.00%,False
2016-08-31,0.00%,35.00%,14.00%,30.00%,21.00%,100.00%,0.00%,True
2016-09-01,0.00%,35.07%,13.98%,29.97%,20.98%,100.00%,0.00%,False
2016-09-02,0.00%,35.06%,13.94%,30.00%,21.00%,100.00%,0.00%,False
2016-09-05,0.00%,35.06%,14.01%,29.96%,20.97%,100.00%,0.00%,False
2016-09-06,0.00%,35.08%,13.98%,29.97%,20.97%,100.00%,0.00%,False
2016-09-07,0.00%,34.94%,14.05%,30.01%,21.00%,100.00%,0.00%,False
2016-09-08,0.00%,34.98%,14.03%,30.00%,20.99%,100.00%,0.00%,False
2016-09-09,0.00%,34.85%,14.03%,30.07%,21.04%,100.00%,0.00%,False
2016-09-12,0.00%,34.53%,13.76%,30.40%,21.31%,100.00%,0.00%,False
2016-09-13,0.00%,34.85%,13.89%,30.14%,21.12%,100.00%,0.00%,False
2016-09-19,0.00%,35.13%,13.84%,30.01%,21.03%,100.00%,0.00%,False
2016-09-20,0.00%,35.07%,13.83%,30.05%,21.05%,100.00%,0.00%,False
2016-09-21,0.00%,35.22%,13.81%,29.97%,21.00%,100.00%,0.00%,False
2016-09-22,0.00%,35.16%,13.89%,29.97%,20.98%,100.00%,0.00%,False
2016-09-23,0.00%,35.23%,13.93%,29.90%,20.93%,100.00%,0.00%,False
2016-09-26,0.00%,35.15%,13.89%,29.98%,20.99%,100.00%,0.00%,False
2016-09-27,0.00%,35.11%,13.89%,30.00%,21.01%,100.00%,0.00%,False
2016-09-28,0.00%,35.08%,13.88%,30.02%,21.02%,100.00%,0.00%,False
2016-09-29,0.00%,35.22%,13.93%,29.91%,20.94%,100.00%,0.00%,False
2016-09-30,0.00%,35.00%,14.00%,30.00%,21.00%,100.00%,0.00%,True
2016-10-04,0.00%,35.19%,14.03%,29.87%,20.91%,100.00%,0.00%,False
2016-10-05,0.00%,35.32%,13.97%,29.82%,20.89%,100.00%,0.00%,False
2016-10-06,0.00%,35.40%,14.00%,29.76%,20.84%,100.00%,0.00%,False
2016-10-07,0.00%,35.33%,14.00%,29.80%,20.87%,100.00%,0.00%,False
2016-10-10,0.00%,35.28%,14.03%,29.81%,20.88%,100.00%,0.00%,False
2016-10-11,0.00%,35.37%,14.02%,29.76%,20.85%,100.00%,0.00%,False
2016-10-12,0.00%,35.31%,13.94%,29.84%,20.91%,100.00%,0.00%,False
2016-10-13,0.00%,35.24%,13.87%,29.93%,20.96%,100.00%,0.00%,False
2016-10-14,0.00%,35.35%,13.88%,29.86%,20.91%,100.00%,0.00%,False
2016-10-17,0.00%,35.42%,13.82%,29.85%,20.91%,100.00%,0.00%,False
2016-10-18,0.00%,35.40%,13.90%,29.81%,20.88%,100.00%,0.00%,False
2016-10-19,0.00%,35.32%,13.93%,29.85%,20.91%,100.00%,0.00%,False
2016-10-20,0.00%,35.37%,13.96%,29.80%,20.87%,100.00%,0.00%,False
2016-10-21,0.00%,35.42%,13.90%,29.80%,20.87%,100.00%,0.00%,False
2016-10-24,0.00%,35.56%,13.90%,29.72%,20.82%,100.00%,0.00%,False
2016-10-25,0.00%,35.74%,13.90%,29.61%,20.75%,100.00%,0.00%,False
2016-10-26,0.00%,35.50%,13.89%,29.75%,20.85%,100.00%,0.00%,False
2016-10-27,0.00%,35.59%,13.85%,29.73%,20.83%,100.00%,0.00%,False
2016-10-28,0.00%,35.61%,13.82%,29.73%,20.84%,100.00%,0.00%,False
2016-10-31,21.00%,35.00%,14.00%,30.00%,0.00%,100.00%,21.00%,True
2016-11-01,21.09%,34.92%,13.98%,30.01%,0.00%,100.00%,21.09%,False
2016-11-02,20.83%,34.89%,13.93%,30.35%,0.00%,100.00%,20.83%,False
2016-11-03,20.99%,34.66%,13.92%,30.43%,0.00%,100.00%,20.99%,False
2016-11-04,20.94%,34.71%,13.90%,30.45%,0.00%,100.00%,20.94%,False
2016-11-07,21.16%,34.75%,13.91%,30.18%,0.00%,100.00%,21.16%,False
2016-11-08,21.12%,34.72%,14.04%,30.12%,0.00%,100.00%,21.12%,False
2016-11-09,20.81%,34.61%,13.79%,30.79%,0.00%,100.00%,20.81%,False
2016-11-10,21.02%,35.02%,14.15%,29.81%,0.00%,100.00%,21.02%,False
2016-11-11,20.98%,34.79%,14.26%,29.98%,0.00%,100.00%,20.98%,False
2016-11-14,20.81%,34.99%,14.27%,29.93%,0.00%,100.00%,20.81%,False
2016-11-15,20.74%,34.85%,14.28%,30.13%,0.00%,100.00%,20.74%,False
2016-11-16,20.91%,34.90%,14.30%,29.89%,0.00%,100.00%,20.91%,False
2016-11-17,20.86%,35.08%,14.25%,29.80%,0.00%,100.00%,20.86%,False
2016-11-18,20.57%,35.30%,14.30%,29.84%,0.00%,100.00%,20.57%,False
2016-11-21,20.26%,35.42%,14.38%,29.94%,0.00%,100.00%,20.26%,False
2016-11-22,20.30%,35.50%,14.39%,29.81%,0.00%,100.00%,20.30%,False
2016-11-23,20.06%,35.65%,14.45%,29.83%,0.00%,100.00%,20.06%,False
2016-11-24,19.94%,35.66%,14.48%,29.92%,0.00%,100.00%,19.94%,False
2016-11-25,20.03%,35.61%,14.48%,29.87%,0.00%,100.00%,20.03%,False
2016-11-28,19.89%,35.62%,14.54%,29.95%,0.00%,100.00%,19.89%,False
2016-11-29,19.92%,35.58%,14.49%,30.00%,0.00%,100.00%,19.92%,False
2016-11-30,21.00%,35.00%,14.00%,30.00%,0.00%,100.00%,21.00%,True
2016-12-01,20.98%,34.86%,14.03%,30.13%,0.00%,100.00%,20.98%,False
2016-12-02,20.76%,34.78%,14.06%,30.40%,0.00%,100.00%,20.76%,False
2016-12-05,20.54%,34.89%,14.09%,30.47%,0.00%,100.00%,20.54%,False
2016-12-06,20.52%,35.01%,14.14%,30.32%,0.00%,100.00%,20.52%,False
2016-12-07,20.48%,35.05%,14.18%,30.28%,0.00%,100.00%,20.48%,False
2016-12-08,20.42%,35.22%,14.25%,30.11%,0.00%,100.00%,20.42%,False
2016-12-09,20.74%,35.12%,14.24%,29.91%,0.00%,100.00%,20.74%,False
2016-12-12,21.01%,35.05%,14.23%,29.71%,0.00%,100.00%,21.01%,False
2016-12-13,21.21%,34.96%,14.16%,29.67%,0.00%,100.00%,21.21%,False
2016-12-14,21.14%,35.13%,14.19%,29.54%,0.00%,100.00%,21.14%,False
2016-12-15,21.27%,35.14%,14.11%,29.48%,0.00%,100.00%,21.27%,False
2016-12-16,21.24%,35.24%,14.11%,29.41%,0.00%,100.00%,21.24%,False
2016-12-19,21.27%,35.20%,14.12%,29.42%,0.00%,100.00%,21.27%,False
2016-12-20,20.99%,35.40%,14.15%,29.46%,0.00%,100.00%,20.99%,False
2016-12-21,20.93%,35.49%,14.16%,29.43%,0.00%,100.00%,20.93%,False
2016-12-22,20.83%,35.60%,14.10%,29.47%,0.00%,100.00%,20.83%,False
2016-12-23,21.02%,35.51%,14.07%,29.41%,0.00%,100.00%,21.02%,False
2016-12-26,20.93%,35.52%,14.14%,29.40%,0.00%,100.00%,20.93%,False
2016-12-27,21.01%,35.60%,14.07%,29.32%,0.00%,100.00%,21.01%,False
2016-12-28,21.36%,35.66%,14.01%,28.97%,0.00%,100.00%,21.36%,False
2016-12-29,21.00%,35.00%,14.00%,30.00%,0.00%,100.00%,21.00%,True
2017-01-02,21.04%,34.99%,13.94%,30.03%,0.00%,100.00%,21.04%,False
2017-01-03,20.99%,35.09%,13.95%,29.98%,0.00%,100.00%,20.99%,False
2017-01-04,21.10%,35.06%,13.96%,29.88%,0.00%,100.00%,21.10%,False
2017-01-05,21.18%,34.81%,14.06%,29.94%,0.00%,100.00%,21.18%,False
2017-01-06,21.22%,34.89%,14.03%,29.86%,0.00%,100.00%,21.22%,False
2017-01-09,21.03%,35.25%,14.03%,29.69%,0.00%,100.00%,21.03%,False
2017-01-10,20.86%,35.23%,14.03%,29.88%,0.00%,100.00%,20.86%,False
