Date,5,3,2,1,0,total,위험자산비중,rebal
2017-01-11,20.82%,35.48%,13.96%,29.74%,0.00%,100.00%,20.82%,False
2017-01-12,20.68%,35.44%,14.02%,29.86%,0.00%,100.00%,20.68%,False
2017-01-13,20.85%,35.28%,14.03%,29.84%,0.00%,100.00%,20.85%,False
2017-01-16,20.71%,35.33%,14.07%,29.90%,0.00%,100.00%,20.71%,False
2017-01-17,20.60%,35.37%,14.08%,29.96%,0.00%,100.00%,20.60%,False
2017-01-18,20.68%,35.23%,14.11%,29.98%,0.00%,100.00%,20.68%,False
2017-01-19,20.62%,35.38%,14.08%,29.92%,0.00%,100.00%,20.62%,False
2017-01-20,20.60%,35.34%,14.09%,29.97%,0.00%,100.00%,20.60%,False
2017-01-23,20.52%,35.29%,14.10%,30.09%,0.00%,100.00%,20.52%,False
2017-01-24,20.40%,35.37%,14.13%,30.11%,0.00%,100.00%,20.40%,False
2017-01-25,20.27%,35.54%,14.18%,30.02%,0.00%,100.00%,20.27%,False
2017-01-26,20.33%,35.58%,14.24%,29.85%,0.00%,100.00%,20.33%,False
2017-01-31,21.00%,35.00%,14.00%,30.00%,0.00%,100.00%,21.00%,True
2017-02-01,21.20%,34.91%,13.99%,29.89%,0.00%,100.00%,21.20%,False
2017-02-02,21.06%,34.86%,14.00%,30.08%,0.00%,100.00%,21.06%,False
2017-02-03,21.00%,34.92%,14.04%,30.05%,0.00%,100.00%,21.00%,False
2017-02-06,21.11%,34.76%,14.13%,30.00%,0.00%,100.00%,21.11%,False
2017-02-07,21.02%,34.90%,14.09%,29.99%,0.00%,100.00%,21.02%,False
2017-02-08,21.01%,34.92%,14.10%,29.98%,0.00%,100.00%,21.01%,False
2017-02-09,21.00%,34.93%,14.10%,29.97%,0.00%,100.00%,21.00%,False
2017-02-10,21.00%,35.03%,14.13%,29.85%,0.00%,100.00%,21.00%,False
2017-02-13,21.01%,35.03%,14.17%,29.79%,0.00%,100.00%,21.01%,False
2017-02-14,20.98%,34.90%,14.26%,29.86%,0.00%,100.00%,20.98%,False
2017-02-15,21.13%,34.88%,14.27%,29.72%,0.00%,100.00%,21.13%,False
2017-02-16,21.08%,34.96%,14.30%,29.65%,0.00%,100.00%,21.08%,False
2017-02-17,21.11%,34.98%,14.27%,29.64%,0.00%,100.00%,21.11%,False
2017-02-20,21.08%,35.10%,14.28%,29.54%,0.00%,100.00%,21.08%,False
2017-02-21,21.11%,35.14%,14.25%,29.49%,0.00%,100.00%,21.11%,False
2017-02-22,21.11%,35.16%,14.29%,29.44%,0.00%,100.00%,21.11%,False
2017-02-23,21.01%,35.14%,14.33%,29.53%,0.00%,100.00%,21.01%,False
2017-02-24,21.09%,34.92%,14.36%,29.62%,0.00%,100.00%,21.09%,False
2017-02-27,21.01%,34.98%,14.39%,29.61%,0.00%,100.00%,21.01%,False
2017-02-28,21.00%,35.00%,14.00%,30.00%,0.00%,100.00%,21.00%,True
2017-03-02,20.78%,35.30%,14.08%,29.83%,0.00%,100.00%,20.78%,False
2017-03-03,20.65%,35.40%,14.02%,29.92%,0.00%,100.00%,20.65%,False
2017-03-06,20.67%,35.45%,13.99%,29.88%,0.00%,100.00%,20.67%,False
2017-03-07,20.70%,35.38%,14.02%,29.90%,0.00%,100.00%,20.70%,False
2017-03-08,20.73%,35.36%,13.98%,29.93%,0.00%,100.00%,20.73%,False
2017-03-09,20.67%,35.52%,13.95%,29.86%,0.00%,100.00%,20.67%,False
2017-03-10,20.86%,35.43%,13.95%,29.75%,0.00%,100.00%,20.86%,False
2017-03-13,20.87%,35.43%,13.95%,29.75%,0.00%,100.00%,20.87%,False
2017-03-14,20.71%,35.61%,13.95%,29.74%,0.00%,100.00%,20.71%,False
2017-03-15,20.47%,35.69%,13.99%,29.84%,0.00%,100.00%,20.47%,False
2017-03-16,20.60%,35.61%,14.04%,29.76%,0.00%,100.00%,20.60%,False
2017-03-17,20.55%,35.64%,14.00%,29.81%,0.00%,100.00%,20.55%,False
2017-03-20,20.52%,35.53%,14.02%,29.92%,0.00%,100.00%,20.52%,False
2017-03-21,20.53%,35.60%,13.98%,29.89%,0.00%,100.00%,20.53%,False
2017-03-22,20.65%,35.47%,13.83%,30.06%,0.00%,100.00%,20.65%,False
2017-03-23,20.54%,35.57%,13.90%,29.98%,0.00%,100.00%,20.54%,False
2017-03-24,20.64%,35.52%,13.89%,29.95%,0.00%,100.00%,20.64%,False
2017-03-27,20.81%,35.27%,13.79%,30.13%,0.00%,100.00%,20.81%,False
2017-03-28,20.85%,35.34%,13.85%,29.95%,0.00%,100.00%,20.85%,False
2017-03-29,20.86%,35.42%,13.88%,29.84%,0.00%,100.00%,20.86%,False
2017-03-30,20.79%,35.51%,13.86%,29.84%,0.00%,100.00%,20.79%,False
2017-03-31,21.00%,35.00%,14.00%,30.00%,0.00%,100.00%,21.00%,True
2017-04-03,21.27%,34.89%,14.00%,29.84%,0.00%,100.00%,21.27%,False
2017-04-04,21.26%,34.83%,13.98%,29.93%,0.00%,100.00%,21.26%,False
2017-04-05,21.29%,34.91%,13.95%,29.85%,0.00%,100.00%,21.29%,False
2017-04-06,21.45%,34.81%,13.90%,29.84%,0.00%,100.00%,21.45%,False
2017-04-07,21.43%,34.88%,13.91%,29.79%,0.00%,100.00%,21.43%,False
2017-04-10,21.01%,35.12%,13.99%,29.88%,0.00%,100.00%,21.01%,False
2017-04-11,21.12%,35.07%,13.95%,29.85%,0.00%,100.00%,21.12%,False
2017-04-12,21.19%,34.98%,13.92%,29.91%,0.00%,100.00%,21.19%,False
2017-04-13,21.29%,34.86%,13.92%,29.93%,0.00%,100.00%,21.29%,False
2017-04-14,21.18%,34.86%,13.95%,30.01%,0.00%,100.00%,21.18%,False
2017-04-17,21.46%,34.79%,13.82%,29.92%,0.00%,100.00%,21.46%,False
2017-04-18,21.46%,34.93%,13.86%,29.75%,0.00%,100.00%,21.46%,False
2017-04-19,21.55%,34.84%,13.81%,29.80%,0.00%,100.00%,21.55%,False
2017-04-20,21.57%,34.88%,13.79%,29.76%,0.00%,100.00%,21.57%,False
2017-04-21,21.50%,34.96%,13.88%,29.67%,0.00%,100.00%,21.50%,False
2017-04-24,21.19%,35.14%,13.99%,29.68%,0.00%,100.00%,21.19%,False
2017-04-25,21.30%,35.17%,13.95%,29.58%,0.00%,100.00%,21.30%,False
2017-04-26,21.31%,35.24%,13.96%,29.49%,0.00%,100.00%,21.31%,False
2017-04-27,21.07%,35.32%,13.98%,29.64%,0.00%,100.00%,21.07%,False
2017-04-28,0.00%,35.00%,14.00%,30.00%,21.00%,100.00%,0.00%,True
2017-05-02,0.00%,35.18%,13.97%,29.91%,20.94%,100.00%,0.00%,False
2017-05-04,0.00%,35.27%,13.94%,29.88%,20.91%,100.00%,0.00%,False
2017-05-08,0.00%,35.52%,13.94%,29.73%,20.81%,100.00%,0.00%,False
2017-05-10,0.00%,35.58%,13.86%,29.73%,20.82%,100.00%,0.00%,False
2017-05-11,0.00%,35.60%,13.90%,29.70%,20.80%,100.00%,0.00%,False
2017-05-12,0.00%,35.54%,13.86%,29.77%,20.84%,100.00%,0.00%,False
2017-05-15,0.00%,35.56%,13.90%,29.73%,20.80%,100.00%,0.00%,False
2017-05-16,0.00%,35.48%,13.96%,29.74%,20.82%,100.00%,0.00%,False
2017-05-17,0.00%,35.48%,13.88%,29.79%,20.85%,100.00%,0.00%,False
2017-05-18,0.00%,35.36%,13.80%,29.91%,20.93%,100.00%,0.00%,False
2017-05-19,0.00%,35.48%,13.79%,29.85%,20.88%,100.00%,0.00%,False
2017-05-22,0.00%,35.49%,13.88%,29.79%,20.84%,100.00%,0.00%,False
2017-05-23,0.00%,35.62%,13.88%,29.71%,20.78%,100.00%,0.00%,False
2017-05-24,0.00%,35.70%,13.87%,29.67%,20.76%,100.00%,0.00%,False
2017-05-25,0.00%,35.77%,13.94%,29.59%,20.70%,100.00%,0.00%,False
2017-05-26,0.00%,35.94%,13.91%,29.51%,20.64%,100.00%,0.00%,False
2017-05-29,0.00%,35.97%,13.92%,29.49%,20.62%,100.00%,0.00%,False
2017-05-30,0.00%,35.94%,13.90%,29.52%,20.64%,100.00%,0.00%,False
2017-05-31,0.00%,35.00%,14.00%,30.00%,21.00%,100.00%,0.00%,True
2017-06-01,0.00%,34.95%,14.04%,30.01%,21.00%,100.00%,0.00%,False
2017-06-02,0.00%,35.14%,14.10%,29.86%,20.90%,100.00%,0.00%,False
2017-06-05,0.00%,35.17%,14.11%,29.85%,20.88%,100.00%,0.00%,False
2017-06-07,0.00%,35.14%,14.09%,29.87%,20.91%,100.00%,0.00%,False
2017-06-08,0.00%,35.23%,14.08%,29.82%,20.87%,100.00%,0.00%,False
2017-06-09,0.00%,35.32%,14.04%,29.79%,20.85%,100.00%,0.00%,False
2017-06-12,0.00%,34.92%,14.11%,29.96%,21.01%,100.00%,0.00%,False
2017-06-13,0.00%,34.98%,14.14%,29.92%,20.97%,100.00%,0.00%,False
2017-06-14,0.00%,34.96%,14.18%,29.91%,20.96%,100.00%,0.00%,False
2017-06-15,0.00%,34.83%,14.18%,29.98%,21.01%,100.00%,0.00%,False
2017-06-16,0.00%,34.94%,14.15%,29.93%,20.98%,100.00%,0.00%,False
2017-06-19,0.00%,34.99%,14.14%,29.91%,20.96%,100.00%,0.00%,False
2017-06-20,0.00%,35.18%,14.18%,29.78%,20.86%,100.00%,0.00%,False
2017-06-21,0.00%,35.08%,14.14%,29.86%,20.92%,100.00%,0.00%,False
2017-06-22,0.00%,35.29%,14.08%,29.77%,20.86%,100.00%,0.00%,False
2017-06-23,0.00%,35.29%,14.10%,29.76%,20.85%,100.00%,0.00%,False
2017-06-26,0.00%,35.39%,14.06%,29.72%,20.82%,100.00%,0.00%,False
2017-06-27,0.00%,35.27%,14.09%,29.78%,20.86%,100.00%,0.00%,False
2017-06-28,0.00%,35.11%,14.07%,29.88%,20.94%,100.00%,0.00%,False
2017-06-29,0.00%,35.31%,14.12%,29.74%,20.84%,100.00%,0.00%,False
2017-06-30,0.00%,35.00%,14.00%,30.00%,21.00%,100.00%,0.00%,True
2017-07-03,0.00%,35.07%,14.01%,29.95%,20.97%,100.00%,0.00%,False
2017-07-04,0.00%,34.91%,14.04%,30.02%,21.02%,100.00%,0.00%,False
2017-07-05,0.00%,34.93%,14.02%,30.03%,21.02%,100.00%,0.00%,False
2017-07-06,0.00%,35.09%,14.00%,29.95%,20.96%,100.00%,0.00%,False
2017-07-07,0.00%,35.04%,13.93%,30.01%,21.02%,100.00%,0.00%,False
2017-07-10,0.00%,35.11%,14.01%,29.93%,20.95%,100.00%,0.00%,False
2017-07-11,0.00%,35.23%,13.97%,29.88%,20.92%,100.00%,0.00%,False
2017-07-12,0.00%,35.20%,13.96%,29.91%,20.94%,100.00%,0.00%,False
2017-07-13,0.00%,35.36%,14.00%,29.79%,20.85%,100.00%,0.00%,False
2017-07-14,0.00%,35.33%,14.02%,29.80%,20.85%,100.00%,0.00%,False
2017-07-17,0.00%,35.41%,14.06%,29.73%,20.80%,100.00%,0.00%,False
2017-07-18,0.00%,35.34%,14.07%,29.77%,20.83%,100.00%,0.00%,False
2017-07-19,0.00%,35.37%,14.08%,29.74%,20.81%,100.00%,0.00%,False
2017-07-20,0.00%,35.57%,14.08%,29.62%,20.72%,100.00%,0.00%,False
2017-07-21,0.00%,35.50%,14.09%,29.66%,20.75%,100.00%,0.00%,False
2017-07-24,0.00%,35.46%,14.08%,29.69%,20.77%,100.00%,0.00%,False
2017-07-25,0.00%,35.48%,14.08%,29.68%,20.76%,100.00%,0.00%,False
2017-07-26,0.00%,35.47%,14.14%,29.66%,20.74%,100.00%,0.00%,False
2017-07-27,0.00%,35.54%,14.14%,29.61%,20.71%,100.00%,0.00%,False
2017-07-28,0.00%,35.21%,14.15%,29.80%,20.84%,100.00%,0.00%,False
2017-07-31,0.00%,35.00%,14.00%,30.00%,21.00%,100.00%,0.00%,True
2017-08-01,0.00%,35.09%,14.00%,29.94%,20.96%,100.00%,0.00%,False
2017-08-02,0.00%,35.27%,13.95%,29.87%,20.91%,100.00%,0.00%,False
2017-08-03,0.00%,35.07%,13.99%,29.96%,20.97%,100.00%,0.00%,False
2017-08-04,0.00%,35.04%,14.01%,29.97%,20.98%,100.00%,0.00%,False
2017-08-07,0.00%,35.12%,13.99%,29.93%,20.96%,100.00%,0.00%,False
2017-08-08,0.00%,35.13%,13.99%,29.93%,20.96%,100.00%,0.00%,False
2017-08-09,0.00%,35.04%,13.99%,29.98%,21.00%,100.00%,0.00%,False
2017-08-10,0.00%,35.08%,13.97%,29.96%,20.99%,100.00%,0.00%,False
2017-08-11,0.00%,34.71%,13.91%,30.22%,21.16%,100.00%,0.00%,False
2017-08-14,0.00%,34.97%,13.89%,30.07%,21.06%,100.00%,0.00%,False
2017-08-16,0.00%,35.06%,13.95%,29.99%,21.00%,100.00%,0.00%,False
2017-08-17,0.00%,35.11%,13.94%,29.97%,20.98%,100.00%,0.00%,False
2017-08-18,0.00%,34.98%,13.85%,30.10%,21.07%,100.00%,0.00%,False
2017-08-21,0.00%,34.90%,13.79%,30.18%,21.13%,100.00%,0.00%,False
2017-08-22,0.00%,34.93%,13.82%,30.15%,21.10%,100.00%,0.00%,False
2017-08-23,0.00%,34.99%,13.91%,30.06%,21.04%,100.00%,0.00%,False
2017-08-24,0.00%,34.95%,13.88%,30.10%,21.07%,100.00%,0.00%,False
2017-08-25,0.00%,34.94%,13.86%,30.12%,21.08%,100.00%,0.00%,False
2017-08-28,0.00%,34.73%,13.90%,30.22%,21.15%,100.00%,0.00%,False
2017-08-29,0.00%,34.75%,13.89%,30.22%,21.14%,100.00%,0.00%,False
2017-08-30,0.00%,34.90%,13.93%,30.11%,21.06%,100.00%,0.00%,False
2017-08-31,0.00%,35.00%,14.00%,30.00%,21.00%,100.00%,0.00%,True
2017-09-01,0.00%,35.05%,14.02%,29.96%,20.97%,100.00%,0.00%,False
2017-09-04,0.00%,34.92%,14.09%,29.99%,21.00%,100.00%,0.00%,False
2017-09-05,0.00%,34.94%,14.05%,30.00%,21.00%,100.00%,0.00%,False
2017-09-06,0.00%,34.97%,14.00%,30.02%,21.02%,100.00%,0.00%,False
2017-09-07,0.00%,35.02%,14.00%,29.99%,20.99%,100.00%,0.00%,False
2017-09-08,0.00%,35.02%,14.00%,29.99%,20.99%,100.00%,0.00%,False
2017-09-11,0.00%,35.10%,14.03%,29.93%,20.94%,100.00%,0.00%,False
2017-09-12,0.00%,35.15%,14.08%,29.86%,20.91%,100.00%,0.00%,False
2017-09-13,0.00%,35.13%,14.12%,29.84%,20.90%,100.00%,0.00%,False
2017-09-14,0.00%,35.26%,14.10%,29.78%,20.86%,100.00%,0.00%,False
2017-09-15,0.00%,35.23%,14.09%,29.81%,20.87%,100.00%,0.00%,False
2017-09-18,0.00%,35.38%,14.11%,29.71%,20.80%,100.00%,0.00%,False
2017-09-19,0.00%,35.37%,14.12%,29.71%,20.81%,100.00%,0.00%,False
2017-09-20,0.00%,35.35%,14.11%,29.72%,20.82%,100.00%,0.00%,False
2017-09-21,0.00%,35.34%,14.12%,29.72%,20.82%,100.00%,0.00%,False
2017-09-25,0.00%,35.21%,14.12%,29.80%,20.87%,100.00%,0.00%,False
2017-09-26,0.00%,35.09%,14.14%,29.85%,20.91%,100.00%,0.00%,False
2017-09-27,0.00%,35.13%,14.14%,29.82%,20.90%,100.00%,0.00%,False
2017-09-28,0.00%,35.38%,14.14%,29.68%,20.80%,100.00%,0.00%,False
2017-09-29,0.00%,35.00%,14.00%,30.00%,21.00%,100.00%,0.00%,True
2017-10-10,0.00%,35.28%,14.11%,29.77%,20.85%,100.00%,0.00%,False
2017-10-11,0.00%,35.37%,14.10%,29.72%,20.81%,100.00%,0.00%,False
2017-10-12,0.00%,35.43%,14.09%,29.69%,20.79%,100.00%,0.00%,False
2017-10-13,0.00%,35.35%,14.11%,29.73%,20.82%,100.00%,0.00%,False
2017-10-16,0.00%,35.40%,14.10%,29.71%,20.79%,100.00%,0.00%,False
2017-10-17,0.00%,35.49%,14.11%,29.65%,20.76%,100.00%,0.00%,False
2017-10-18,0.00%,35.48%,14.11%,29.65%,20.76%,100.00%,0.00%,False
2017-10-19,0.00%,35.44%,14.11%,29.67%,20.78%,100.00%,0.00%,False
2017-10-20,0.00%,35.48%,14.14%,29.62%,20.76%,100.00%,0.00%,False
2017-10-23,0.00%,35.48%,14.19%,29.59%,20.74%,100.00%,0.00%,False
2017-10-24,0.00%,35.37%,14.16%,29.67%,20.80%,100.00%,0.00%,False
2017-10-25,0.00%,35.38%,14.17%,29.66%,20.79%,100.00%,0.00%,False
2017-10-26,0.00%,35.24%,14.18%,29.72%,20.85%,100.00%,0.00%,False
2017-10-27,0.00%,35.41%,14.15%,29.64%,20.80%,100.00%,0.00%,False
2017-10-30,0.00%,35.68%,14.13%,29.50%,20.69%,100.00%,0.00%,False
2017-10-31,21.00%,35.00%,14.00%,30.00%,0.00%,100.00%,21.00%,True
2017-11-01,20.94%,35.17%,14.00%,29.89%,0.00%,100.00%,20.94%,False
2017-11-02,21.00%,35.07%,13.96%,29.96%,0.00%,100.00%,21.00%,False
2017-11-03,21.22%,35.00%,13.94%,29.84%,0.00%,100.00%,21.22%,False
2017-11-06,21.34%,34.93%,13.93%,29.79%,0.00%,100.00%,21.34%,False
2017-11-07,21.08%,35.08%,14.04%,29.80%,0.00%,100.00%,21.08%,False
2017-11-08,21.40%,35.01%,13.92%,29.67%,0.00%,100.00%,21.40%,False
2017-11-09,21.33%,35.06%,13.95%,29.66%,0.00%,100.00%,21.33%,False
2017-11-10,21.68%,34.86%,13.88%,29.58%,0.00%,100.00%,21.68%,False
2017-11-13,22.37%,34.57%,13.73%,29.33%,0.00%,100.00%,22.37%,False
2017-11-14,23.04%,34.26%,13.60%,29.09%,0.00%,100.00%,23.04%,False
2017-11-15,23.58%,33.87%,13.55%,29.00%,0.00%,100.00%,23.58%,False
2017-11-16,23.95%,33.64%,13.51%,28.91%,0.00%,100.00%,23.95%,False
2017-11-17,23.62%,33.79%,13.58%,29.01%,0.00%,100.00%,23.62%,False
2017-11-20,24.08%,33.57%,13.48%,28.88%,0.00%,100.00%,24.08%,False
2017-11-21,24.12%,33.51%,13.52%,28.85%,0.00%,100.00%,24.12%,False
2017-11-22,23.71%,33.76%,13.63%,28.90%,0.00%,100.00%,23.71%,False
2017-11-23,24.18%,33.51%,13.54%,28.78%,0.00%,100.00%,24.18%,False
2017-11-24,23.76%,33.71%,13.60%,28.93%,0.00%,100.00%,23.76%,False
2017-11-27,23.77%,33.60%,13.66%,28.97%,0.00%,100.00%,23.77%,False
2017-11-28,23.07%,33.92%,13.77%,29.24%,0.00%,100.00%,23.07%,False
2017-11-29,23.26%,33.85%,13.84%,29.05%,0.00%,100.00%,23.26%,False
2017-11-30,21.00%,35.00%,14.00%,30.00%,-0.00%,100.00%,21.00%,True
2017-12-01,21.44%,34.90%,13.96%,29.71%,-0.00%,100.00%,21.44%,False
2017-12-04,21.17%,35.12%,14.04%,29.68%,-0.00%,100.00%,21.17%,False
2017-12-05,20.87%,35.07%,14.09%,29.97%,-0.00%,100.00%,20.87%,False
2017-12-06,20.71%,35.11%,14.06%,30.12%,-0.00%,100.00%,20.71%,False
2017-12-07,20.34%,35.35%,14.14%,30.18%,-0.00%,100.00%,20.34%,False
2017-12-08,20.13%,35.53%,14.16%,30.18%,-0.00%,100.00%,20.13%,False
2017-12-11,20.67%,35.28%,14.12%,29.93%,-0.00%,100.00%,20.67%,False
2017-12-12,20.49%,35.42%,14.18%,29.91%,-0.00%,100.00%,20.49%,False
2017-12-13,20.62%,35.46%,14.11%,29.80%,-0.00%,100.00%,20.62%,False
2017-12-14,20.77%,35.28%,14.14%,29.81%,-0.00%,100.00%,20.77%,False
2017-12-15,20.55%,35.40%,14.13%,29.91%,-0.00%,100.00%,20.55%,False
2017-12-18,20.31%,35.63%,14.24%,29.82%,-0.00%,100.00%,20.31%,False
2017-12-19,20.30%,35.63%,14.27%,29.80%,-0.00%,100.00%,20.30%,False
2017-12-21,19.87%,35.55%,14.39%,30.19%,-0.00%,100.00%,19.87%,False
2017-12-22,20.53%,35.28%,14.30%,29.90%,-0.00%,100.00%,20.53%,False
2017-12-26,20.66%,35.13%,14.29%,29.92%,-0.00%,100.00%,20.66%,False
2017-12-27,21.58%,34.85%,14.16%,29.41%,-0.00%,100.00%,21.58%,False
2017-12-28,21.00%,35.00%,14.00%,30.00%,0.00%,100.00%,21.00%,True
2018-01-02,21.30%,34.76%,13.95%,29.99%,0.00%,100.00%,21.30%,False
2018-01-03,21.46%,34.90%,13.92%,29.72%,0.00%,100.00%,21.46%,False
2018-01-04,21.03%,35.10%,14.06%,29.82%,0.00%,100.00%,21.03%,False
2018-01-05,21.54%,34.95%,13.98%,29.53%,0.00%,100.00%,21.54%,False
2018-01-08,21.95%,34.90%,13.93%,29.23%,0.00%,100.00%,21.95%,False
2018-01-09,21.77%,35.02%,13.95%,29.25%,0.00%,100.00%,21.77%,False
2018-01-10,21.79%,34.99%,13.97%,29.24%,0.00%,100.00%,21.79%,False
2018-01-11,22.42%,34.66%,13.89%,29.03%,0.00%,100.00%,22.42%,False
2018-01-12,23.25%,34.27%,13.80%,28.68%,0.00%,100.00%,23.25%,False
2018-01-15,23.75%,34.11%,13.76%,28.38%,0.00%,100.00%,23.75%,False
2018-01-16,23.81%,34.12%,13.76%,28.31%,0.00%,100.00%,23.81%,False
2018-01-17,23.31%,34.37%,13.80%,28.52%,0.00%,100.00%,23.31%,False
2018-01-18,23.48%,34.37%,13.80%,28.35%,0.00%,100.00%,23.48%,False
2018-01-19,22.82%,34.66%,13.90%,28.63%,0.00%,100.00%,22.82%,False
2018-01-22,22.54%,34.75%,14.00%,28.71%,0.00%,100.00%,22.54%,False
2018-01-23,23.07%,34.79%,13.92%,28.22%,0.00%,100.00%,23.07%,False
2018-01-24,22.95%,34.82%,13.95%,28.29%,0.00%,100.00%,22.95%,False
2018-01-25,22.96%,34.68%,13.99%,28.36%,0.00%,100.00%,22.96%,False
2018-01-26,23.16%,34.69%,13.94%,28.21%,0.00%,100.00%,23.16%,False
2018-01-29,23.49%,34.69%,13.92%,27.90%,0.00%,100.00%,23.49%,False
2018-01-30,23.43%,34.67%,13.85%,28.05%,0.00%,100.00%,23.43%,False
2018-01-31,21.00%,35.00%,14.00%,30.00%,0.00%,100.00%,21.00%,True
2018-02-01,20.57%,35.27%,14.07%,30.09%,0.00%,100.00%,20.57%,False
2018-02-02,20.58%,35.19%,14.04%,30.19%,0.00%,100.00%,20.58%,False
2018-02-06,20.39%,34.92%,13.35%,31.35%,0.00%,100.00%,20.39%,False
2018-02-07,19.58%,34.97%,13.89%,31.57%,0.00%,100.00%,19.58%,False
2018-02-08,20.39%,34.76%,13.71%,31.13%,0.00%,100.00%,20.39%,False
2018-02-09,20.07%,34.38%,13.67%,31.87%,0.00%,100.00%,20.07%,False
2018-02-12,19.92%,34.61%,13.76%,31.70%,0.00%,100.00%,19.92%,False
2018-02-13,19.43%,34.96%,13.85%,31.75%,0.00%,100.00%,19.43%,False
2018-02-14,19.92%,34.82%,13.82%,31.44%,0.00%,100.00%,19.92%,False
2018-02-19,20.38%,34.78%,13.96%,30.88%,0.00%,100.00%,20.38%,False
2018-02-20,20.04%,34.86%,13.98%,31.12%,0.00%,100.00%,20.04%,False
2018-02-21,20.27%,34.94%,13.83%,30.96%,0.00%,100.00%,20.27%,False
2018-02-22,20.13%,35.11%,13.74%,31.01%,0.00%,100.00%,20.13%,False
2018-02-23,20.19%,35.03%,13.87%,30.91%,0.00%,100.00%,20.19%,False
2018-02-26,20.16%,35.17%,13.93%,30.75%,0.00%,100.00%,20.16%,False
2018-02-27,20.06%,35.25%,14.01%,30.67%,0.00%,100.00%,20.06%,False
2018-02-28,21.00%,35.00%,14.00%,30.00%,0.00%,100.00%,21.00%,True
2018-03-06,21.29%,34.76%,13.91%,30.04%,0.00%,100.00%,21.29%,False
2018-03-07,20.86%,35.00%,13.85%,30.29%,0.00%,100.00%,20.86%,False
2018-03-08,21.07%,34.95%,13.93%,30.05%,0.00%,100.00%,21.07%,False
2018-03-09,21.21%,35.01%,13.92%,29.87%,0.00%,100.00%,21.21%,False
2018-03-12,21.56%,34.97%,14.02%,29.45%,0.00%,100.00%,21.56%,False
2018-03-13,21.50%,35.08%,13.96%,29.46%,0.00%,100.00%,21.50%,False
2018-03-14,21.59%,34.97%,13.90%,29.54%,0.00%,100.00%,21.59%,False
2018-03-15,21.60%,35.01%,13.84%,29.55%,0.00%,100.00%,21.60%,False
2018-03-16,21.70%,34.95%,13.82%,29.54%,0.00%,100.00%,21.70%,False
2018-03-19,21.38%,35.09%,13.84%,29.68%,0.00%,100.00%,21.38%,False
2018-03-20,21.84%,34.69%,13.76%,29.71%,0.00%,100.00%,21.84%,False
2018-03-21,21.70%,34.79%,13.76%,29.75%,0.00%,100.00%,21.70%,False
2018-03-22,21.36%,34.95%,13.80%,29.89%,0.00%,100.00%,21.36%,False
2018-03-23,20.58%,34.99%,13.69%,30.74%,0.00%,100.00%,20.58%,False
2018-03-26,21.27%,34.65%,13.56%,30.52%,0.00%,100.00%,21.27%,False
2018-03-27,21.10%,34.84%,13.74%,30.32%,0.00%,100.00%,21.10%,False
2018-03-28,21.21%,34.39%,13.64%,30.76%,0.00%,100.00%,21.21%,False
2018-03-29,21.67%,34.17%,13.55%,30.61%,0.00%,100.00%,21.67%,False
2018-03-30,21.00%,35.00%,14.00%,30.00%,0.00%,100.00%,21.00%,True
2018-04-02,20.82%,35.13%,13.99%,30.06%,0.00%,100.00%,20.82%,False
2018-04-03,21.21%,34.64%,13.82%,30.33%,0.00%,100.00%,21.21%,False
2018-04-04,21.06%,34.50%,14.00%,30.45%,0.00%,100.00%,21.06%,False
2018-04-05,21.00%,34.86%,14.08%,30.06%,0.00%,100.00%,21.00%,False
2018-04-06,20.99%,34.84%,14.02%,30.15%,0.00%,100.00%,20.99%,False
2018-04-09,21.20%,34.80%,13.93%,30.07%,0.00%,100.00%,21.20%,False
2018-04-10,21.08%,34.97%,14.02%,29.93%,0.00%,100.00%,21.08%,False
2018-04-11,21.16%,34.93%,13.95%,29.96%,0.00%,100.00%,21.16%,False
2018-04-12,20.92%,35.05%,14.00%,30.03%,0.00%,100.00%,20.92%,False
2018-04-13,21.05%,35.04%,14.04%,29.87%,0.00%,100.00%,21.05%,False
2018-04-16,21.00%,35.18%,14.02%,29.79%,0.00%,100.00%,21.00%,False
2018-04-17,20.95%,35.16%,14.15%,29.75%,0.00%,100.00%,20.95%,False
2018-04-18,20.72%,35.47%,14.17%,29.64%,0.00%,100.00%,20.72%,False
2018-04-19,20.50%,35.61%,14.19%,29.69%,0.00%,100.00%,20.50%,False
2018-04-20,20.55%,35.44%,14.17%,29.83%,0.00%,100.00%,20.55%,False
2018-04-23,20.30%,35.53%,14.17%,30.00%,0.00%,100.00%,20.30%,False
2018-04-24,20.11%,35.62%,14.19%,30.09%,0.00%,100.00%,20.11%,False
2018-04-25,20.19%,35.40%,14.08%,30.33%,0.00%,100.00%,20.19%,False
2018-04-26,20.40%,35.44%,14.04%,30.12%,0.00%,100.00%,20.40%,False
2018-04-27,20.44%,35.50%,14.11%,29.95%,0.00%,100.00%,20.44%,False
2018-04-30,0.00%,35.00%,14.00%,30.00%,21.00%,100.00%,0.00%,True
2018-05-02,0.00%,35.10%,13.88%,30.01%,21.01%,100.00%,0.00%,False
2018-05-03,0.00%,35.01%,13.80%,30.11%,21.08%,100.00%,0.00%,False
2018-05-04,0.00%,34.83%,13.84%,30.19%,21.14%,100.00%,0.00%,False
2018-05-08,0.00%,35.20%,13.92%,29.92%,20.96%,100.00%,0.00%,False
