Date,069500.KS mkt val,114260.KS mkt val,133690.KS mkt val,143850.KS mkt val,153130.KS mkt val,157450.KS mkt val,229200.KS mkt val,cash_rem,port_val
2015-11-02,50.02%,0.00%,0.00%,0.00%,0.00%,0.00%,49.98%,0.00%,100.00%
2015-11-03,50.08%,0.00%,0.00%,0.00%,0.00%,0.00%,49.92%,0.00%,100.00%
2015-11-04,49.96%,0.00%,0.00%,0.00%,0.00%,0.00%,50.04%,0.00%,100.00%
2015-11-05,49.54%,0.00%,0.00%,0.00%,0.00%,0.00%,50.46%,0.00%,100.00%
2015-11-06,49.26%,0.00%,0.00%,0.00%,0.00%,0.00%,50.74%,0.00%,100.00%
2015-11-09,49.92%,0.00%,0.00%,0.00%,0.00%,0.00%,50.08%,0.00%,100.00%
2015-11-10,50.19%,0.00%,0.00%,0.00%,0.00%,0.00%,49.81%,0.00%,100.00%
2015-11-11,49.66%,0.00%,0.00%,0.00%,0.00%,0.00%,50.34%,0.00%,100.00%
2015-11-12,49.43%,0.00%,0.00%,0.00%,0.00%,0.00%,50.57%,0.00%,100.00%
2015-11-13,49.14%,0.00%,0.00%,0.00%,0.00%,0.00%,50.86%,0.00%,100.00%
2015-11-16,49.19%,0.00%,0.00%,0.00%,0.00%,0.00%,50.81%,0.00%,100.00%
2015-11-17,48.97%,0.00%,0.00%,0.00%,0.00%,0.00%,51.03%,0.00%,100.00%
2015-11-18,48.78%,0.00%,0.00%,0.00%,0.00%,0.00%,51.22%,0.00%,100.00%
2015-11-19,48.84%,0.00%,0.00%,0.00%,0.00%,0.00%,51.16%,0.00%,100.00%
2015-11-20,48.73%,0.00%,0.00%,0.00%,0.00%,0.00%,51.27%,0.00%,100.00%
2015-11-23,48.86%,0.00%,0.00%,0.00%,0.00%,0.00%,51.14%,0.00%,100.00%
2015-11-24,48.93%,0.00%,0.00%,0.00%,0.00%,0.00%,51.07%,0.00%,100.00%
2015-11-25,48.92%,0.00%,0.00%,0.00%,0.00%,0.00%,51.08%,0.00%,100.00%
2015-11-26,48.97%,0.00%,0.00%,0.00%,0.00%,0.00%,51.03%,0.00%,100.00%
2015-11-27,49.04%,0.00%,0.00%,0.00%,0.00%,0.00%,50.96%,0.00%,100.00%
2015-11-30,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,100.00%
2015-12-01,50.18%,0.00%,0.00%,0.00%,0.00%,0.00%,49.82%,0.00%,100.00%
2015-12-02,50.06%,0.00%,0.00%,0.00%,0.00%,0.00%,49.94%,0.00%,100.00%
2015-12-03,49.71%,0.00%,0.00%,0.00%,0.00%,0.00%,50.29%,0.00%,100.00%
2015-12-04,49.68%,0.00%,0.00%,0.00%,0.00%,0.00%,50.32%,0.00%,100.00%
2015-12-07,49.85%,0.00%,0.00%,0.00%,0.00%,0.00%,50.15%,0.00%,100.00%
2015-12-08,50.26%,0.00%,0.00%,0.00%,0.00%,0.00%,49.74%,0.00%,100.00%
2015-12-09,50.42%,0.00%,0.00%,0.00%,0.00%,0.00%,49.58%,0.00%,100.00%
2015-12-10,50.85%,0.00%,0.00%,0.00%,0.00%,0.00%,49.15%,0.00%,100.00%
2015-12-11,51.20%,0.00%,0.00%,0.00%,0.00%,0.00%,48.80%,0.00%,100.00%
2015-12-14,51.91%,0.00%,0.00%,0.00%,0.00%,0.00%,48.09%,0.00%,100.00%
2015-12-15,51.45%,0.00%,0.00%,0.00%,0.00%,0.00%,48.55%,0.00%,100.00%
2015-12-16,51.72%,0.00%,0.00%,0.00%,0.00%,0.00%,48.28%,0.00%,100.00%
2015-12-17,51.35%,0.00%,0.00%,0.00%,0.00%,0.00%,48.65%,0.00%,100.00%
2015-12-18,50.76%,0.00%,0.00%,0.00%,0.00%,0.00%,49.24%,0.00%,100.00%
2015-12-21,50.92%,0.00%,0.00%,0.00%,0.00%,0.00%,49.08%,0.00%,100.00%
2015-12-22,51.13%,0.00%,0.00%,0.00%,0.00%,0.00%,48.87%,0.00%,100.00%
2015-12-23,51.54%,0.00%,0.00%,0.00%,0.00%,0.00%,48.46%,0.00%,100.00%
2015-12-24,51.69%,0.00%,0.00%,0.00%,0.00%,0.00%,48.31%,0.00%,100.00%
2015-12-28,50.97%,0.00%,0.00%,0.00%,0.00%,0.00%,49.03%,0.00%,100.00%
2015-12-29,50.36%,0.00%,0.00%,0.00%,0.00%,0.00%,49.64%,0.00%,100.00%
2015-12-30,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,100.00%
2016-01-04,49.66%,0.00%,0.00%,0.00%,0.00%,0.00%,50.34%,0.00%,100.00%
2016-01-05,49.56%,0.00%,0.00%,0.00%,0.00%,0.00%,50.44%,0.00%,100.00%
2016-01-06,49.16%,0.00%,0.00%,0.00%,0.00%,0.00%,50.84%,0.00%,100.00%
2016-01-07,49.20%,0.00%,0.00%,0.00%,0.00%,0.00%,50.80%,0.00%,100.00%
2016-01-08,49.32%,0.00%,0.00%,0.00%,0.00%,0.00%,50.68%,0.00%,100.00%
2016-01-11,49.24%,0.00%,0.00%,0.00%,0.00%,0.00%,50.76%,0.00%,100.00%
2016-01-12,49.29%,0.00%,0.00%,0.00%,0.00%,0.00%,50.71%,0.00%,100.00%
2016-01-13,49.11%,0.00%,0.00%,0.00%,0.00%,0.00%,50.89%,0.00%,100.00%
2016-01-14,48.91%,0.00%,0.00%,0.00%,0.00%,0.00%,51.09%,0.00%,100.00%
2016-01-15,48.86%,0.00%,0.00%,0.00%,0.00%,0.00%,51.14%,0.00%,100.00%
2016-01-18,48.41%,0.00%,0.00%,0.00%,0.00%,0.00%,51.59%,0.00%,100.00%
2016-01-19,48.47%,0.00%,0.00%,0.00%,0.00%,0.00%,51.53%,0.00%,100.00%
2016-01-20,48.11%,0.00%,0.00%,0.00%,0.00%,0.00%,51.89%,0.00%,100.00%
2016-01-21,48.20%,0.00%,0.00%,0.00%,0.00%,0.00%,51.80%,0.00%,100.00%
2016-01-22,48.66%,0.00%,0.00%,0.00%,0.00%,0.00%,51.34%,0.00%,100.00%
2016-01-25,48.39%,0.00%,0.00%,0.00%,0.00%,0.00%,51.61%,0.00%,100.00%
2016-01-26,48.05%,0.00%,0.00%,0.00%,0.00%,0.00%,51.95%,0.00%,100.00%
2016-01-27,48.75%,0.00%,0.00%,0.00%,0.00%,0.00%,51.25%,0.00%,100.00%
2016-01-28,48.61%,0.00%,0.00%,0.00%,0.00%,0.00%,51.39%,0.00%,100.00%
2016-01-29,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,100.00%
2016-02-01,49.92%,0.00%,0.00%,0.00%,0.00%,0.00%,50.08%,0.00%,100.00%
2016-02-02,49.75%,0.00%,0.00%,0.00%,0.00%,0.00%,50.25%,0.00%,100.00%
2016-02-03,49.51%,0.00%,0.00%,0.00%,0.00%,0.00%,50.49%,0.00%,100.00%
2016-02-04,50.09%,0.00%,0.00%,0.00%,0.00%,0.00%,49.91%,0.00%,100.00%
2016-02-05,50.27%,0.00%,0.00%,0.00%,0.00%,0.00%,49.73%,0.00%,100.00%
2016-02-11,50.94%,0.00%,0.00%,0.00%,0.00%,0.00%,49.06%,0.00%,100.00%
2016-02-12,52.76%,0.00%,0.00%,0.00%,0.00%,0.00%,47.24%,0.00%,100.00%
2016-02-15,52.67%,0.00%,0.00%,0.00%,0.00%,0.00%,47.33%,0.00%,100.00%
2016-02-16,52.45%,0.00%,0.00%,0.00%,0.00%,0.00%,47.55%,0.00%,100.00%
2016-02-17,53.18%,0.00%,0.00%,0.00%,0.00%,0.00%,46.82%,0.00%,100.00%
2016-02-18,52.69%,0.00%,0.00%,0.00%,0.00%,0.00%,47.31%,0.00%,100.00%
2016-02-19,52.48%,0.00%,0.00%,0.00%,0.00%,0.00%,47.52%,0.00%,100.00%
2016-02-22,52.22%,0.00%,0.00%,0.00%,0.00%,0.00%,47.78%,0.00%,100.00%
2016-02-23,52.57%,0.00%,0.00%,0.00%,0.00%,0.00%,47.43%,0.00%,100.00%
2016-02-24,52.64%,0.00%,0.00%,0.00%,0.00%,0.00%,47.36%,0.00%,100.00%
2016-02-25,52.55%,0.00%,0.00%,0.00%,0.00%,0.00%,47.45%,0.00%,100.00%
2016-02-26,52.53%,0.00%,0.00%,0.00%,0.00%,0.00%,47.47%,0.00%,100.00%
2016-02-29,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,100.00%
2016-03-02,49.92%,0.00%,0.00%,0.00%,0.00%,0.00%,50.08%,0.00%,100.00%
2016-03-03,49.49%,0.00%,0.00%,0.00%,0.00%,0.00%,50.51%,0.00%,100.00%
2016-03-04,49.43%,0.00%,0.00%,0.00%,0.00%,0.00%,50.57%,0.00%,100.00%
2016-03-07,49.77%,0.00%,0.00%,0.00%,0.00%,0.00%,50.23%,0.00%,100.00%
2016-03-08,49.56%,0.00%,0.00%,0.00%,0.00%,0.00%,50.44%,0.00%,100.00%
2016-03-09,49.39%,0.00%,0.00%,0.00%,0.00%,0.00%,50.61%,0.00%,100.00%
2016-03-10,49.60%,0.00%,0.00%,0.00%,0.00%,0.00%,50.40%,0.00%,100.00%
2016-03-11,49.71%,0.00%,0.00%,0.00%,0.00%,0.00%,50.29%,0.00%,100.00%
2016-03-14,49.62%,0.00%,0.00%,0.00%,0.00%,0.00%,50.38%,0.00%,100.00%
2016-03-15,49.80%,0.00%,0.00%,0.00%,0.00%,0.00%,50.20%,0.00%,100.00%
2016-03-16,49.85%,0.00%,0.00%,0.00%,0.00%,0.00%,50.15%,0.00%,100.00%
2016-03-17,49.88%,0.00%,0.00%,0.00%,0.00%,0.00%,50.12%,0.00%,100.00%
2016-03-18,49.72%,0.00%,0.00%,0.00%,0.00%,0.00%,50.28%,0.00%,100.00%
2016-03-21,49.85%,0.00%,0.00%,0.00%,0.00%,0.00%,50.15%,0.00%,100.00%
2016-03-22,50.01%,0.00%,0.00%,0.00%,0.00%,0.00%,49.99%,0.00%,100.00%
2016-03-23,50.04%,0.00%,0.00%,0.00%,0.00%,0.00%,49.96%,0.00%,100.00%
2016-03-24,50.26%,0.00%,0.00%,0.00%,0.00%,0.00%,49.74%,0.00%,100.00%
2016-03-25,50.26%,0.00%,0.00%,0.00%,0.00%,0.00%,49.74%,0.00%,100.00%
2016-03-28,50.65%,0.00%,0.00%,0.00%,0.00%,0.00%,49.35%,0.00%,100.00%
2016-03-29,50.43%,0.00%,0.00%,0.00%,0.00%,0.00%,49.57%,0.00%,100.00%
2016-03-30,50.53%,0.00%,0.00%,0.00%,0.00%,0.00%,49.47%,0.00%,100.00%
2016-03-31,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,100.00%
2016-04-01,49.39%,0.00%,0.00%,0.00%,0.00%,0.00%,50.61%,0.00%,100.00%
2016-04-04,49.18%,0.00%,0.00%,0.00%,0.00%,0.00%,50.82%,0.00%,100.00%
2016-04-05,49.12%,0.00%,0.00%,0.00%,0.00%,0.00%,50.88%,0.00%,100.00%
2016-04-06,49.39%,0.00%,0.00%,0.00%,0.00%,0.00%,50.61%,0.00%,100.00%
2016-04-07,49.21%,0.00%,0.00%,0.00%,0.00%,0.00%,50.79%,0.00%,100.00%
2016-04-08,49.35%,0.00%,0.00%,0.00%,0.00%,0.00%,50.65%,0.00%,100.00%
2016-04-11,49.54%,0.00%,0.00%,0.00%,0.00%,0.00%,50.46%,0.00%,100.00%
2016-04-12,49.86%,0.00%,0.00%,0.00%,0.00%,0.00%,50.14%,0.00%,100.00%
2016-04-14,50.39%,0.00%,0.00%,0.00%,0.00%,0.00%,49.61%,0.00%,100.00%
2016-04-15,50.39%,0.00%,0.00%,0.00%,0.00%,0.00%,49.61%,0.00%,100.00%
2016-04-18,50.33%,0.00%,0.00%,0.00%,0.00%,0.00%,49.67%,0.00%,100.00%
2016-04-19,50.14%,0.00%,0.00%,0.00%,0.00%,0.00%,49.86%,0.00%,100.00%
2016-04-20,50.02%,0.00%,0.00%,0.00%,0.00%,0.00%,49.98%,0.00%,100.00%
2016-04-21,50.32%,0.00%,0.00%,0.00%,0.00%,0.00%,49.68%,0.00%,100.00%
2016-04-22,50.24%,0.00%,0.00%,0.00%,0.00%,0.00%,49.76%,0.00%,100.00%
2016-04-25,50.13%,0.00%,0.00%,0.00%,0.00%,0.00%,49.87%,0.00%,100.00%
2016-04-26,50.27%,0.00%,0.00%,0.00%,0.00%,0.00%,49.73%,0.00%,100.00%
2016-04-27,50.39%,0.00%,0.00%,0.00%,0.00%,0.00%,49.61%,0.00%,100.00%
2016-04-28,49.91%,0.00%,0.00%,0.00%,0.00%,0.00%,50.09%,0.00%,100.00%
2016-04-29,0.00%,10.00%,35.00%,35.00%,10.00%,10.00%,0.00%,0.00%,100.00%
2016-05-02,0.00%,10.04%,34.86%,35.01%,10.04%,10.04%,0.00%,0.00%,100.00%
2016-05-03,0.00%,10.00%,34.95%,35.05%,10.00%,10.00%,0.00%,0.00%,100.00%
2016-05-04,0.00%,10.01%,35.19%,34.80%,10.00%,10.00%,0.00%,0.00%,100.00%
2016-05-09,0.00%,9.97%,35.40%,34.70%,9.96%,9.96%,0.00%,0.00%,100.00%
2016-05-10,0.00%,9.93%,35.62%,34.62%,9.92%,9.92%,0.00%,0.00%,100.00%
2016-05-11,0.00%,9.89%,35.63%,34.72%,9.88%,9.88%,0.00%,0.00%,100.00%
2016-05-12,0.00%,9.94%,35.48%,34.72%,9.93%,9.93%,0.00%,0.00%,100.00%
2016-05-13,0.00%,9.97%,35.48%,34.61%,9.97%,9.97%,0.00%,0.00%,100.00%
2016-05-16,0.00%,9.96%,35.59%,34.54%,9.96%,9.96%,0.00%,0.00%,100.00%
2016-05-17,0.00%,9.90%,35.68%,34.63%,9.90%,9.90%,0.00%,0.00%,100.00%
2016-05-18,0.00%,9.94%,35.74%,34.43%,9.94%,9.95%,0.00%,0.00%,100.00%
2016-05-19,0.00%,9.91%,35.99%,34.26%,9.92%,9.92%,0.00%,0.00%,100.00%
2016-05-20,0.00%,9.90%,35.92%,34.38%,9.90%,9.90%,0.00%,0.00%,100.00%
2016-05-23,0.00%,9.90%,35.93%,34.37%,9.90%,9.90%,0.00%,0.00%,100.00%
2016-05-24,0.00%,9.90%,36.05%,34.26%,9.89%,9.90%,0.00%,0.00%,100.00%
2016-05-25,0.00%,9.77%,36.23%,34.46%,9.77%,9.77%,0.00%,0.00%,100.00%
2016-05-26,0.00%,9.76%,36.26%,34.47%,9.76%,9.76%,0.00%,0.00%,100.00%
2016-05-27,0.00%,9.73%,36.27%,34.52%,9.74%,9.74%,0.00%,0.00%,100.00%
2016-05-30,0.00%,9.65%,36.64%,34.39%,9.66%,9.66%,0.00%,0.00%,100.00%
2016-05-31,0.00%,10.00%,35.00%,35.00%,10.00%,10.00%,0.00%,0.00%,100.00%
2016-06-01,0.00%,10.02%,35.05%,34.91%,10.01%,10.01%,0.00%,0.00%,100.00%
2016-06-02,0.00%,10.05%,34.81%,35.05%,10.04%,10.04%,0.00%,0.00%,100.00%
2016-06-03,0.00%,10.04%,34.81%,35.12%,10.02%,10.02%,0.00%,0.00%,100.00%
2016-06-07,0.00%,10.09%,34.36%,35.41%,10.07%,10.07%,0.00%,0.00%,100.00%
2016-06-08,0.00%,10.13%,34.15%,35.50%,10.11%,10.10%,0.00%,0.00%,100.00%
2016-06-09,0.00%,10.15%,34.11%,35.54%,10.10%,10.10%,0.00%,0.00%,100.00%
2016-06-10,0.00%,10.13%,34.23%,35.46%,10.09%,10.09%,0.00%,0.00%,100.00%
2016-06-13,0.00%,10.14%,34.27%,35.29%,10.15%,10.15%,0.00%,0.00%,100.00%
2016-06-14,0.00%,10.18%,34.18%,35.26%,10.19%,10.19%,0.00%,0.00%,100.00%
2016-06-15,0.00%,10.18%,34.28%,35.16%,10.20%,10.19%,0.00%,0.00%,100.00%
2016-06-16,0.00%,10.23%,34.05%,35.23%,10.25%,10.24%,0.00%,0.00%,100.00%
2016-06-17,0.00%,10.17%,34.21%,35.26%,10.18%,10.18%,0.00%,0.00%,100.00%
2016-06-20,0.00%,10.18%,33.90%,35.51%,10.20%,10.20%,0.00%,0.00%,100.00%
2016-06-21,0.00%,10.21%,33.77%,35.56%,10.23%,10.23%,0.00%,0.00%,100.00%
2016-06-22,0.00%,10.21%,33.74%,35.58%,10.24%,10.23%,0.00%,0.00%,100.00%
2016-06-23,0.00%,10.20%,33.68%,35.67%,10.23%,10.22%,0.00%,0.00%,100.00%
2016-06-24,0.00%,10.44%,33.85%,34.84%,10.44%,10.43%,0.00%,0.00%,100.00%
2016-06-27,0.00%,10.41%,33.86%,34.96%,10.39%,10.38%,0.00%,0.00%,100.00%
2016-06-28,0.00%,10.47%,33.65%,35.01%,10.44%,10.43%,0.00%,0.00%,100.00%
2016-06-29,0.00%,10.40%,33.59%,35.25%,10.38%,10.38%,0.00%,0.00%,100.00%
2016-06-30,0.00%,10.00%,35.00%,35.00%,10.00%,10.00%,0.00%,0.00%,100.00%
2016-07-01,0.00%,9.94%,34.98%,35.22%,9.93%,9.93%,0.00%,0.00%,100.00%
2016-07-04,0.00%,9.90%,35.07%,35.26%,9.89%,9.89%,0.00%,0.00%,100.00%
2016-07-05,0.00%,9.91%,35.14%,35.15%,9.90%,9.90%,0.00%,0.00%,100.00%
2016-07-06,0.00%,9.94%,35.27%,34.94%,9.92%,9.92%,0.00%,0.00%,100.00%
2016-07-07,0.00%,9.88%,35.32%,35.06%,9.87%,9.87%,0.00%,0.00%,100.00%
2016-07-08,0.00%,9.89%,35.43%,34.95%,9.87%,9.87%,0.00%,0.00%,100.00%
2016-07-11,0.00%,9.78%,35.40%,35.28%,9.77%,9.77%,0.00%,0.00%,100.00%
2016-07-12,0.00%,9.76%,35.53%,35.21%,9.75%,9.75%,0.00%,0.00%,100.00%
2016-07-13,0.00%,9.74%,35.49%,35.31%,9.73%,9.73%,0.00%,0.00%,100.00%
2016-07-14,0.00%,9.75%,35.32%,35.45%,9.74%,9.74%,0.00%,0.00%,100.00%
2016-07-15,0.00%,9.74%,35.29%,35.51%,9.73%,9.73%,0.00%,0.00%,100.00%
2016-07-18,0.00%,9.74%,35.24%,35.56%,9.73%,9.73%,0.00%,0.00%,100.00%
2016-07-19,0.00%,9.69%,35.48%,35.44%,9.70%,9.70%,0.00%,0.00%,100.00%
2016-07-20,0.00%,9.71%,35.43%,35.46%,9.70%,9.70%,0.00%,0.00%,100.00%
2016-07-21,0.00%,9.66%,35.59%,35.46%,9.65%,9.65%,0.00%,0.00%,100.00%
2016-07-22,0.00%,9.70%,35.49%,35.43%,9.69%,9.69%,0.00%,0.00%,100.00%
2016-07-25,0.00%,9.66%,35.60%,35.44%,9.65%,9.65%,0.00%,0.00%,100.00%
2016-07-26,0.00%,9.65%,35.65%,35.40%,9.65%,9.65%,0.00%,0.00%,100.00%
2016-07-27,0.00%,9.63%,35.71%,35.39%,9.63%,9.63%,0.00%,0.00%,100.00%
2016-07-28,0.00%,9.66%,35.56%,35.45%,9.66%,9.66%,0.00%,0.00%,100.00%
2016-07-29,0.00%,10.00%,35.00%,35.00%,10.00%,10.00%,0.00%,0.00%,100.00%
2016-08-01,0.00%,9.98%,34.94%,35.12%,9.98%,9.98%,0.00%,0.00%,100.00%
2016-08-02,0.00%,9.99%,35.08%,34.97%,9.98%,9.98%,0.00%,0.00%,100.00%
2016-08-03,0.00%,10.03%,35.00%,34.89%,10.04%,10.04%,0.00%,0.00%,100.00%
2016-08-04,0.00%,10.01%,34.98%,34.96%,10.02%,10.02%,0.00%,0.00%,100.00%
2016-08-05,0.00%,10.01%,34.98%,34.99%,10.01%,10.01%,0.00%,0.00%,100.00%
2016-08-08,0.00%,9.95%,35.13%,35.00%,9.96%,9.96%,0.00%,0.00%,100.00%
2016-08-09,0.00%,9.97%,35.06%,35.02%,9.98%,9.98%,0.00%,0.00%,100.00%
2016-08-10,0.00%,9.99%,34.89%,35.12%,9.99%,9.99%,0.00%,0.00%,100.00%
2016-08-11,0.00%,10.00%,34.90%,35.11%,10.00%,9.99%,0.00%,0.00%,100.00%
2016-08-12,0.00%,9.97%,34.97%,35.11%,9.98%,9.98%,0.00%,0.00%,100.00%
2016-08-16,0.00%,9.97%,34.92%,35.17%,9.97%,9.97%,0.00%,0.00%,100.00%
2016-08-17,0.00%,9.95%,35.09%,35.06%,9.95%,9.95%,0.00%,0.00%,100.00%
2016-08-18,0.00%,9.94%,35.14%,35.03%,9.95%,9.95%,0.00%,0.00%,100.00%
2016-08-19,0.00%,9.91%,35.35%,34.91%,9.91%,9.91%,0.00%,0.00%,100.00%
2016-08-22,0.00%,9.90%,35.43%,34.86%,9.90%,9.90%,0.00%,0.00%,100.00%
2016-08-23,0.00%,9.90%,35.40%,34.89%,9.90%,9.91%,0.00%,0.00%,100.00%
2016-08-24,0.00%,9.89%,35.41%,34.92%,9.89%,9.89%,0.00%,0.00%,100.00%
2016-08-25,0.00%,9.93%,35.29%,34.92%,9.93%,9.93%,0.00%,0.00%,100.00%
2016-08-26,0.00%,9.96%,35.15%,34.97%,9.96%,9.96%,0.00%,0.00%,100.00%
2016-08-29,0.00%,9.92%,35.49%,34.73%,9.93%,9.93%,0.00%,0.00%,100.00%
2016-08-30,0.00%,9.90%,35.36%,34.91%,9.91%,9.92%,0.00%,0.00%,100.00%
2016-08-31,0.00%,10.00%,35.00%,35.00%,10.00%,10.00%,0.00%,0.00%,100.00%
2016-09-01,0.00%,9.98%,35.15%,34.91%,9.98%,9.98%,0.00%,0.00%,100.00%
2016-09-02,0.00%,10.00%,35.12%,34.87%,10.00%,10.00%,0.00%,0.00%,100.00%
2016-09-05,0.00%,10.00%,34.91%,35.08%,10.00%,10.00%,0.00%,0.00%,100.00%
2016-09-06,0.00%,10.02%,34.89%,35.05%,10.02%,10.02%,0.00%,0.00%,100.00%
2016-09-07,0.00%,10.04%,34.67%,35.23%,10.03%,10.03%,0.00%,0.00%,100.00%
2016-09-08,0.00%,10.03%,34.75%,35.17%,10.02%,10.02%,0.00%,0.00%,100.00%
2016-09-09,0.00%,10.04%,34.73%,35.14%,10.04%,10.04%,0.00%,0.00%,100.00%
2016-09-12,0.00%,10.18%,34.70%,34.67%,10.23%,10.23%,0.00%,0.00%,100.00%
2016-09-13,0.00%,10.02%,35.10%,34.75%,10.06%,10.07%,0.00%,0.00%,100.00%
2016-09-19,0.00%,9.97%,35.40%,34.59%,10.02%,10.02%,0.00%,0.00%,100.00%
2016-09-20,0.00%,10.00%,35.30%,34.62%,10.04%,10.04%,0.00%,0.00%,100.00%
2016-09-21,0.00%,9.97%,35.45%,34.56%,10.01%,10.01%,0.00%,0.00%,100.00%
2016-09-22,0.00%,9.99%,35.18%,34.79%,10.02%,10.02%,0.00%,0.00%,100.00%
2016-09-23,0.00%,9.95%,35.29%,34.82%,9.97%,9.97%,0.00%,0.00%,100.00%
2016-09-26,0.00%,9.99%,35.22%,34.76%,10.01%,10.02%,0.00%,0.00%,100.00%
2016-09-27,0.00%,10.01%,35.06%,34.84%,10.05%,10.05%,0.00%,0.00%,100.00%
2016-09-28,0.00%,10.02%,35.06%,34.82%,10.05%,10.05%,0.00%,0.00%,100.00%
2016-09-29,0.00%,9.97%,35.16%,34.88%,10.00%,10.00%,0.00%,0.00%,100.00%
2016-09-30,0.00%,10.00%,35.00%,35.00%,10.00%,10.00%,0.00%,0.00%,100.00%
2016-10-04,0.00%,9.93%,35.20%,35.00%,9.94%,9.94%,0.00%,0.00%,100.00%
2016-10-05,0.00%,9.90%,35.43%,34.83%,9.92%,9.92%,0.00%,0.00%,100.00%
2016-10-06,0.00%,9.87%,35.44%,34.89%,9.90%,9.90%,0.00%,0.00%,100.00%
2016-10-07,0.00%,9.89%,35.39%,34.89%,9.91%,9.91%,0.00%,0.00%,100.00%
2016-10-10,0.00%,9.89%,35.27%,35.00%,9.92%,9.92%,0.00%,0.00%,100.00%
2016-10-11,0.00%,9.83%,35.62%,34.82%,9.86%,9.87%,0.00%,0.00%,100.00%
2016-10-12,0.00%,9.88%,35.56%,34.72%,9.92%,9.92%,0.00%,0.00%,100.00%
2016-10-13,0.00%,9.93%,35.62%,34.55%,9.95%,9.95%,0.00%,0.00%,100.00%
2016-10-14,0.00%,9.89%,35.72%,34.55%,9.92%,9.92%,0.00%,0.00%,100.00%
2016-10-17,0.00%,9.89%,35.82%,34.43%,9.93%,9.93%,0.00%,0.00%,100.00%
2016-10-18,0.00%,9.88%,35.66%,34.63%,9.91%,9.91%,0.00%,0.00%,100.00%
2016-10-19,0.00%,9.90%,35.50%,34.73%,9.93%,9.93%,0.00%,0.00%,100.00%
2016-10-20,0.00%,9.87%,35.55%,34.76%,9.90%,9.91%,0.00%,0.00%,100.00%
2016-10-21,0.00%,9.86%,35.74%,34.60%,9.90%,9.90%,0.00%,0.00%,100.00%
2016-10-24,0.00%,9.83%,35.83%,34.59%,9.87%,9.87%,0.00%,0.00%,100.00%
2016-10-25,0.00%,9.76%,36.14%,34.48%,9.81%,9.81%,0.00%,0.00%,100.00%
2016-10-26,0.00%,9.82%,35.95%,34.50%,9.87%,9.87%,0.00%,0.00%,100.00%
2016-10-27,0.00%,9.82%,36.03%,34.41%,9.87%,9.87%,0.00%,0.00%,100.00%
2016-10-28,0.00%,9.82%,36.07%,34.35%,9.88%,9.88%,0.00%,0.00%,100.00%
2016-10-31,40.00%,0.00%,0.00%,0.00%,0.00%,0.00%,60.00%,0.00%,100.00%
