Date,5,3,2,1,0,total,위험자산비중
2021-06-03 00:00:00,0.00%,35.09%,13.96%,29.88%,21.07%,100.00%,0.00%
2021-06-04 00:00:00,0.00%,34.94%,13.94%,29.97%,21.15%,100.00%,0.00%
2021-06-07 00:00:00,0.00%,35.11%,13.99%,29.85%,21.05%,100.00%,0.00%
2021-06-08 00:00:00,0.00%,35.20%,13.98%,29.80%,21.01%,100.00%,0.00%
2021-06-09 00:00:00,0.00%,35.09%,14.00%,29.86%,21.05%,100.00%,0.00%
2021-06-10 00:00:00,0.00%,35.14%,13.98%,29.84%,21.04%,100.00%,0.00%
2021-06-11 00:00:00,0.00%,35.28%,14.00%,29.74%,20.98%,100.00%,0.00%
2021-06-14 00:00:00,0.00%,35.38%,14.00%,29.69%,20.94%,100.00%,0.00%
2021-06-15 00:00:00,0.00%,35.52%,14.02%,29.59%,20.88%,100.00%,0.00%
2021-06-16 00:00:00,0.00%,35.51%,13.97%,29.62%,20.90%,100.00%,0.00%
2021-06-17 00:00:00,0.00%,35.54%,13.86%,29.66%,20.94%,100.00%,0.00%
2021-06-18 00:00:00,0.00%,35.83%,13.85%,29.51%,20.82%,100.00%,0.00%
2021-06-21 00:00:00,0.00%,35.73%,13.70%,29.64%,20.92%,100.00%,0.00%
2021-06-22 00:00:00,0.00%,35.76%,13.87%,29.53%,20.84%,100.00%,0.00%
2021-06-23 00:00:00,0.00%,35.99%,13.89%,29.39%,20.73%,100.00%,0.00%
2021-06-24 00:00:00,0.00%,36.02%,13.87%,29.38%,20.73%,100.00%,0.00%
2021-06-25 00:00:00,0.00%,36.02%,13.92%,29.34%,20.73%,100.00%,0.00%
2021-06-28 00:00:00,0.00%,36.02%,13.96%,29.31%,20.71%,100.00%,0.00%
2021-06-29 00:00:00,0.00%,36.09%,13.96%,29.27%,20.68%,100.00%,0.00%
2021-06-30 00:00:00,0.00%,34.97%,13.99%,29.98%,21.06%,100.00%,0.00%
2021-07-01 00:00:00,0.00%,34.96%,14.01%,29.97%,21.05%,100.00%,0.00%
2021-07-02 00:00:00,0.00%,34.94%,14.06%,29.96%,21.05%,100.00%,0.00%
2021-07-05 00:00:00,0.00%,35.07%,14.08%,29.87%,20.97%,100.00%,0.00%
2021-07-06 00:00:00,0.00%,35.08%,14.10%,29.86%,20.96%,100.00%,0.00%
2021-07-07 00:00:00,0.00%,35.21%,14.05%,29.82%,20.93%,100.00%,0.00%
2021-07-08 00:00:00,0.00%,35.19%,14.06%,29.83%,20.92%,100.00%,0.00%
2021-07-09 00:00:00,0.00%,35.08%,14.03%,29.91%,20.98%,100.00%,0.00%
2021-07-12 00:00:00,0.00%,35.21%,14.11%,29.79%,20.90%,100.00%,0.00%
2021-07-13 00:00:00,0.00%,35.30%,14.13%,29.72%,20.85%,100.00%,0.00%
2021-07-14 00:00:00,0.00%,35.31%,14.08%,29.74%,20.86%,100.00%,0.00%
2021-07-15 00:00:00,0.00%,35.35%,14.11%,29.69%,20.85%,100.00%,0.00%
2021-07-16 00:00:00,0.00%,35.18%,14.11%,29.80%,20.91%,100.00%,0.00%
2021-07-19 00:00:00,0.00%,35.10%,14.01%,29.91%,20.99%,100.00%,0.00%
2021-07-20 00:00:00,0.00%,35.11%,13.91%,29.96%,21.02%,100.00%,0.00%
2021-07-21 00:00:00,0.00%,35.14%,14.02%,29.88%,20.96%,100.00%,0.00%
2021-07-22 00:00:00,0.00%,35.27%,14.09%,29.76%,20.88%,100.00%,0.00%
2021-07-23 00:00:00,0.00%,35.41%,14.11%,29.67%,20.81%,100.00%,0.00%
2021-07-26 00:00:00,0.00%,35.44%,14.15%,29.63%,20.78%,100.00%,0.00%
2021-07-27 00:00:00,0.00%,35.39%,14.20%,29.64%,20.78%,100.00%,0.00%
2021-07-28 00:00:00,0.00%,35.34%,14.18%,29.67%,20.81%,100.00%,0.00%
2021-07-29 00:00:00,0.00%,35.28%,14.20%,29.69%,20.83%,100.00%,0.00%
2021-07-30 00:00:00,0.00%,34.94%,13.99%,29.98%,21.09%,100.00%,0.00%
2021-08-02 00:00:00,0.00%,35.12%,14.05%,29.84%,20.99%,100.00%,0.00%
2021-08-03 00:00:00,0.00%,35.15%,13.99%,29.85%,21.01%,100.00%,0.00%
2021-08-04 00:00:00,0.00%,35.27%,14.02%,29.77%,20.94%,100.00%,0.00%
2021-08-05 00:00:00,0.00%,35.27%,13.98%,29.79%,20.96%,100.00%,0.00%
2021-08-06 00:00:00,0.00%,35.27%,14.04%,29.76%,20.94%,100.00%,0.00%
2021-08-09 00:00:00,0.00%,35.16%,14.05%,29.81%,20.98%,100.00%,0.00%
2021-08-10 00:00:00,0.00%,35.21%,14.05%,29.78%,20.95%,100.00%,0.00%
2021-08-11 00:00:00,0.00%,35.13%,14.08%,29.81%,20.97%,100.00%,0.00%
2021-08-12 00:00:00,0.00%,35.10%,14.12%,29.81%,20.97%,100.00%,0.00%
2021-08-13 00:00:00,0.00%,35.10%,14.16%,29.78%,20.95%,100.00%,0.00%
2021-08-17 00:00:00,0.00%,35.11%,14.18%,29.77%,20.94%,100.00%,0.00%
2021-08-18 00:00:00,0.00%,34.99%,14.17%,29.85%,20.99%,100.00%,0.00%
2021-08-19 00:00:00,0.00%,34.74%,14.02%,30.08%,21.15%,100.00%,0.00%
2021-08-20 00:00:00,0.00%,34.81%,14.07%,30.02%,21.10%,100.00%,0.00%
2021-08-23 00:00:00,0.00%,34.97%,14.19%,29.85%,20.99%,100.00%,0.00%
2021-08-24 00:00:00,0.00%,35.20%,14.22%,29.69%,20.89%,100.00%,0.00%
2021-08-25 00:00:00,0.00%,35.27%,14.19%,29.66%,20.87%,100.00%,0.00%
2021-08-26 00:00:00,0.00%,35.20%,14.22%,29.69%,20.89%,100.00%,0.00%
2021-08-27 00:00:00,0.00%,35.18%,14.21%,29.71%,20.90%,100.00%,0.00%
2021-08-30 00:00:00,0.00%,35.24%,14.26%,29.65%,20.85%,100.00%,0.00%
2021-08-31 00:00:00,0.00%,34.96%,14.00%,29.87%,21.16%,100.00%,0.00%
2021-09-01 00:00:00,0.00%,34.94%,13.99%,29.89%,21.18%,100.00%,0.00%
2021-09-02 00:00:00,0.00%,34.90%,13.96%,29.93%,21.21%,100.00%,0.00%
2021-09-03 00:00:00,0.00%,34.88%,14.01%,29.91%,21.19%,100.00%,0.00%
2021-09-06 00:00:00,0.00%,34.98%,13.99%,29.86%,21.17%,100.00%,0.00%
2021-09-07 00:00:00,0.00%,34.94%,14.00%,29.88%,21.18%,100.00%,0.00%
2021-09-08 00:00:00,0.00%,34.97%,13.95%,29.89%,21.19%,100.00%,0.00%
2021-09-09 00:00:00,0.00%,34.78%,13.93%,30.01%,21.28%,100.00%,0.00%
2021-09-10 00:00:00,0.00%,34.82%,13.94%,29.98%,21.26%,100.00%,0.00%
2021-09-13 00:00:00,0.00%,34.85%,13.86%,30.01%,21.28%,100.00%,0.00%
2021-09-14 00:00:00,0.00%,34.83%,13.87%,30.01%,21.29%,100.00%,0.00%
2021-09-15 00:00:00,0.00%,34.82%,13.80%,30.06%,21.31%,100.00%,0.00%
2021-09-16 00:00:00,0.00%,34.80%,13.89%,30.03%,21.29%,100.00%,0.00%
2021-09-17 00:00:00,0.00%,34.90%,13.87%,29.98%,21.26%,100.00%,0.00%
2021-09-23 00:00:00,0.00%,34.69%,13.73%,30.18%,21.40%,100.00%,0.00%
2021-09-24 00:00:00,0.00%,34.72%,13.81%,30.11%,21.36%,100.00%,0.00%
2021-09-27 00:00:00,0.00%,34.81%,13.88%,30.02%,21.30%,100.00%,0.00%
2021-09-28 00:00:00,0.00%,34.59%,13.82%,30.17%,21.41%,100.00%,0.00%
2021-09-29 00:00:00,0.00%,34.27%,13.74%,30.41%,21.58%,100.00%,0.00%
2021-09-30 00:00:00,0.00%,34.96%,14.00%,29.88%,21.17%,100.00%,0.00%
2021-10-01 00:00:00,0.00%,34.71%,13.76%,30.16%,21.38%,100.00%,0.00%
2021-10-05 00:00:00,0.00%,34.45%,13.87%,30.24%,21.43%,100.00%,0.00%
2021-10-06 00:00:00,0.00%,34.43%,13.93%,30.21%,21.43%,100.00%,0.00%
2021-10-07 00:00:00,0.00%,34.78%,14.04%,29.95%,21.23%,100.00%,0.00%
2021-10-08 00:00:00,0.00%,34.77%,14.07%,29.93%,21.22%,100.00%,0.00%
2021-10-12 00:00:00,0.00%,34.54%,13.97%,30.11%,21.38%,100.00%,0.00%
2021-10-13 00:00:00,0.00%,34.55%,13.98%,30.10%,21.37%,100.00%,0.00%
2021-10-14 00:00:00,0.00%,34.73%,14.05%,29.96%,21.26%,100.00%,0.00%
2021-10-15 00:00:00,0.00%,34.92%,14.17%,29.78%,21.13%,100.00%,0.00%
2021-10-18 00:00:00,0.00%,34.94%,14.18%,29.75%,21.13%,100.00%,0.00%
2021-10-19 00:00:00,0.00%,35.10%,14.23%,29.63%,21.04%,100.00%,0.00%
2021-10-20 00:00:00,0.00%,35.04%,14.29%,29.63%,21.04%,100.00%,0.00%
2021-10-21 00:00:00,0.00%,35.00%,14.33%,29.64%,21.03%,100.00%,0.00%
2021-10-22 00:00:00,0.00%,35.05%,14.36%,29.58%,21.00%,100.00%,0.00%
2021-10-25 00:00:00,0.00%,34.95%,14.40%,29.62%,21.03%,100.00%,0.00%
2021-10-26 00:00:00,0.00%,35.19%,14.42%,29.47%,20.93%,100.00%,0.00%
2021-10-27 00:00:00,0.00%,35.16%,14.43%,29.46%,20.95%,100.00%,0.00%
2021-10-28 00:00:00,0.00%,35.16%,14.38%,29.50%,20.96%,100.00%,0.00%
2021-10-29 00:00:00,0.00%,29.94%,19.98%,49.93%,0.16%,100.00%,0.00%
2021-11-01 00:00:00,0.00%,30.20%,20.01%,49.63%,0.16%,100.00%,0.00%
2021-11-02 00:00:00,0.00%,30.29%,19.97%,49.58%,0.16%,100.00%,0.00%
2021-11-03 00:00:00,0.00%,30.31%,20.03%,49.51%,0.16%,100.00%,0.00%
2021-11-04 00:00:00,0.00%,30.50%,20.07%,49.28%,0.16%,100.00%,0.00%
2021-11-05 00:00:00,0.00%,30.62%,20.08%,49.14%,0.16%,100.00%,0.00%
2021-11-08 00:00:00,0.00%,30.53%,20.13%,49.19%,0.16%,100.00%,0.00%
2021-11-09 00:00:00,0.00%,30.48%,20.16%,49.20%,0.16%,100.00%,0.00%
2021-11-10 00:00:00,0.00%,30.37%,20.13%,49.35%,0.16%,100.00%,0.00%
2021-11-11 00:00:00,0.00%,30.25%,20.10%,49.49%,0.16%,100.00%,0.00%
2021-11-12 00:00:00,0.00%,30.34%,20.10%,49.40%,0.16%,100.00%,0.00%
2021-11-15 00:00:00,0.00%,30.50%,20.13%,49.21%,0.16%,100.00%,0.00%
2021-11-16 00:00:00,0.00%,30.48%,20.13%,49.23%,0.16%,100.00%,0.00%
2021-11-17 00:00:00,0.00%,30.51%,20.19%,49.14%,0.16%,100.00%,0.00%
2021-11-18 00:00:00,0.00%,30.50%,20.18%,49.17%,0.16%,100.00%,0.00%
2021-11-19 00:00:00,0.00%,30.76%,20.19%,48.90%,0.15%,100.00%,0.00%
2021-11-22 00:00:00,0.00%,30.98%,20.10%,48.77%,0.15%,100.00%,0.00%
2021-11-23 00:00:00,0.00%,30.77%,20.04%,49.03%,0.16%,100.00%,0.00%
2021-11-24 00:00:00,0.00%,30.71%,20.12%,49.02%,0.16%,100.00%,0.00%
2021-11-25 00:00:00,0.00%,30.73%,20.18%,48.94%,0.15%,100.00%,0.00%
2021-11-26 00:00:00,0.00%,30.60%,19.99%,49.26%,0.16%,100.00%,0.00%
2021-11-29 00:00:00,0.00%,30.48%,20.00%,49.36%,0.16%,100.00%,0.00%
2021-11-30 00:00:00,0.00%,29.95%,20.00%,49.96%,0.10%,100.00%,0.00%
2021-12-01 00:00:00,0.00%,30.06%,19.96%,49.88%,0.10%,100.00%,0.00%
2021-12-02 00:00:00,0.00%,29.88%,19.78%,50.24%,0.10%,100.00%,0.00%
2021-12-03 00:00:00,0.00%,29.97%,19.91%,50.02%,0.10%,100.00%,0.00%
2021-12-06 00:00:00,0.00%,29.82%,19.88%,50.20%,0.10%,100.00%,0.00%
2021-12-07 00:00:00,0.00%,29.94%,20.02%,49.95%,0.10%,100.00%,0.00%
2021-12-08 00:00:00,0.00%,30.19%,20.21%,49.51%,0.10%,100.00%,0.00%
2021-12-09 00:00:00,0.00%,30.17%,20.18%,49.55%,0.10%,100.00%,0.00%
2021-12-10 00:00:00,0.00%,30.07%,20.14%,49.70%,0.10%,100.00%,0.00%
2021-12-13 00:00:00,0.00%,30.16%,20.28%,49.46%,0.10%,100.00%,0.00%
2021-12-14 00:00:00,0.00%,29.99%,20.18%,49.74%,0.10%,100.00%,0.00%
2021-12-15 00:00:00,0.00%,29.94%,20.09%,49.88%,0.10%,100.00%,0.00%
2021-12-16 00:00:00,0.00%,30.20%,20.26%,49.44%,0.10%,100.00%,0.00%
2021-12-17 00:00:00,0.00%,29.84%,20.17%,49.89%,0.10%,100.00%,0.00%
2021-12-20 00:00:00,0.00%,29.71%,19.88%,50.31%,0.10%,100.00%,0.00%
2021-12-21 00:00:00,0.00%,29.90%,19.96%,50.04%,0.10%,100.00%,0.00%
2021-12-22 00:00:00,0.00%,30.03%,20.06%,49.81%,0.10%,100.00%,0.00%
2021-12-23 00:00:00,0.00%,30.12%,20.20%,49.58%,0.10%,100.00%,0.00%
2021-12-24 00:00:00,0.00%,30.22%,20.26%,49.42%,0.10%,100.00%,0.00%
2021-12-27 00:00:00,0.00%,30.22%,20.25%,49.44%,0.10%,100.00%,0.00%
2021-12-28 00:00:00,0.00%,30.40%,20.39%,49.12%,0.10%,100.00%,0.00%
2021-12-29 00:00:00,0.00%,30.36%,20.41%,49.14%,0.10%,100.00%,0.00%
2021-12-30 00:00:00,0.00%,29.97%,19.99%,49.92%,0.12%,100.00%,0.00%
2022-01-04 00:00:00,0.00%,30.08%,20.01%,49.79%,0.12%,100.00%,0.00%
2022-01-05 00:00:00,0.00%,29.77%,20.03%,50.08%,0.12%,100.00%,0.00%
2022-01-06 00:00:00,0.00%,29.42%,19.85%,50.60%,0.12%,100.00%,0.00%
2022-01-07 00:00:00,0.00%,29.59%,19.88%,50.40%,0.12%,100.00%,0.00%
2022-01-10 00:00:00,0.00%,29.42%,19.84%,50.61%,0.12%,100.00%,0.00%
2022-01-11 00:00:00,0.00%,29.36%,19.82%,50.69%,0.12%,100.00%,0.00%
2022-01-12 00:00:00,0.00%,29.59%,19.92%,50.37%,0.12%,100.00%,0.00%
2022-01-13 00:00:00,0.00%,29.55%,19.92%,50.42%,0.12%,100.00%,0.00%
2022-01-14 00:00:00,0.00%,29.17%,19.88%,50.82%,0.12%,100.00%,0.00%
2022-01-17 00:00:00,0.00%,29.25%,19.84%,50.79%,0.12%,100.00%,0.00%
2022-01-18 00:00:00,0.00%,29.08%,19.84%,50.95%,0.12%,100.00%,0.00%
2022-01-19 00:00:00,0.00%,28.84%,19.62%,51.41%,0.13%,100.00%,0.00%
2022-01-20 00:00:00,0.00%,28.92%,19.60%,51.35%,0.13%,100.00%,0.00%
2022-01-21 00:00:00,0.00%,28.58%,19.41%,51.89%,0.13%,100.00%,0.00%
2022-01-24 00:00:00,0.00%,28.43%,19.34%,52.10%,0.13%,100.00%,0.00%
2022-01-25 00:00:00,0.00%,28.14%,19.21%,52.52%,0.13%,100.00%,0.00%
2022-01-26 00:00:00,0.00%,28.04%,19.25%,52.58%,0.13%,100.00%,0.00%
2022-01-27 00:00:00,0.00%,27.67%,19.10%,53.11%,0.13%,100.00%,0.00%
2022-01-28 00:00:00,0.00%,29.93%,19.98%,49.91%,0.18%,100.00%,0.00%
2022-02-03 00:00:00,0.00%,30.34%,20.46%,49.02%,0.18%,100.00%,0.00%
2022-02-04 00:00:00,0.00%,30.37%,20.43%,49.02%,0.18%,100.00%,0.00%
2022-02-07 00:00:00,0.00%,30.28%,20.36%,49.18%,0.18%,100.00%,0.00%
2022-02-08 00:00:00,0.00%,30.18%,20.36%,49.28%,0.18%,100.00%,0.00%
2022-02-09 00:00:00,0.00%,30.40%,20.46%,48.96%,0.18%,100.00%,0.00%
2022-02-10 00:00:00,0.00%,30.59%,20.53%,48.70%,0.18%,100.00%,0.00%
2022-02-11 00:00:00,0.00%,30.28%,20.28%,49.26%,0.18%,100.00%,0.00%
2022-02-15 00:00:00,0.00%,29.94%,20.14%,49.73%,0.18%,100.00%,0.00%
2022-02-16 00:00:00,0.00%,30.24%,20.26%,49.32%,0.18%,100.00%,0.00%
2022-02-17 00:00:00,0.00%,30.23%,20.24%,49.34%,0.18%,100.00%,0.00%
2022-02-18 00:00:00,0.00%,30.04%,20.14%,49.64%,0.18%,100.00%,0.00%
2022-02-21 00:00:00,0.00%,29.86%,20.10%,49.86%,0.18%,100.00%,0.00%
2022-02-22 00:00:00,0.00%,29.51%,19.88%,50.43%,0.18%,100.00%,0.00%
2022-02-23 00:00:00,0.00%,29.74%,19.95%,50.12%,0.18%,100.00%,0.00%
2022-02-24 00:00:00,0.00%,29.10%,19.49%,51.22%,0.19%,100.00%,0.00%
2022-02-25 00:00:00,0.00%,29.70%,19.75%,50.36%,0.18%,100.00%,0.00%
2022-02-28 00:00:00,0.00%,29.96%,19.97%,49.89%,0.18%,100.00%,0.00%
2022-03-02 00:00:00,0.00%,30.11%,20.01%,49.70%,0.18%,100.00%,0.00%
2022-03-03 00:00:00,0.00%,30.32%,20.18%,49.31%,0.18%,100.00%,0.00%
2022-03-04 00:00:00,0.00%,30.13%,20.11%,49.57%,0.18%,100.00%,0.00%
2022-03-07 00:00:00,0.00%,29.85%,19.95%,50.01%,0.19%,100.00%,0.00%
2022-03-08 00:00:00,0.00%,29.58%,19.61%,50.63%,0.19%,100.00%,0.00%
2022-03-10 00:00:00,0.00%,30.01%,19.88%,49.93%,0.18%,100.00%,0.00%
2022-03-11 00:00:00,0.00%,29.92%,19.90%,49.99%,0.18%,100.00%,0.00%
2022-03-14 00:00:00,0.00%,29.78%,19.85%,50.18%,0.19%,100.00%,0.00%
2022-03-15 00:00:00,0.00%,29.56%,19.71%,50.55%,0.19%,100.00%,0.00%
2022-03-16 00:00:00,0.00%,29.93%,19.94%,49.94%,0.18%,100.00%,0.00%
2022-03-17 00:00:00,0.00%,30.10%,20.16%,49.56%,0.18%,100.00%,0.00%
2022-03-18 00:00:00,0.00%,30.05%,20.30%,49.47%,0.18%,100.00%,0.00%
2022-03-21 00:00:00,0.00%,30.30%,20.38%,49.14%,0.18%,100.00%,0.00%
2022-03-22 00:00:00,0.00%,30.41%,20.39%,49.02%,0.18%,100.00%,0.00%
2022-03-23 00:00:00,0.00%,30.64%,20.54%,48.64%,0.18%,100.00%,0.00%
2022-03-24 00:00:00,0.00%,30.62%,20.41%,48.79%,0.18%,100.00%,0.00%
2022-03-25 00:00:00,0.00%,30.77%,20.54%,48.51%,0.18%,100.00%,0.00%
2022-03-28 00:00:00,0.00%,30.80%,20.55%,48.46%,0.18%,100.00%,0.00%
2022-03-29 00:00:00,0.00%,30.99%,20.67%,48.17%,0.18%,100.00%,0.00%
2022-03-30 00:00:00,0.00%,31.02%,20.80%,47.99%,0.18%,100.00%,0.00%
2022-03-31 00:00:00,0.00%,29.97%,19.99%,49.90%,0.14%,100.00%,0.00%
2022-04-01 00:00:00,0.00%,29.85%,19.85%,50.15%,0.14%,100.00%,0.00%
2022-04-04 00:00:00,0.00%,29.84%,19.87%,50.15%,0.14%,100.00%,0.00%
2022-04-05 00:00:00,0.00%,30.02%,19.91%,49.93%,0.14%,100.00%,0.00%
2022-04-06 00:00:00,0.00%,29.80%,19.83%,50.23%,0.14%,100.00%,0.00%
2022-04-07 00:00:00,0.00%,29.47%,19.74%,50.64%,0.14%,100.00%,0.00%
2022-04-08 00:00:00,0.00%,29.58%,19.83%,50.44%,0.14%,100.00%,0.00%
2022-04-11 00:00:00,0.00%,29.45%,19.76%,50.65%,0.14%,100.00%,0.00%
2022-04-12 00:00:00,0.00%,29.21%,19.59%,51.06%,0.14%,100.00%,0.00%
2022-04-13 00:00:00,0.00%,29.30%,19.65%,50.90%,0.14%,100.00%,0.00%
2022-04-14 00:00:00,0.00%,29.37%,19.71%,50.78%,0.14%,100.00%,0.00%
2022-04-15 00:00:00,0.00%,29.23%,19.56%,51.07%,0.14%,100.00%,0.00%
2022-04-18 00:00:00,0.00%,29.04%,19.55%,51.27%,0.14%,100.00%,0.00%
2022-04-19 00:00:00,0.00%,29.31%,19.60%,50.94%,0.14%,100.00%,0.00%
2022-04-20 00:00:00,0.00%,29.31%,19.68%,50.86%,0.14%,100.00%,0.00%
2022-04-21 00:00:00,0.00%,29.35%,19.79%,50.72%,0.14%,100.00%,0.00%
2022-04-22 00:00:00,0.00%,29.05%,19.59%,51.22%,0.14%,100.00%,0.00%
2022-04-25 00:00:00,0.00%,28.75%,19.17%,51.93%,0.15%,100.00%,0.00%
2022-04-26 00:00:00,0.00%,28.98%,19.29%,51.59%,0.14%,100.00%,0.00%
2022-04-27 00:00:00,0.00%,28.76%,19.03%,52.06%,0.15%,100.00%,0.00%
2022-04-28 00:00:00,0.00%,28.87%,19.11%,51.88%,0.15%,100.00%,0.00%
2022-04-29 00:00:00,0.00%,14.99%,14.99%,69.86%,0.15%,100.00%,0.00%
2022-05-03 00:00:00,0.00%,14.90%,14.71%,70.23%,0.15%,100.00%,0.00%
2022-05-04 00:00:00,0.00%,14.90%,14.76%,70.18%,0.15%,100.00%,0.00%
2022-05-06 00:00:00,0.00%,14.72%,14.67%,70.45%,0.15%,100.00%,0.00%
2022-05-10 00:00:00,0.00%,14.34%,14.39%,71.11%,0.16%,100.00%,0.00%
2022-05-11 00:00:00,0.00%,14.41%,14.35%,71.09%,0.16%,100.00%,0.00%
2022-05-12 00:00:00,0.00%,14.07%,14.11%,71.66%,0.16%,100.00%,0.00%
2022-05-13 00:00:00,0.00%,14.14%,14.21%,71.50%,0.16%,100.00%,0.00%
2022-05-16 00:00:00,0.00%,14.32%,14.28%,71.24%,0.16%,100.00%,0.00%
2022-05-17 00:00:00,0.00%,14.28%,14.40%,71.17%,0.16%,100.00%,0.00%
2022-05-18 00:00:00,0.00%,14.36%,14.53%,70.95%,0.16%,100.00%,0.00%
2022-05-19 00:00:00,0.00%,13.92%,14.13%,71.79%,0.16%,100.00%,0.00%
2022-05-20 00:00:00,0.00%,13.95%,14.14%,71.76%,0.16%,100.00%,0.00%
2022-05-23 00:00:00,0.00%,13.93%,14.26%,71.65%,0.16%,100.00%,0.00%
2022-05-24 00:00:00,0.00%,13.71%,14.18%,71.95%,0.16%,100.00%,0.00%
2022-05-25 00:00:00,0.00%,13.70%,14.26%,71.88%,0.16%,100.00%,0.00%
2022-05-26 00:00:00,0.00%,13.77%,14.28%,71.80%,0.16%,100.00%,0.00%
2022-05-27 00:00:00,0.00%,13.98%,14.50%,71.36%,0.16%,100.00%,0.00%
2022-05-30 00:00:00,0.00%,14.35%,14.86%,70.64%,0.15%,100.00%,0.00%
2022-05-31 00:00:00,0.00%,14.98%,14.97%,69.93%,0.12%,100.00%,0.00%
2022-06-02 00:00:00,0.00%,15.01%,14.80%,70.07%,0.12%,100.00%,0.00%
2022-06-03 00:00:00,0.00%,15.20%,15.01%,69.68%,0.11%,100.00%,0.00%
2022-06-07 00:00:00,0.00%,15.04%,14.81%,70.04%,0.12%,100.00%,0.00%
2022-06-08 00:00:00,0.00%,15.12%,14.94%,69.82%,0.12%,100.00%,0.00%
2022-06-09 00:00:00,0.00%,15.08%,14.82%,69.99%,0.12%,100.00%,0.00%
2022-06-10 00:00:00,0.00%,14.99%,14.59%,70.30%,0.12%,100.00%,0.00%
2022-06-13 00:00:00,0.00%,14.48%,14.08%,71.32%,0.12%,100.00%,0.00%
2022-06-14 00:00:00,0.00%,14.46%,14.02%,71.41%,0.12%,100.00%,0.00%
2022-06-15 00:00:00,0.00%,14.42%,13.89%,71.57%,0.12%,100.00%,0.00%
2022-06-16 00:00:00,0.00%,14.51%,13.92%,71.45%,0.12%,100.00%,0.00%
2022-06-17 00:00:00,0.00%,14.22%,13.74%,71.93%,0.12%,100.00%,0.00%
2022-06-20 00:00:00,0.00%,14.40%,13.69%,71.79%,0.12%,100.00%,0.00%
2022-06-21 00:00:00,0.00%,14.49%,13.78%,71.61%,0.12%,100.00%,0.00%
2022-06-22 00:00:00,0.00%,14.48%,13.75%,71.65%,0.12%,100.00%,0.00%
2022-06-23 00:00:00,0.00%,14.63%,13.84%,71.41%,0.12%,100.00%,0.00%
2022-06-24 00:00:00,0.00%,14.88%,14.01%,71.00%,0.12%,100.00%,0.00%
2022-06-27 00:00:00,0.00%,15.03%,14.26%,70.60%,0.12%,100.00%,0.00%
2022-06-28 00:00:00,0.00%,14.97%,14.28%,70.63%,0.12%,100.00%,0.00%
2022-06-29 00:00:00,0.00%,14.72%,14.04%,71.12%,0.12%,100.00%,0.00%
2022-06-30 00:00:00,0.00%,15.00%,14.99%,69.87%,0.14%,100.00%,0.00%
2022-07-01 00:00:00,0.00%,14.86%,14.93%,70.06%,0.14%,100.00%,0.00%
2022-07-04 00:00:00,0.00%,14.96%,15.09%,69.80%,0.14%,100.00%,0.00%
2022-07-05 00:00:00,0.00%,15.08%,15.15%,69.63%,0.14%,100.00%,0.00%
2022-07-06 00:00:00,0.00%,15.24%,15.02%,69.60%,0.14%,100.00%,0.00%
2022-07-07 00:00:00,0.00%,15.33%,15.13%,69.40%,0.14%,100.00%,0.00%
2022-07-08 00:00:00,0.00%,15.48%,15.20%,69.17%,0.14%,100.00%,0.00%
2022-07-11 00:00:00,0.00%,15.48%,15.16%,69.23%,0.14%,100.00%,0.00%
2022-07-12 00:00:00,0.00%,15.36%,15.06%,69.44%,0.14%,100.00%,0.00%
2022-07-13 00:00:00,0.00%,15.29%,15.04%,69.53%,0.14%,100.00%,0.00%
2022-07-14 00:00:00,0.00%,15.27%,14.92%,69.66%,0.14%,100.00%,0.00%
2022-07-15 00:00:00,0.00%,15.51%,14.90%,69.45%,0.14%,100.00%,0.00%
2022-07-18 00:00:00,0.00%,15.68%,15.15%,69.03%,0.14%,100.00%,0.00%
2022-07-19 00:00:00,0.00%,15.48%,15.05%,69.33%,0.14%,100.00%,0.00%
2022-07-20 00:00:00,0.00%,15.84%,15.35%,68.66%,0.14%,100.00%,0.00%
2022-07-21 00:00:00,0.00%,15.93%,15.37%,68.56%,0.14%,100.00%,0.00%
2022-07-22 00:00:00,0.00%,16.04%,15.40%,68.42%,0.14%,100.00%,0.00%
2022-07-25 00:00:00,0.00%,15.92%,15.32%,68.62%,0.14%,100.00%,0.00%
2022-07-26 00:00:00,0.00%,15.77%,15.35%,68.74%,0.14%,100.00%,0.00%
2022-07-27 00:00:00,0.00%,15.79%,15.34%,68.72%,0.14%,100.00%,0.00%
2022-07-28 00:00:00,0.00%,15.92%,15.51%,68.43%,0.14%,100.00%,0.00%
2022-07-29 00:00:00,0.00%,14.96%,14.97%,69.95%,0.12%,100.00%,0.00%
2022-08-01 00:00:00,0.00%,15.01%,15.01%,69.85%,0.12%,100.00%,0.00%
2022-08-02 00:00:00,0.00%,15.01%,14.96%,69.90%,0.12%,100.00%,0.00%
2022-08-03 00:00:00,0.00%,15.11%,14.95%,69.82%,0.12%,100.00%,0.00%
2022-08-04 00:00:00,0.00%,15.36%,15.05%,69.47%,0.12%,100.00%,0.00%
2022-08-05 00:00:00,0.00%,15.35%,15.08%,69.44%,0.12%,100.00%,0.00%
2022-08-08 00:00:00,0.00%,15.35%,15.05%,69.47%,0.12%,100.00%,0.00%
2022-08-09 00:00:00,0.00%,15.27%,15.05%,69.56%,0.12%,100.00%,0.00%
2022-08-10 00:00:00,0.00%,15.14%,14.98%,69.75%,0.12%,100.00%,0.00%
