Date,5,3,2,1,0,total,위험자산비중,rebal
2023-06-09,0.00%,49.14%,50.86%,0.00%,0.00%,100.00%,0.00%,False
2023-06-12,0.00%,49.13%,50.87%,0.00%,0.00%,100.00%,0.00%,False
2023-06-13,0.00%,49.03%,50.97%,0.00%,0.00%,100.00%,0.00%,False
2023-06-14,0.00%,49.16%,50.84%,0.00%,0.00%,100.00%,0.00%,False
2023-06-15,0.00%,49.34%,50.66%,0.00%,0.00%,100.00%,0.00%,False
2023-06-16,0.00%,49.21%,50.79%,0.00%,0.00%,100.00%,0.00%,False
2023-06-19,0.00%,49.34%,50.66%,0.00%,0.00%,100.00%,0.00%,False
2023-06-20,0.00%,49.30%,50.70%,0.00%,0.00%,100.00%,0.00%,False
2023-06-21,0.00%,49.60%,50.40%,0.00%,0.00%,100.00%,0.00%,False
2023-06-22,0.00%,49.43%,50.57%,0.00%,0.00%,100.00%,0.00%,False
2023-06-23,0.00%,49.84%,50.16%,0.00%,0.00%,100.00%,0.00%,False
2023-06-26,0.00%,49.82%,50.18%,0.00%,0.00%,100.00%,0.00%,False
2023-06-27,0.00%,49.49%,50.51%,0.00%,0.00%,100.00%,0.00%,False
2023-06-28,0.00%,49.73%,50.27%,0.00%,0.00%,100.00%,0.00%,False
2023-06-29,0.00%,50.01%,49.99%,0.00%,0.00%,100.00%,0.00%,False
2023-06-30,0.00%,50.00%,50.00%,0.00%,0.00%,100.00%,0.00%,True
2023-07-07,0.00%,49.90%,50.10%,0.00%,0.00%,100.00%,0.00%,False
2023-07-10,0.00%,49.88%,50.12%,0.00%,0.00%,100.00%,0.00%,False
2023-07-14,0.00%,49.46%,50.54%,0.00%,0.00%,100.00%,0.00%,False
2023-07-17,0.00%,49.47%,50.53%,0.00%,0.00%,100.00%,0.00%,False
2023-07-19,0.00%,49.62%,50.38%,0.00%,0.00%,100.00%,0.00%,False
2023-07-20,0.00%,49.54%,50.46%,0.00%,0.00%,100.00%,0.00%,False
2023-07-21,0.00%,49.47%,50.53%,0.00%,0.00%,100.00%,0.00%,False
2023-07-24,0.00%,49.34%,50.66%,0.00%,0.00%,100.00%,0.00%,False
2023-07-26,0.00%,49.25%,50.75%,0.00%,0.00%,100.00%,0.00%,False
2023-07-28,0.00%,50.00%,50.00%,0.00%,0.00%,100.00%,0.00%,True
2023-08-03,0.00%,50.37%,49.63%,0.00%,0.00%,100.00%,0.00%,False
2023-08-04,0.00%,50.67%,49.33%,0.00%,0.00%,100.00%,0.00%,False
2023-08-07,0.00%,50.57%,49.43%,0.00%,0.00%,100.00%,0.00%,False
2023-08-08,0.00%,50.70%,49.30%,0.00%,0.00%,100.00%,0.00%,False
2023-08-09,0.00%,50.65%,49.35%,0.00%,0.00%,100.00%,0.00%,False
2023-08-10,0.00%,50.53%,49.47%,0.00%,0.00%,100.00%,0.00%,False
2023-08-11,0.00%,50.73%,49.27%,0.00%,0.00%,100.00%,0.00%,False
2023-08-14,0.00%,50.68%,49.32%,0.00%,0.00%,100.00%,0.00%,False
2023-08-16,0.00%,51.00%,49.00%,0.00%,0.00%,100.00%,0.00%,False
2023-08-17,0.00%,50.98%,49.02%,0.00%,0.00%,100.00%,0.00%,False
2023-08-18,0.00%,50.82%,49.18%,0.00%,0.00%,100.00%,0.00%,False
2023-08-21,0.00%,50.91%,49.09%,0.00%,0.00%,100.00%,0.00%,False
2023-08-22,0.00%,51.02%,48.98%,0.00%,0.00%,100.00%,0.00%,False
2023-08-23,0.00%,51.15%,48.85%,0.00%,0.00%,100.00%,0.00%,False
2023-08-24,0.00%,51.04%,48.96%,0.00%,0.00%,100.00%,0.00%,False
2023-08-25,0.00%,50.72%,49.28%,0.00%,0.00%,100.00%,0.00%,False
2023-08-28,0.00%,50.78%,49.22%,0.00%,0.00%,100.00%,0.00%,False
2023-08-29,0.00%,50.81%,49.19%,0.00%,0.00%,100.00%,0.00%,False
2023-08-30,0.00%,50.99%,49.01%,0.00%,0.00%,100.00%,0.00%,False
2023-08-31,0.00%,50.00%,50.00%,0.00%,0.00%,100.00%,0.00%,True
2023-09-01,0.00%,50.04%,49.96%,0.00%,0.00%,100.00%,0.00%,False
2023-09-04,0.00%,49.83%,50.17%,0.00%,0.00%,100.00%,0.00%,False
2023-09-05,0.00%,50.24%,49.76%,0.00%,0.00%,100.00%,0.00%,False
2023-09-06,0.00%,50.35%,49.65%,0.00%,0.00%,100.00%,0.00%,False
2023-09-07,0.00%,50.36%,49.64%,0.00%,0.00%,100.00%,0.00%,False
2023-09-08,0.00%,50.28%,49.72%,0.00%,0.00%,100.00%,0.00%,False
2023-09-11,0.00%,50.26%,49.74%,0.00%,0.00%,100.00%,0.00%,False
2023-09-12,0.00%,50.30%,49.70%,0.00%,0.00%,100.00%,0.00%,False
2023-09-13,0.00%,50.21%,49.79%,0.00%,0.00%,100.00%,0.00%,False
2023-09-14,0.00%,50.24%,49.76%,0.00%,0.00%,100.00%,0.00%,False
2023-09-15,0.00%,50.21%,49.79%,0.00%,0.00%,100.00%,0.00%,False
2023-09-18,0.00%,50.03%,49.97%,0.00%,0.00%,100.00%,0.00%,False
2023-09-19,0.00%,50.11%,49.89%,0.00%,0.00%,100.00%,0.00%,False
2023-09-20,0.00%,50.17%,49.83%,0.00%,0.00%,100.00%,0.00%,False
2023-09-21,0.00%,50.21%,49.79%,0.00%,0.00%,100.00%,0.00%,False
2023-09-22,0.00%,50.24%,49.76%,0.00%,0.00%,100.00%,0.00%,False
2023-09-25,0.00%,50.19%,49.81%,0.00%,0.00%,100.00%,0.00%,False
2023-09-26,0.00%,50.40%,49.60%,0.00%,0.00%,100.00%,0.00%,False
2023-09-27,0.00%,50.00%,50.00%,0.00%,0.00%,100.00%,0.00%,True
2023-10-04,0.00%,50.53%,49.47%,0.00%,0.00%,100.00%,0.00%,False
2023-10-05,0.00%,50.51%,49.49%,0.00%,0.00%,100.00%,0.00%,False
2023-10-06,0.00%,50.47%,49.53%,0.00%,0.00%,100.00%,0.00%,False
2023-10-10,0.00%,50.55%,49.45%,0.00%,0.00%,100.00%,0.00%,False
2023-10-11,0.00%,50.38%,49.62%,0.00%,0.00%,100.00%,0.00%,False
2023-10-12,0.00%,50.42%,49.58%,0.00%,0.00%,100.00%,0.00%,False
2023-10-13,0.00%,50.65%,49.35%,0.00%,0.00%,100.00%,0.00%,False
2023-10-16,0.00%,50.58%,49.42%,0.00%,0.00%,100.00%,0.00%,False
2023-10-17,0.00%,50.60%,49.40%,0.00%,0.00%,100.00%,0.00%,False
2023-10-18,0.00%,50.43%,49.57%,0.00%,0.00%,100.00%,0.00%,False
2023-10-19,0.00%,50.57%,49.43%,0.00%,0.00%,100.00%,0.00%,False
2023-10-20,0.00%,50.48%,49.52%,0.00%,0.00%,100.00%,0.00%,False
2023-10-23,0.00%,50.47%,49.53%,0.00%,0.00%,100.00%,0.00%,False
2023-10-24,0.00%,50.42%,49.58%,0.00%,0.00%,100.00%,0.00%,False
2023-10-25,0.00%,50.49%,49.51%,0.00%,0.00%,100.00%,0.00%,False
2023-10-26,0.00%,50.37%,49.63%,0.00%,0.00%,100.00%,0.00%,False
2023-10-27,0.00%,50.33%,49.67%,0.00%,0.00%,100.00%,0.00%,False
2023-10-30,0.00%,50.40%,49.60%,0.00%,0.00%,100.00%,0.00%,False
2023-10-31,50.00%,50.00%,0.00%,0.00%,0.00%,100.00%,50.00%,True
2023-11-01,49.67%,50.33%,0.00%,0.00%,0.00%,100.00%,49.67%,False
2023-11-02,50.55%,49.45%,0.00%,0.00%,0.00%,100.00%,50.55%,False
2023-11-03,50.45%,49.55%,0.00%,0.00%,0.00%,100.00%,50.45%,False
2023-11-06,52.71%,47.29%,0.00%,0.00%,0.00%,100.00%,52.71%,False
2023-11-07,51.92%,48.08%,0.00%,0.00%,0.00%,100.00%,51.92%,False
2023-11-08,51.47%,48.53%,0.00%,0.00%,0.00%,100.00%,51.47%,False
2023-11-09,51.12%,48.88%,0.00%,0.00%,0.00%,100.00%,51.12%,False
2023-11-10,50.73%,49.27%,0.00%,0.00%,0.00%,100.00%,50.73%,False
2023-11-13,50.35%,49.65%,0.00%,0.00%,0.00%,100.00%,50.35%,False
2023-11-14,50.79%,49.21%,0.00%,0.00%,0.00%,100.00%,50.79%,False
2023-11-15,50.65%,49.35%,0.00%,0.00%,0.00%,100.00%,50.65%,False
2023-11-16,50.58%,49.42%,0.00%,0.00%,0.00%,100.00%,50.58%,False
2023-11-17,50.21%,49.79%,0.00%,0.00%,0.00%,100.00%,50.21%,False
2023-11-20,50.62%,49.38%,0.00%,0.00%,0.00%,100.00%,50.62%,False
2023-11-21,50.54%,49.46%,0.00%,0.00%,0.00%,100.00%,50.54%,False
2023-11-22,50.32%,49.68%,0.00%,0.00%,0.00%,100.00%,50.32%,False
2023-11-23,50.46%,49.54%,0.00%,0.00%,0.00%,100.00%,50.46%,False
2023-11-24,50.42%,49.58%,0.00%,0.00%,0.00%,100.00%,50.42%,False
2023-11-27,50.34%,49.66%,0.00%,0.00%,0.00%,100.00%,50.34%,False
2023-11-28,50.36%,49.64%,0.00%,0.00%,0.00%,100.00%,50.36%,False
2023-11-29,50.73%,49.27%,0.00%,0.00%,0.00%,100.00%,50.73%,False
2023-11-30,50.00%,50.00%,0.00%,0.00%,0.00%,100.00%,50.00%,True
2023-12-01,50.23%,49.77%,0.00%,0.00%,0.00%,100.00%,50.23%,False
2023-12-04,50.11%,49.89%,0.00%,0.00%,0.00%,100.00%,50.11%,False
2023-12-05,49.99%,50.01%,0.00%,0.00%,0.00%,100.00%,49.99%,False
2023-12-06,50.08%,49.92%,0.00%,0.00%,0.00%,100.00%,50.08%,False
2023-12-07,49.95%,50.05%,0.00%,0.00%,0.00%,100.00%,49.95%,False
2023-12-08,50.26%,49.74%,0.00%,0.00%,0.00%,100.00%,50.26%,False
2023-12-11,50.34%,49.66%,0.00%,0.00%,0.00%,100.00%,50.34%,False
2023-12-12,50.34%,49.66%,0.00%,0.00%,0.00%,100.00%,50.34%,False
2023-12-13,50.12%,49.88%,0.00%,0.00%,0.00%,100.00%,50.12%,False
2023-12-14,50.35%,49.65%,0.00%,0.00%,0.00%,100.00%,50.35%,False
2023-12-15,50.24%,49.76%,0.00%,0.00%,0.00%,100.00%,50.24%,False
2023-12-18,50.61%,49.39%,0.00%,0.00%,0.00%,100.00%,50.61%,False
2023-12-19,50.94%,49.06%,0.00%,0.00%,0.00%,100.00%,50.94%,False
2023-12-20,50.53%,49.47%,0.00%,0.00%,0.00%,100.00%,50.53%,False
2023-12-21,50.53%,49.47%,0.00%,0.00%,0.00%,100.00%,50.53%,False
2023-12-22,50.20%,49.80%,0.00%,0.00%,0.00%,100.00%,50.20%,False
2023-12-26,49.84%,50.16%,0.00%,0.00%,0.00%,100.00%,49.84%,False
2023-12-27,50.04%,49.96%,0.00%,0.00%,0.00%,100.00%,50.04%,False
2023-12-28,50.00%,50.00%,0.00%,0.00%,0.00%,100.00%,50.00%,True
2024-01-02,50.04%,49.96%,0.00%,0.00%,0.00%,100.00%,50.04%,False
2024-01-03,50.31%,49.69%,0.00%,0.00%,0.00%,100.00%,50.31%,False
2024-01-04,50.35%,49.65%,0.00%,0.00%,0.00%,100.00%,50.35%,False
2024-01-05,50.83%,49.17%,0.00%,0.00%,0.00%,100.00%,50.83%,False
2024-01-08,50.85%,49.15%,0.00%,0.00%,0.00%,100.00%,50.85%,False
2024-01-09,51.12%,48.88%,0.00%,0.00%,0.00%,100.00%,51.12%,False
2024-01-10,51.03%,48.97%,0.00%,0.00%,0.00%,100.00%,51.03%,False
2024-01-11,51.29%,48.71%,0.00%,0.00%,0.00%,100.00%,51.29%,False
2024-01-12,51.03%,48.97%,0.00%,0.00%,0.00%,100.00%,51.03%,False
2024-01-15,50.52%,49.48%,0.00%,0.00%,0.00%,100.00%,50.52%,False
2024-01-16,50.76%,49.24%,0.00%,0.00%,0.00%,100.00%,50.76%,False
2024-01-17,50.75%,49.25%,0.00%,0.00%,0.00%,100.00%,50.75%,False
2024-01-19,50.26%,49.74%,0.00%,0.00%,0.00%,100.00%,50.26%,False
2024-01-22,49.87%,50.13%,0.00%,0.00%,0.00%,100.00%,49.87%,False
2024-01-23,49.77%,50.23%,0.00%,0.00%,0.00%,100.00%,49.77%,False
2024-01-24,49.73%,50.27%,0.00%,0.00%,0.00%,100.00%,49.73%,False
2024-01-25,49.31%,50.69%,0.00%,0.00%,0.00%,100.00%,49.31%,False
2024-01-26,49.95%,50.05%,0.00%,0.00%,0.00%,100.00%,49.95%,False
2024-01-29,49.16%,50.84%,0.00%,0.00%,0.00%,100.00%,49.16%,False
2024-01-30,49.35%,50.65%,0.00%,0.00%,0.00%,100.00%,49.35%,False
2024-01-31,50.00%,50.00%,0.00%,0.00%,0.00%,100.00%,50.00%,True
2024-02-01,49.72%,50.28%,0.00%,0.00%,0.00%,100.00%,49.72%,False
2024-02-02,49.60%,50.40%,0.00%,0.00%,0.00%,100.00%,49.60%,False
2024-02-05,49.50%,50.50%,0.00%,0.00%,0.00%,100.00%,49.50%,False
2024-02-06,49.53%,50.47%,0.00%,0.00%,0.00%,100.00%,49.53%,False
2024-02-07,49.41%,50.59%,0.00%,0.00%,0.00%,100.00%,49.41%,False
2024-02-08,49.96%,50.04%,0.00%,0.00%,0.00%,100.00%,49.96%,False
2024-02-13,50.25%,49.75%,0.00%,0.00%,0.00%,100.00%,50.25%,False
2024-02-14,50.71%,49.29%,0.00%,0.00%,0.00%,100.00%,50.71%,False
2024-02-15,50.85%,49.15%,0.00%,0.00%,0.00%,100.00%,50.85%,False
2024-02-16,50.71%,49.29%,0.00%,0.00%,0.00%,100.00%,50.71%,False
2024-02-19,50.37%,49.63%,0.00%,0.00%,0.00%,100.00%,50.37%,False
2024-02-20,50.85%,49.15%,0.00%,0.00%,0.00%,100.00%,50.85%,False
2024-02-21,50.95%,49.05%,0.00%,0.00%,0.00%,100.00%,50.95%,False
2024-02-22,51.00%,49.00%,0.00%,0.00%,0.00%,100.00%,51.00%,False
2024-02-23,51.00%,49.00%,0.00%,0.00%,0.00%,100.00%,51.00%,False
