Date,114260.KS mkt val,153130.KS mkt val,157450.KS mkt val,229200.KS mkt val,278530.KS mkt val,379800.KS mkt val,379810.KS mkt val,cash_rem,port_val,월별수익률,누적수익률
2023-09-27,262.9440349977389,262.9440349977389,262.9440349977389,0.0,0.0,169.03545106997504,169.03545106997504,2.2737367544323206e-13,1126.903007133167,-0.010014532184535851,0.12690300713316693
2023-10-31,261.02287869187217,261.02287869187217,261.02287869187217,167.80042201620356,167.80042201620356,0.0,0.0,0.0,1118.6694801080237,-0.0073063315769201775,0.1186694801080237
2023-11-30,272.62569356816994,272.62569356816994,272.62569356816994,175.25937443668067,175.25937443668067,0.0,0.0,0.0,1168.3958295778712,0.044451332904018814,0.16839582957787114
2023-12-28,279.07593193505846,279.07593193505846,279.07593193505846,179.4059562439662,179.4059562439662,0.0,0.0,0.0,1196.0397082931079,0.0236596862257068,0.1960397082931078
2024-01-31,272.36770409181634,272.36770409181634,272.36770409181634,175.09352405902482,175.09352405902482,0.0,0.0,2.2737367544323206e-13,1167.2901603934988,-0.024037285468254344,0.16729016039349887
2024-02-29,280.2115575261638,280.2115575261638,280.2115575261638,180.1360012668196,180.1360012668196,0.0,0.0,0.0,1200.9066751121306,0.02879876474526233,0.20090667511213067
2024-03-29,286.6978244950806,286.6978244950806,286.6978244950806,184.30574431826614,184.30574431826614,0.0,0.0,2.2737367544323206e-13,1228.7049621217743,0.023147749600982204,0.22870496212177427
2024-04-30,283.6615574884047,283.6615574884047,283.6615574884047,0.0,0.0,182.35385838540304,182.35385838540304,0.0,1215.6923892360203,-0.010590478012950655,0.2156923892360203
2024-05-31,287.3625412013283,287.3625412013283,287.3625412013283,0.0,0.0,184.73306220085394,184.73306220085394,2.2737367544323206e-13,1231.553748005693,0.01304718110445724,0.23155374800569306
2024-06-28,293.3648553234481,293.3648553234481,293.3648553234481,0.0,0.0,188.59169270793095,188.59169270793095,2.2737367544323206e-13,1257.2779513862063,0.02088760106667653,0.25727795138620624
2024-07-23,294.68093924697274,294.084409383562,294.0068513284862,0.0,0.0,191.71479743900355,188.488241422847,2.2737367544323206e-13,1262.975238820872,0.004531446231427205,0.2629752388208719
