Date,114260.KS mkt val,153130.KS mkt val,157450.KS mkt val,229200.KS mkt val,278530.KS mkt val,379800.KS mkt val,379810.KS mkt val,cash_rem,port_val,월별수익률,누적수익률
2021-04-09,166.66666666666666,166.66666666666666,166.66666666666666,300.0,200.0,0.0,0.0,0.0,1000.0,0.0,0.0
2021-04-30,164.6916246312888,164.6916246312888,164.6916246312888,0.0,0.0,247.0374369469332,247.0374369469332,0.0,988.1497477877328,-0.011850252212267098,-0.011850252212267098
2021-05-31,164.1607379990708,164.1607379990708,164.1607379990708,0.0,0.0,246.2411069986062,246.2411069986062,0.0,984.9644279944248,-0.003223519310144418,-0.01503557200557526
2021-06-30,168.78661347126314,168.78661347126314,168.78661347126314,0.0,0.0,253.17992020689474,253.17992020689474,1.1368683772161603e-13,1012.7196808275789,0.028178939304101647,0.012719680827578905
2021-07-30,172.39220026347886,172.39220026347886,172.39220026347886,0.0,0.0,258.5883003952183,258.5883003952183,0.0,1034.3532015808732,0.021361805406621137,0.03435320158087318
2021-08-31,177.20021196707398,177.20021196707398,177.20021196707398,0.0,0.0,265.800317950611,265.800317950611,0.0,1063.201271802444,0.02788996077691852,0.06320127180244395
2021-09-30,175.08634538880386,175.08634538880386,175.08634538880386,0.0,0.0,262.6295180832058,262.6295180832058,2.2737367544323206e-13,1050.5180723328233,-0.011929255359259261,0.05051807233282335
2021-10-29,177.66431979044728,177.66431979044728,177.66431979044728,266.4964796856709,266.4964796856709,0.0,0.0,0.0,1065.9859187426837,0.014724017432191205,0.06598591874268367
2021-11-30,176.55853602092014,176.55853602092014,176.55853602092014,264.83780403138024,264.83780403138024,0.0,0.0,0.0,1059.351216125521,-0.006224005871473648,0.05935121612552097
2021-12-30,181.523536615925,181.523536615925,181.523536615925,272.2853049238875,272.2853049238875,0.0,0.0,0.0,1089.14121969555,0.028120988692478477,0.08914121969555011
2022-01-28,168.98845154281722,168.98845154281722,168.98845154281722,253.48267731422584,253.48267731422584,0.0,0.0,0.0,1013.9307092569034,-0.0690548746834414,0.013930709256903429
2022-02-28,169.70892242214225,169.70892242214225,169.70892242214225,254.5633836332134,254.5633836332134,0.0,0.0,0.0,1018.2535345328536,0.004263432635469133,0.01825353453285361
2022-03-31,172.4973288138234,172.4973288138234,172.4973288138234,258.7459932207351,258.7459932207351,0.0,0.0,0.0,1034.9839728829404,0.016430523226970584,0.03498397288294042
2022-04-29,168.7780909602441,168.7780909602441,168.7780909602441,0.0,0.0,253.16713644036616,253.16713644036616,0.0,1012.6685457614647,-0.02156113302828866,0.012668545761464589
2022-05-31,164.57166881988599,164.57166881988599,164.57166881988599,0.0,0.0,246.85750322982898,246.85750322982898,0.0,987.4300129193159,-0.024922797244749884,-0.01256998708068413
2022-06-30,160.2777443513889,160.2777443513889,160.2777443513889,0.0,0.0,240.41661652708336,240.41661652708336,0.0,961.6664661083335,-0.026091516840584084,-0.038333533891666494
2022-07-29,169.09267726647056,169.09267726647056,169.09267726647056,0.0,0.0,253.63901589970587,253.63901589970587,0.0,1014.5560635988235,0.054997859813624705,0.014556063598823554
2022-08-31,168.81292661124024,168.81292661124024,168.81292661124024,0.0,0.0,253.2193899168604,253.2193899168604,0.0,1012.8775596674416,-0.0016544220586764968,0.01287755966744153
2022-09-30,165.88659429879993,165.88659429879993,165.88659429879993,0.0,0.0,248.8298914481999,248.8298914481999,0.0,995.3195657927996,-0.017334764411610415,-0.004680434207200435
2022-10-31,169.47288605657627,169.47288605657627,169.47288605657627,305.0511949018373,203.36746326789154,0.0,0.0,0.0,1016.8373163394576,0.021618936556841994,0.01683731633945773
2022-11-30,174.12517533030783,174.12517533030783,174.12517533030783,313.4253155945541,208.9502103963694,0.0,0.0,0.0,1044.751051981847,0.02745152562149955,0.044751051981847034
2022-12-29,167.98742641865573,167.98742641865573,167.98742641865573,302.3773675535803,201.5849117023869,0.0,0.0,1.1368683772161603e-13,1007.9245585119345,-0.03524906091269708,0.00792455851193452
2023-01-31,174.71391214065426,174.71391214065426,174.71391214065426,314.4850418531777,209.65669456878516,0.0,0.0,0.0,1048.2834728439257,0.04004160231156151,0.048283472843925646
2023-02-28,180.3147362334072,180.3147362334072,180.3147362334072,324.5665252201329,216.37768348008865,0.0,0.0,0.0,1081.8884174004431,0.03205711568202951,0.08188841740044306
2023-03-31,187.58086405993825,187.58086405993825,187.58086405993825,337.64555530788886,225.09703687192592,0.0,0.0,0.0,1125.4851843596296,0.04029691626049625,0.12548518435962963
2023-04-28,190.00050177966688,190.00050177966688,190.00050177966688,0.0,0.0,285.00075266950034,285.00075266950034,0.0,1140.0030106780014,0.012899171415243549,0.14000301067800147
2023-05-31,194.19629972745332,194.19629972745332,194.19629972745332,0.0,0.0,291.29444959118,291.29444959118,2.2737367544323206e-13,1165.17779836472,0.022083088773376502,0.16517779836472002
2023-06-30,198.45190875606377,198.45190875606377,198.45190875606377,0.0,0.0,297.6778631340957,297.6778631340957,0.0,1190.7114525363827,0.021913955284333486,0.19071145253638266
2023-07-28,199.1405008941031,199.1405008941031,199.1405008941031,0.0,0.0,298.71075134115466,298.71075134115466,0.0,1194.8430053646186,0.0034698186696997535,0.19484300536461863
2023-08-31,202.4842813443749,202.4842813443749,202.4842813443749,0.0,0.0,303.72642201656237,303.72642201656237,2.2737367544323206e-13,1214.9056880662495,0.01679106176422618,0.21490568806624943
