Date,114260.KS mkt val,153130.KS mkt val,157450.KS mkt val,229200.KS mkt val,278530.KS mkt val,379800.KS mkt val,379810.KS mkt val,cash_rem,port_val
2022-05-13,10.49%,10.47%,10.47%,0.00%,0.00%,34.70%,33.86%,0.00%,100.00%
2022-05-16,10.41%,10.41%,10.41%,0.00%,0.00%,34.73%,34.05%,0.00%,100.00%
2022-05-17,10.40%,10.40%,10.40%,0.00%,0.00%,34.76%,34.05%,0.00%,100.00%
2022-05-18,10.34%,10.35%,10.35%,0.00%,0.00%,34.80%,34.16%,0.00%,100.00%
2022-05-19,10.60%,10.61%,10.61%,0.00%,0.00%,34.61%,33.58%,0.00%,100.00%
2022-05-20,10.64%,10.63%,10.63%,0.00%,0.00%,34.46%,33.63%,0.00%,100.00%
2022-05-23,10.54%,10.63%,10.63%,0.00%,0.00%,34.58%,33.63%,0.00%,100.00%
2022-05-24,10.72%,10.69%,10.70%,0.00%,0.00%,34.60%,33.29%,0.00%,100.00%
2022-05-25,10.70%,10.67%,10.67%,0.00%,0.00%,34.73%,33.23%,0.00%,100.00%
2022-05-26,10.66%,10.63%,10.63%,0.00%,0.00%,34.80%,33.28%,0.00%,100.00%
2022-05-27,10.56%,10.51%,10.51%,0.00%,0.00%,34.85%,33.57%,0.00%,100.00%
2022-05-30,10.35%,10.31%,10.31%,0.00%,0.00%,34.92%,34.12%,0.00%,100.00%
2022-05-31,10.00%,10.00%,10.00%,0.00%,0.00%,35.00%,35.00%,0.00%,100.00%
2022-06-02,9.99%,10.02%,10.02%,0.00%,0.00%,34.97%,35.00%,0.00%,100.00%
2022-06-03,9.89%,9.92%,9.92%,0.00%,0.00%,34.99%,35.27%,0.00%,100.00%
2022-06-07,9.95%,10.01%,10.01%,0.00%,0.00%,35.02%,35.01%,0.00%,100.00%
2022-06-08,9.89%,9.94%,9.95%,0.00%,0.00%,35.14%,35.09%,0.00%,100.00%
2022-06-09,9.93%,9.98%,9.99%,0.00%,0.00%,35.00%,35.10%,0.00%,100.00%
2022-06-10,10.01%,10.06%,10.06%,0.00%,0.00%,34.93%,34.95%,0.00%,100.00%
2022-06-13,10.27%,10.37%,10.38%,0.00%,0.00%,34.70%,34.28%,0.00%,100.00%
2022-06-14,10.30%,10.42%,10.43%,0.00%,0.00%,34.65%,34.20%,0.00%,100.00%
2022-06-15,10.31%,10.47%,10.48%,0.00%,0.00%,34.52%,34.22%,0.00%,100.00%
2022-06-16,10.28%,10.44%,10.45%,0.00%,0.00%,34.42%,34.42%,0.00%,100.00%
2022-06-17,10.43%,10.60%,10.62%,0.00%,0.00%,34.30%,34.05%,0.00%,100.00%
2022-06-20,10.37%,10.55%,10.56%,0.00%,0.00%,34.20%,34.32%,0.00%,100.00%
2022-06-21,10.31%,10.48%,10.49%,0.00%,0.00%,34.29%,34.42%,0.00%,100.00%
2022-06-22,10.33%,10.48%,10.49%,0.00%,0.00%,34.32%,34.38%,0.00%,100.00%
2022-06-23,10.25%,10.38%,10.39%,0.00%,0.00%,34.44%,34.54%,0.00%,100.00%
2022-06-24,10.13%,10.24%,10.25%,0.00%,0.00%,34.54%,34.84%,0.00%,100.00%
2022-06-27,10.02%,10.14%,10.15%,0.00%,0.00%,34.65%,35.03%,0.00%,100.00%
2022-06-28,10.03%,10.15%,10.16%,0.00%,0.00%,34.70%,34.96%,0.00%,100.00%
2022-06-29,10.14%,10.27%,10.29%,0.00%,0.00%,34.71%,34.58%,0.00%,100.00%
2022-06-30,10.00%,10.00%,10.00%,0.00%,0.00%,35.00%,35.00%,0.00%,100.00%
2022-07-01,10.10%,10.05%,10.06%,0.00%,0.00%,34.94%,34.86%,0.00%,100.00%
2022-07-04,10.02%,9.97%,9.97%,0.00%,0.00%,35.09%,34.95%,0.00%,100.00%
2022-07-05,9.97%,9.88%,9.88%,0.00%,0.00%,35.19%,35.08%,0.00%,100.00%
2022-07-06,9.97%,9.85%,9.86%,0.00%,0.00%,34.98%,35.33%,0.00%,100.00%
2022-07-07,9.91%,9.80%,9.80%,0.00%,0.00%,35.01%,35.47%,0.00%,100.00%
2022-07-08,9.83%,9.74%,9.74%,0.00%,0.00%,35.02%,35.67%,0.00%,100.00%
2022-07-11,9.84%,9.75%,9.75%,0.00%,0.00%,34.99%,35.67%,0.00%,100.00%
2022-07-12,9.88%,9.79%,9.79%,0.00%,0.00%,35.09%,35.45%,0.00%,100.00%
2022-07-13,9.95%,9.82%,9.82%,0.00%,0.00%,35.01%,35.41%,0.00%,100.00%
2022-07-14,9.96%,9.86%,9.86%,0.00%,0.00%,34.92%,35.39%,0.00%,100.00%
2022-07-15,9.87%,9.74%,9.74%,0.00%,0.00%,34.94%,35.71%,0.00%,100.00%
2022-07-18,9.77%,9.64%,9.64%,0.00%,0.00%,35.09%,35.87%,0.00%,100.00%
2022-07-19,9.87%,9.74%,9.74%,0.00%,0.00%,35.04%,35.61%,0.00%,100.00%
2022-07-20,9.65%,9.55%,9.55%,0.00%,0.00%,35.24%,36.02%,0.00%,100.00%
2022-07-21,9.62%,9.51%,9.51%,0.00%,0.00%,35.14%,36.22%,0.00%,100.00%
2022-07-22,9.57%,9.45%,9.45%,0.00%,0.00%,35.19%,36.33%,0.00%,100.00%
2022-07-25,9.64%,9.50%,9.50%,0.00%,0.00%,35.19%,36.17%,0.00%,100.00%
2022-07-26,9.69%,9.55%,9.55%,0.00%,0.00%,35.26%,35.95%,0.00%,100.00%
2022-07-27,9.68%,9.53%,9.53%,0.00%,0.00%,35.30%,35.96%,0.00%,100.00%
2022-07-28,9.62%,9.48%,9.48%,0.00%,0.00%,35.28%,36.14%,0.00%,100.00%
2022-07-29,10.00%,10.00%,10.00%,0.00%,0.00%,35.00%,35.00%,0.00%,100.00%
2022-08-01,9.93%,9.96%,9.96%,0.00%,0.00%,35.09%,35.06%,0.00%,100.00%
2022-08-02,9.96%,9.97%,9.97%,0.00%,0.00%,35.03%,35.06%,0.00%,100.00%
2022-08-03,9.92%,9.93%,9.93%,0.00%,0.00%,35.07%,35.15%,0.00%,100.00%
2022-08-04,9.81%,9.83%,9.83%,0.00%,0.00%,35.03%,35.51%,0.00%,100.00%
2022-08-05,9.83%,9.84%,9.84%,0.00%,0.00%,34.89%,35.61%,0.00%,100.00%
2022-08-08,9.81%,9.83%,9.83%,0.00%,0.00%,34.97%,35.56%,0.00%,100.00%
2022-08-09,9.83%,9.86%,9.86%,0.00%,0.00%,35.00%,35.45%,0.00%,100.00%
2022-08-10,9.88%,9.91%,9.91%,0.00%,0.00%,35.09%,35.21%,0.00%,100.00%
2022-08-11,9.72%,9.75%,9.75%,0.00%,0.00%,35.18%,35.61%,0.00%,100.00%
2022-08-12,9.74%,9.79%,9.78%,0.00%,0.00%,35.24%,35.45%,0.00%,100.00%
2022-08-16,9.60%,9.61%,9.61%,0.00%,0.00%,35.38%,35.80%,0.00%,100.00%
2022-08-17,9.57%,9.59%,9.59%,0.00%,0.00%,35.50%,35.75%,0.00%,100.00%
2022-08-18,9.59%,9.62%,9.62%,0.00%,0.00%,35.52%,35.64%,0.00%,100.00%
2022-08-19,9.55%,9.59%,9.58%,0.00%,0.00%,35.62%,35.66%,0.00%,100.00%
2022-08-22,9.58%,9.64%,9.64%,0.00%,0.00%,35.66%,35.48%,0.00%,100.00%
2022-08-23,9.68%,9.77%,9.77%,0.00%,0.00%,35.56%,35.22%,0.00%,100.00%
2022-08-24,9.70%,9.78%,9.78%,0.00%,0.00%,35.52%,35.22%,0.00%,100.00%
2022-08-25,9.58%,9.72%,9.72%,0.00%,0.00%,35.62%,35.37%,0.00%,100.00%
2022-08-26,9.58%,9.70%,9.71%,0.00%,0.00%,35.59%,35.42%,0.00%,100.00%
2022-08-29,9.76%,9.94%,9.95%,0.00%,0.00%,35.45%,34.90%,0.00%,100.00%
2022-08-30,9.75%,9.91%,9.92%,0.00%,0.00%,35.41%,35.01%,0.00%,100.00%
2022-08-31,10.00%,10.00%,10.00%,0.00%,0.00%,35.00%,35.00%,0.00%,100.00%
2022-09-01,10.06%,10.08%,10.08%,0.00%,0.00%,34.97%,34.80%,0.00%,100.00%
2022-09-02,9.98%,9.97%,9.97%,0.00%,0.00%,35.09%,34.99%,0.00%,100.00%
2022-09-05,10.05%,9.98%,9.98%,0.00%,0.00%,35.13%,34.85%,0.00%,100.00%
2022-09-06,9.98%,9.97%,9.96%,0.00%,0.00%,35.07%,35.01%,0.00%,100.00%
2022-09-07,10.01%,9.99%,9.99%,0.00%,0.00%,35.17%,34.84%,0.00%,100.00%
2022-09-08,9.90%,9.84%,9.84%,0.00%,0.00%,35.29%,35.13%,0.00%,100.00%
2022-09-13,9.69%,9.63%,9.63%,0.00%,0.00%,35.55%,35.51%,0.00%,100.00%
2022-09-14,9.93%,9.90%,9.90%,0.00%,0.00%,35.40%,34.87%,0.00%,100.00%
2022-09-15,9.87%,9.87%,9.87%,0.00%,0.00%,35.38%,35.02%,0.00%,100.00%
2022-09-16,10.04%,10.05%,10.05%,0.00%,0.00%,35.25%,34.62%,0.00%,100.00%
2022-09-19,10.06%,10.06%,10.06%,0.00%,0.00%,35.17%,34.65%,0.00%,100.00%
2022-09-20,9.96%,9.97%,9.97%,0.00%,0.00%,35.25%,34.85%,0.00%,100.00%
2022-09-21,10.01%,10.04%,10.04%,0.00%,0.00%,35.13%,34.79%,0.00%,100.00%
2022-09-22,10.02%,10.11%,10.11%,0.00%,0.00%,35.05%,34.72%,0.00%,100.00%
2022-09-23,10.07%,10.16%,10.17%,0.00%,0.00%,35.05%,34.55%,0.00%,100.00%
2022-09-26,10.03%,10.22%,10.24%,0.00%,0.00%,34.98%,34.53%,0.00%,100.00%
2022-09-27,10.04%,10.17%,10.19%,0.00%,0.00%,34.91%,34.69%,0.00%,100.00%
2022-09-28,10.08%,10.21%,10.22%,0.00%,0.00%,34.90%,34.58%,0.00%,100.00%
2022-09-29,9.96%,10.12%,10.13%,0.00%,0.00%,35.00%,34.78%,0.00%,100.00%
2022-09-30,10.00%,10.00%,10.00%,0.00%,0.00%,35.00%,35.00%,0.00%,100.00%
2022-10-04,9.96%,9.90%,9.90%,0.00%,0.00%,35.19%,35.05%,0.00%,100.00%
2022-10-05,9.92%,9.89%,9.89%,0.00%,0.00%,35.19%,35.12%,0.00%,100.00%
2022-10-06,9.90%,9.88%,9.88%,0.00%,0.00%,35.20%,35.13%,0.00%,100.00%
2022-10-07,9.94%,9.96%,9.95%,0.00%,0.00%,35.13%,35.03%,0.00%,100.00%
2022-10-11,10.10%,10.13%,10.13%,0.00%,0.00%,35.08%,34.56%,0.00%,100.00%
2022-10-12,10.19%,10.16%,10.15%,0.00%,0.00%,35.11%,34.39%,0.00%,100.00%
2022-10-13,10.21%,10.21%,10.20%,0.00%,0.00%,35.04%,34.34%,0.00%,100.00%
2022-10-14,10.01%,10.01%,10.00%,0.00%,0.00%,35.41%,34.57%,0.00%,100.00%
2022-10-17,10.14%,10.14%,10.14%,0.00%,0.00%,35.27%,34.31%,0.00%,100.00%
2022-10-18,9.93%,9.94%,9.94%,0.00%,0.00%,35.48%,34.71%,0.00%,100.00%
2022-10-19,9.92%,9.95%,9.95%,0.00%,0.00%,35.51%,34.68%,0.00%,100.00%
2022-10-20,9.98%,10.02%,10.02%,0.00%,0.00%,35.48%,34.50%,0.00%,100.00%
2022-10-21,9.94%,10.05%,10.04%,0.00%,0.00%,35.43%,34.54%,0.00%,100.00%
2022-10-24,9.78%,9.82%,9.82%,0.00%,0.00%,35.62%,34.96%,0.00%,100.00%
2022-10-25,9.77%,9.78%,9.77%,0.00%,0.00%,35.69%,34.98%,0.00%,100.00%
2022-10-26,9.80%,9.80%,9.79%,0.00%,0.00%,35.81%,34.81%,0.00%,100.00%
2022-10-27,9.81%,9.80%,9.80%,0.00%,0.00%,35.90%,34.68%,0.00%,100.00%
2022-10-28,9.99%,9.97%,9.97%,0.00%,0.00%,35.90%,34.18%,0.00%,100.00%
2022-10-31,10.00%,10.00%,10.00%,42.00%,28.00%,0.00%,0.00%,0.00%,100.00%
2022-11-01,9.98%,9.95%,9.95%,41.88%,28.24%,0.00%,0.00%,0.00%,100.00%
2022-11-02,10.01%,9.98%,9.98%,41.73%,28.30%,0.00%,0.00%,0.00%,100.00%
2022-11-03,10.07%,10.06%,10.06%,41.44%,28.37%,0.00%,0.00%,0.00%,100.00%
2022-11-04,10.08%,10.04%,10.04%,41.31%,28.53%,0.00%,0.00%,0.00%,100.00%
2022-11-07,9.98%,9.97%,9.97%,41.41%,28.67%,0.00%,0.00%,0.00%,100.00%
2022-11-08,9.84%,9.83%,9.84%,41.82%,28.67%,0.00%,0.00%,0.00%,100.00%
2022-11-09,9.84%,9.82%,9.82%,41.61%,28.91%,0.00%,0.00%,0.00%,100.00%
2022-11-10,9.96%,9.91%,9.91%,41.38%,28.84%,0.00%,0.00%,0.00%,100.00%
2022-11-11,9.67%,9.57%,9.57%,42.26%,28.93%,0.00%,0.00%,0.00%,100.00%
2022-11-14,9.75%,9.64%,9.64%,42.03%,28.93%,0.00%,0.00%,0.00%,100.00%
2022-11-15,9.63%,9.51%,9.51%,42.73%,28.63%,0.00%,0.00%,0.00%,100.00%
2022-11-16,9.63%,9.53%,9.53%,42.65%,28.66%,0.00%,0.00%,0.00%,100.00%
2022-11-17,9.74%,9.62%,9.61%,42.52%,28.52%,0.00%,0.00%,0.00%,100.00%
2022-11-18,9.77%,9.67%,9.67%,42.26%,28.62%,0.00%,0.00%,0.00%,100.00%
2022-11-21,9.90%,9.78%,9.78%,41.81%,28.73%,0.00%,0.00%,0.00%,100.00%
2022-11-22,9.97%,9.85%,9.85%,41.62%,28.70%,0.00%,0.00%,0.00%,100.00%
2022-11-23,9.85%,9.74%,9.74%,42.11%,28.57%,0.00%,0.00%,0.00%,100.00%
2022-11-24,9.79%,9.64%,9.64%,42.38%,28.55%,0.00%,0.00%,0.00%,100.00%
2022-11-25,9.86%,9.71%,9.70%,42.13%,28.61%,0.00%,0.00%,0.00%,100.00%
2022-11-28,10.00%,9.85%,9.84%,41.68%,28.62%,0.00%,0.00%,0.00%,100.00%
2022-11-29,9.88%,9.74%,9.73%,42.01%,28.64%,0.00%,0.00%,0.00%,100.00%
2022-11-30,10.00%,10.00%,10.00%,42.00%,28.00%,0.00%,0.00%,0.00%,100.00%
2022-12-01,9.90%,9.90%,9.90%,42.50%,27.80%,0.00%,0.00%,0.00%,100.00%
2022-12-02,10.06%,10.06%,10.06%,42.24%,27.58%,0.00%,0.00%,0.00%,100.00%
2022-12-05,10.05%,10.05%,10.04%,42.43%,27.43%,0.00%,0.00%,0.00%,100.00%
2022-12-06,10.15%,10.16%,10.16%,42.08%,27.44%,0.00%,0.00%,0.00%,100.00%
2022-12-07,10.19%,10.20%,10.20%,42.03%,27.38%,0.00%,0.00%,0.00%,100.00%
2022-12-08,10.20%,10.20%,10.20%,42.08%,27.32%,0.00%,0.00%,0.00%,100.00%
2022-12-09,10.11%,10.13%,10.12%,42.20%,27.44%,0.00%,0.00%,0.00%,100.00%
2022-12-12,10.20%,10.20%,10.20%,41.96%,27.44%,0.00%,0.00%,0.00%,100.00%
2022-12-13,10.17%,10.18%,10.18%,42.02%,27.45%,0.00%,0.00%,0.00%,100.00%
2022-12-14,10.07%,10.05%,10.05%,42.43%,27.39%,0.00%,0.00%,0.00%,100.00%
2022-12-15,10.21%,10.18%,10.18%,42.19%,27.24%,0.00%,0.00%,0.00%,100.00%
2022-12-16,10.27%,10.25%,10.24%,41.91%,27.32%,0.00%,0.00%,0.00%,100.00%
2022-12-19,10.26%,10.24%,10.24%,41.96%,27.30%,0.00%,0.00%,0.00%,100.00%
2022-12-20,10.33%,10.36%,10.35%,41.58%,27.38%,0.00%,0.00%,0.00%,100.00%
2022-12-21,10.34%,10.34%,10.34%,41.72%,27.26%,0.00%,0.00%,0.00%,100.00%
2022-12-22,10.21%,10.20%,10.20%,42.17%,27.23%,0.00%,0.00%,0.00%,100.00%
2022-12-23,10.42%,10.42%,10.42%,41.38%,27.35%,0.00%,0.00%,0.00%,100.00%
2022-12-26,10.33%,10.34%,10.34%,41.82%,27.16%,0.00%,0.00%,0.00%,100.00%
2022-12-27,10.24%,10.26%,10.26%,42.10%,27.15%,0.00%,0.00%,0.00%,100.00%
2022-12-28,10.38%,10.42%,10.42%,41.51%,27.27%,0.00%,0.00%,0.00%,100.00%
2022-12-29,10.00%,10.00%,10.00%,42.00%,28.00%,0.00%,0.00%,0.00%,100.00%
2023-01-02,10.05%,10.05%,10.05%,41.89%,27.96%,0.00%,0.00%,0.00%,100.00%
2023-01-03,10.07%,10.03%,10.03%,41.99%,27.88%,0.00%,0.00%,0.00%,100.00%
2023-01-04,9.99%,9.95%,9.95%,41.88%,28.23%,0.00%,0.00%,0.00%,100.00%
2023-01-05,10.02%,9.98%,9.98%,41.49%,28.54%,0.00%,0.00%,0.00%,100.00%
2023-01-06,9.89%,9.86%,9.86%,41.86%,28.52%,0.00%,0.00%,0.00%,100.00%
2023-01-09,9.78%,9.71%,9.71%,41.97%,28.83%,0.00%,0.00%,0.00%,100.00%
2023-01-10,9.86%,9.79%,9.79%,41.47%,29.10%,0.00%,0.00%,0.00%,100.00%
2023-01-11,9.76%,9.69%,9.68%,42.00%,28.86%,0.00%,0.00%,0.00%,100.00%
2023-01-12,9.75%,9.66%,9.66%,42.08%,28.85%,0.00%,0.00%,0.00%,100.00%
2023-01-13,9.78%,9.66%,9.66%,41.85%,29.06%,0.00%,0.00%,0.00%,100.00%
2023-01-16,9.70%,9.61%,9.61%,41.95%,29.13%,0.00%,0.00%,0.00%,100.00%
2023-01-17,9.80%,9.72%,9.71%,41.56%,29.21%,0.00%,0.00%,0.00%,100.00%
2023-01-18,9.83%,9.71%,9.71%,41.76%,28.99%,0.00%,0.00%,0.00%,100.00%
2023-01-19,9.83%,9.69%,9.68%,41.70%,29.10%,0.00%,0.00%,0.00%,100.00%
2023-01-20,9.77%,9.66%,9.65%,41.72%,29.19%,0.00%,0.00%,0.00%,100.00%
2023-01-25,9.65%,9.52%,9.52%,42.05%,29.25%,0.00%,0.00%,0.00%,100.00%
2023-01-26,9.56%,9.44%,9.43%,42.20%,29.38%,0.00%,0.00%,0.00%,100.00%
2023-01-27,9.54%,9.42%,9.41%,42.11%,29.53%,0.00%,0.00%,0.00%,100.00%
2023-01-30,9.63%,9.50%,9.50%,42.02%,29.35%,0.00%,0.00%,0.00%,100.00%
2023-01-31,10.00%,10.00%,10.00%,42.00%,28.00%,0.00%,0.00%,0.00%,100.00%
2023-02-01,9.91%,9.88%,9.88%,42.39%,27.95%,0.00%,0.00%,0.00%,100.00%
2023-02-02,9.79%,9.76%,9.76%,42.82%,27.87%,0.00%,0.00%,0.00%,100.00%
2023-02-03,9.78%,9.73%,9.73%,42.86%,27.91%,0.00%,0.00%,0.00%,100.00%
2023-02-06,9.86%,9.84%,9.84%,42.88%,27.58%,0.00%,0.00%,0.00%,100.00%
2023-02-07,9.74%,9.74%,9.74%,43.32%,27.47%,0.00%,0.00%,0.00%,100.00%
2023-02-08,9.64%,9.64%,9.64%,43.46%,27.63%,0.00%,0.00%,0.00%,100.00%
2023-02-09,9.59%,9.61%,9.60%,43.80%,27.40%,0.00%,0.00%,0.00%,100.00%
2023-02-10,9.66%,9.67%,9.67%,43.47%,27.53%,0.00%,0.00%,0.00%,100.00%
2023-02-13,9.66%,9.69%,9.69%,43.56%,27.42%,0.00%,0.00%,0.00%,100.00%
2023-02-14,9.60%,9.61%,9.62%,43.79%,27.39%,0.00%,0.00%,0.00%,100.00%
2023-02-15,9.71%,9.74%,9.75%,43.59%,27.21%,0.00%,0.00%,0.00%,100.00%
2023-02-16,9.48%,9.51%,9.52%,44.38%,27.11%,0.00%,0.00%,0.00%,100.00%
2023-02-17,9.57%,9.64%,9.64%,43.94%,27.21%,0.00%,0.00%,0.00%,100.00%
2023-02-20,9.43%,9.50%,9.50%,44.65%,26.91%,0.00%,0.00%,0.00%,100.00%
2023-02-21,9.40%,9.48%,9.48%,44.82%,26.81%,0.00%,0.00%,0.00%,100.00%
2023-02-22,9.56%,9.64%,9.65%,44.33%,26.82%,0.00%,0.00%,0.00%,100.00%
2023-02-23,9.52%,9.59%,9.59%,44.32%,26.98%,0.00%,0.00%,0.00%,100.00%
2023-02-24,9.60%,9.66%,9.66%,44.14%,26.93%,0.00%,0.00%,0.00%,100.00%
2023-02-27,9.57%,9.66%,9.67%,44.42%,26.68%,0.00%,0.00%,0.00%,100.00%
2023-02-28,10.00%,10.00%,10.00%,42.00%,28.00%,0.00%,0.00%,0.00%,100.00%
2023-03-02,10.03%,10.05%,10.05%,41.65%,28.22%,0.00%,0.00%,0.00%,100.00%
2023-03-03,9.93%,9.92%,9.92%,42.30%,27.93%,0.00%,0.00%,0.00%,100.00%
2023-03-06,9.79%,9.79%,9.79%,42.71%,27.93%,0.00%,0.00%,0.00%,100.00%
2023-03-07,9.83%,9.80%,9.80%,42.71%,27.85%,0.00%,0.00%,0.00%,100.00%
2023-03-08,9.84%,9.84%,9.84%,42.93%,27.55%,0.00%,0.00%,0.00%,100.00%
2023-03-09,9.89%,9.89%,9.89%,42.74%,27.59%,0.00%,0.00%,0.00%,100.00%
2023-03-10,10.04%,10.02%,10.02%,42.28%,27.64%,0.00%,0.00%,0.00%,100.00%
2023-03-13,10.06%,9.95%,9.94%,42.42%,27.64%,0.00%,0.00%,0.00%,100.00%
2023-03-14,10.33%,10.18%,10.17%,41.71%,27.60%,0.00%,0.00%,0.00%,100.00%
2023-03-15,10.11%,10.01%,10.00%,42.44%,27.45%,0.00%,0.00%,0.00%,100.00%
2023-03-16,10.14%,10.02%,10.01%,42.43%,27.41%,0.00%,0.00%,0.00%,100.00%
2023-03-17,10.02%,9.92%,9.91%,42.72%,27.43%,0.00%,0.00%,0.00%,100.00%
2023-03-20,10.06%,9.93%,9.92%,42.84%,27.25%,0.00%,0.00%,0.00%,100.00%
2023-03-21,10.06%,9.92%,9.91%,42.82%,27.30%,0.00%,0.00%,0.00%,100.00%
2023-03-22,9.96%,9.82%,9.81%,43.05%,27.35%,0.00%,0.00%,0.00%,100.00%
2023-03-23,9.98%,9.81%,9.80%,43.01%,27.40%,0.00%,0.00%,0.00%,100.00%
2023-03-24,9.95%,9.78%,9.76%,43.29%,27.21%,0.00%,0.00%,0.00%,100.00%
2023-03-27,9.93%,9.77%,9.76%,43.42%,27.11%,0.00%,0.00%,0.00%,100.00%
2023-03-28,9.88%,9.74%,9.73%,43.35%,27.30%,0.00%,0.00%,0.00%,100.00%
2023-03-29,9.81%,9.67%,9.66%,43.71%,27.15%,0.00%,0.00%,0.00%,100.00%
2023-03-30,9.74%,9.60%,9.59%,43.97%,27.11%,0.00%,0.00%,0.00%,100.00%
2023-03-31,10.00%,10.00%,10.00%,42.00%,28.00%,0.00%,0.00%,0.00%,100.00%
2023-04-03,9.96%,9.99%,9.99%,42.21%,27.84%,0.00%,0.00%,0.00%,100.00%
2023-04-04,9.97%,9.97%,9.97%,42.18%,27.91%,0.00%,0.00%,0.00%,100.00%
2023-04-05,9.87%,9.86%,9.86%,42.65%,27.76%,0.00%,0.00%,0.00%,100.00%
2023-04-06,9.95%,9.94%,9.94%,42.71%,27.47%,0.00%,0.00%,0.00%,100.00%
2023-04-07,9.78%,9.77%,9.77%,43.22%,27.47%,0.00%,0.00%,0.00%,100.00%
2023-04-10,9.64%,9.62%,9.62%,43.83%,27.28%,0.00%,0.00%,0.00%,100.00%
2023-04-11,9.54%,9.52%,9.53%,44.09%,27.33%,0.00%,0.00%,0.00%,100.00%
2023-04-12,9.61%,9.60%,9.60%,43.51%,27.68%,0.00%,0.00%,0.00%,100.00%
2023-04-13,9.61%,9.59%,9.59%,43.48%,27.72%,0.00%,0.00%,0.00%,100.00%
2023-04-14,9.55%,9.53%,9.53%,43.77%,27.63%,0.00%,0.00%,0.00%,100.00%
2023-04-17,9.51%,9.52%,9.52%,43.80%,27.64%,0.00%,0.00%,0.00%,100.00%
2023-04-18,9.53%,9.53%,9.53%,43.82%,27.59%,0.00%,0.00%,0.00%,100.00%
2023-04-19,9.55%,9.57%,9.57%,43.61%,27.70%,0.00%,0.00%,0.00%,100.00%
2023-04-20,9.68%,9.70%,9.70%,42.92%,28.00%,0.00%,0.00%,0.00%,100.00%
2023-04-21,9.79%,9.79%,9.79%,42.47%,28.16%,0.00%,0.00%,0.00%,100.00%
2023-04-24,9.90%,9.89%,9.89%,42.06%,28.25%,0.00%,0.00%,0.00%,100.00%
2023-04-25,9.99%,9.99%,9.99%,41.89%,28.14%,0.00%,0.00%,0.00%,100.00%
2023-04-26,10.00%,10.00%,10.00%,41.85%,28.15%,0.00%,0.00%,0.00%,100.00%
2023-04-27,9.86%,9.86%,9.86%,42.59%,27.83%,0.00%,0.00%,0.00%,100.00%
2023-04-28,10.00%,10.00%,10.00%,0.00%,0.00%,35.00%,35.00%,0.00%,100.00%
2023-05-02,9.91%,9.93%,9.93%,0.00%,0.00%,35.11%,35.11%,0.00%,100.00%
2023-05-03,10.00%,10.01%,10.01%,0.00%,0.00%,34.97%,35.00%,0.00%,100.00%
2023-05-04,10.14%,10.13%,10.12%,0.00%,0.00%,34.72%,34.89%,0.00%,100.00%
2023-05-08,10.07%,10.06%,10.06%,0.00%,0.00%,34.74%,35.06%,0.00%,100.00%
2023-05-09,10.04%,10.04%,10.04%,0.00%,0.00%,34.80%,35.09%,0.00%,100.00%
2023-05-10,10.06%,10.05%,10.06%,0.00%,0.00%,34.77%,35.06%,0.00%,100.00%
2023-05-11,10.01%,9.99%,9.99%,0.00%,0.00%,34.76%,35.24%,0.00%,100.00%
2023-05-12,9.96%,9.94%,9.94%,0.00%,0.00%,34.74%,35.43%,0.00%,100.00%
2023-05-15,9.94%,9.95%,9.95%,0.00%,0.00%,34.77%,35.38%,0.00%,100.00%
2023-05-16,9.94%,9.93%,9.93%,0.00%,0.00%,34.72%,35.48%,0.00%,100.00%
2023-05-17,9.94%,9.93%,9.93%,0.00%,0.00%,34.61%,35.59%,0.00%,100.00%
2023-05-19,9.80%,9.81%,9.81%,0.00%,0.00%,34.63%,35.95%,0.00%,100.00%
2023-05-22,9.87%,9.87%,9.87%,0.00%,0.00%,34.54%,35.85%,0.00%,100.00%
2023-05-23,9.88%,9.89%,9.90%,0.00%,0.00%,34.49%,35.85%,0.00%,100.00%
2023-05-25,9.83%,9.88%,9.89%,0.00%,0.00%,34.35%,36.05%,0.00%,100.00%
2023-05-26,9.78%,9.85%,9.85%,0.00%,0.00%,34.29%,36.23%,0.00%,100.00%
2023-05-30,9.62%,9.69%,9.69%,0.00%,0.00%,34.28%,36.71%,0.00%,100.00%
2023-05-31,10.00%,10.00%,10.00%,0.00%,0.00%,35.00%,35.00%,0.00%,100.00%
2023-06-01,10.02%,10.04%,10.04%,0.00%,0.00%,34.98%,34.92%,0.00%,100.00%
2023-06-02,10.03%,10.03%,10.03%,0.00%,0.00%,34.90%,35.01%,0.00%,100.00%
2023-06-05,9.96%,9.98%,9.98%,0.00%,0.00%,35.17%,34.91%,0.00%,100.00%
2023-06-07,9.98%,9.99%,9.98%,0.00%,0.00%,35.11%,34.94%,0.00%,100.00%
2023-06-08,10.04%,10.08%,10.08%,0.00%,0.00%,35.26%,34.54%,0.00%,100.00%
2023-06-09,10.05%,10.07%,10.07%,0.00%,0.00%,35.11%,34.72%,0.00%,100.00%
2023-06-12,10.02%,10.04%,10.04%,0.00%,0.00%,35.10%,34.80%,0.00%,100.00%
2023-06-13,10.01%,10.03%,10.03%,0.00%,0.00%,34.93%,35.00%,0.00%,100.00%
2023-06-14,9.94%,9.98%,9.98%,0.00%,0.00%,35.07%,35.03%,0.00%,100.00%
