Date,114260.KS mkt val,153130.KS mkt val,157450.KS mkt val,229200.KS mkt val,278530.KS mkt val,379800.KS mkt val,379810.KS mkt val,cash_rem,port_val
2021-05-24,10.06%,10.05%,10.05%,0.00%,0.00%,35.42%,34.42%,0.00%,100.00%
2021-05-25,9.97%,9.97%,9.97%,0.00%,0.00%,35.39%,34.70%,0.00%,100.00%
2021-05-26,10.02%,10.02%,10.02%,0.00%,0.00%,35.27%,34.67%,0.00%,100.00%
2021-05-27,10.04%,10.03%,10.03%,0.00%,0.00%,35.23%,34.68%,0.00%,100.00%
2021-05-28,10.03%,10.03%,10.02%,0.00%,0.00%,35.33%,34.59%,0.00%,100.00%
2021-05-31,10.00%,10.00%,10.00%,0.00%,0.00%,35.00%,35.00%,0.00%,100.00%
2021-06-01,10.04%,10.03%,10.03%,0.00%,0.00%,34.95%,34.95%,0.00%,100.00%
2021-06-02,10.01%,10.00%,10.01%,0.00%,0.00%,35.02%,34.96%,0.00%,100.00%
2021-06-03,10.00%,9.99%,9.99%,0.00%,0.00%,35.04%,34.98%,0.00%,100.00%
2021-06-04,10.03%,10.03%,10.03%,0.00%,0.00%,35.13%,34.78%,0.00%,100.00%
2021-06-07,9.98%,9.97%,9.97%,0.00%,0.00%,35.05%,35.03%,0.00%,100.00%
2021-06-08,9.95%,9.93%,9.93%,0.00%,0.00%,35.03%,35.17%,0.00%,100.00%
2021-06-09,9.95%,9.93%,9.93%,0.00%,0.00%,35.03%,35.16%,0.00%,100.00%
2021-06-10,9.94%,9.93%,9.93%,0.00%,0.00%,35.02%,35.19%,0.00%,100.00%
2021-06-11,9.91%,9.91%,9.91%,0.00%,0.00%,34.96%,35.31%,0.00%,100.00%
2021-06-14,9.86%,9.85%,9.85%,0.00%,0.00%,35.00%,35.45%,0.00%,100.00%
2021-06-15,9.81%,9.80%,9.80%,0.00%,0.00%,34.98%,35.62%,0.00%,100.00%
2021-06-16,9.84%,9.83%,9.84%,0.00%,0.00%,34.98%,35.51%,0.00%,100.00%
2021-06-17,9.82%,9.83%,9.83%,0.00%,0.00%,34.99%,35.54%,0.00%,100.00%
2021-06-18,9.73%,9.72%,9.73%,0.00%,0.00%,34.87%,35.95%,0.00%,100.00%
2021-06-21,9.79%,9.79%,9.80%,0.00%,0.00%,34.64%,35.97%,0.00%,100.00%
2021-06-22,9.74%,9.73%,9.74%,0.00%,0.00%,34.91%,35.87%,0.00%,100.00%
2021-06-23,9.66%,9.64%,9.65%,0.00%,0.00%,34.95%,36.11%,0.00%,100.00%
2021-06-24,9.66%,9.66%,9.67%,0.00%,0.00%,34.93%,36.08%,0.00%,100.00%
2021-06-25,9.65%,9.68%,9.68%,0.00%,0.00%,34.92%,36.08%,0.00%,100.00%
2021-06-28,9.63%,9.65%,9.65%,0.00%,0.00%,35.01%,36.07%,0.00%,100.00%
2021-06-29,9.60%,9.62%,9.62%,0.00%,0.00%,34.90%,36.26%,0.00%,100.00%
2021-06-30,10.00%,10.00%,10.00%,0.00%,0.00%,35.00%,35.00%,0.00%,100.00%
2021-07-01,9.97%,9.95%,9.96%,0.00%,0.00%,35.14%,34.99%,0.00%,100.00%
2021-07-02,9.94%,9.94%,9.94%,0.00%,0.00%,35.27%,34.91%,0.00%,100.00%
2021-07-05,9.91%,9.90%,9.90%,0.00%,0.00%,35.21%,35.08%,0.00%,100.00%
2021-07-06,9.92%,9.91%,9.91%,0.00%,0.00%,35.24%,35.03%,0.00%,100.00%
2021-07-07,9.86%,9.84%,9.84%,0.00%,0.00%,35.18%,35.27%,0.00%,100.00%
2021-07-08,9.83%,9.80%,9.80%,0.00%,0.00%,35.24%,35.33%,0.00%,100.00%
2021-07-09,9.84%,9.81%,9.81%,0.00%,0.00%,35.25%,35.28%,0.00%,100.00%
2021-07-12,9.79%,9.77%,9.76%,0.00%,0.00%,35.36%,35.31%,0.00%,100.00%
2021-07-13,9.77%,9.75%,9.75%,0.00%,0.00%,35.39%,35.35%,0.00%,100.00%
2021-07-14,9.78%,9.74%,9.74%,0.00%,0.00%,35.33%,35.42%,0.00%,100.00%
2021-07-15,9.77%,9.77%,9.77%,0.00%,0.00%,35.27%,35.42%,0.00%,100.00%
2021-07-16,9.83%,9.81%,9.81%,0.00%,0.00%,35.30%,35.24%,0.00%,100.00%
2021-07-19,9.86%,9.84%,9.84%,0.00%,0.00%,35.24%,35.23%,0.00%,100.00%
2021-07-20,9.88%,9.85%,9.86%,0.00%,0.00%,35.09%,35.32%,0.00%,100.00%
2021-07-21,9.81%,9.78%,9.78%,0.00%,0.00%,35.27%,35.36%,0.00%,100.00%
2021-07-22,9.76%,9.74%,9.74%,0.00%,0.00%,35.36%,35.40%,0.00%,100.00%
2021-07-23,9.71%,9.69%,9.69%,0.00%,0.00%,35.34%,35.57%,0.00%,100.00%
2021-07-26,9.66%,9.63%,9.63%,0.00%,0.00%,35.34%,35.75%,0.00%,100.00%
2021-07-27,9.68%,9.64%,9.64%,0.00%,0.00%,35.38%,35.65%,0.00%,100.00%
2021-07-28,9.68%,9.66%,9.66%,0.00%,0.00%,35.51%,35.49%,0.00%,100.00%
2021-07-29,9.72%,9.69%,9.69%,0.00%,0.00%,35.40%,35.49%,0.00%,100.00%
2021-07-30,10.00%,10.00%,10.00%,0.00%,0.00%,35.00%,35.00%,0.00%,100.00%
2021-08-02,9.92%,9.92%,9.92%,0.00%,0.00%,35.05%,35.20%,0.00%,100.00%
2021-08-03,9.96%,9.96%,9.96%,0.00%,0.00%,34.95%,35.15%,0.00%,100.00%
2021-08-04,9.96%,9.95%,9.95%,0.00%,0.00%,34.95%,35.18%,0.00%,100.00%
2021-08-05,9.96%,9.96%,9.96%,0.00%,0.00%,34.87%,35.23%,0.00%,100.00%
2021-08-06,9.94%,9.94%,9.94%,0.00%,0.00%,34.89%,35.29%,0.00%,100.00%
2021-08-09,9.95%,9.96%,9.96%,0.00%,0.00%,34.99%,35.14%,0.00%,100.00%
2021-08-10,9.91%,9.91%,9.91%,0.00%,0.00%,35.00%,35.29%,0.00%,100.00%
2021-08-11,9.88%,9.87%,9.87%,0.00%,0.00%,35.17%,35.21%,0.00%,100.00%
2021-08-12,9.85%,9.85%,9.85%,0.00%,0.00%,35.30%,35.15%,0.00%,100.00%
2021-08-13,9.77%,9.77%,9.77%,0.00%,0.00%,35.37%,35.32%,0.00%,100.00%
2021-08-17,9.71%,9.71%,9.71%,0.00%,0.00%,35.46%,35.40%,0.00%,100.00%
2021-08-18,9.81%,9.79%,9.79%,0.00%,0.00%,35.39%,35.22%,0.00%,100.00%
2021-08-19,9.89%,9.87%,9.87%,0.00%,0.00%,35.26%,35.12%,0.00%,100.00%
2021-08-20,9.81%,9.79%,9.79%,0.00%,0.00%,35.27%,35.33%,0.00%,100.00%
2021-08-23,9.75%,9.74%,9.74%,0.00%,0.00%,35.31%,35.46%,0.00%,100.00%
2021-08-24,9.70%,9.71%,9.71%,0.00%,0.00%,35.29%,35.59%,0.00%,100.00%
2021-08-25,9.69%,9.69%,9.70%,0.00%,0.00%,35.26%,35.65%,0.00%,100.00%
2021-08-26,9.69%,9.68%,9.69%,0.00%,0.00%,35.33%,35.61%,0.00%,100.00%
2021-08-27,9.70%,9.69%,9.69%,0.00%,0.00%,35.30%,35.61%,0.00%,100.00%
2021-08-30,9.68%,9.66%,9.66%,0.00%,0.00%,35.33%,35.67%,0.00%,100.00%
2021-08-31,10.00%,10.00%,10.00%,0.00%,0.00%,35.00%,35.00%,0.00%,100.00%
2021-09-01,10.01%,10.03%,10.03%,0.00%,0.00%,34.99%,34.94%,0.00%,100.00%
2021-09-02,10.01%,10.02%,10.02%,0.00%,0.00%,34.95%,35.00%,0.00%,100.00%
2021-09-03,10.01%,10.03%,10.03%,0.00%,0.00%,35.03%,34.90%,0.00%,100.00%
2021-09-06,10.00%,10.02%,10.02%,0.00%,0.00%,34.95%,35.01%,0.00%,100.00%
2021-09-07,9.99%,10.01%,10.01%,0.00%,0.00%,34.96%,35.02%,0.00%,100.00%
2021-09-08,9.95%,9.98%,9.98%,0.00%,0.00%,34.96%,35.14%,0.00%,100.00%
2021-09-09,9.97%,10.00%,10.00%,0.00%,0.00%,34.94%,35.09%,0.00%,100.00%
2021-09-10,9.96%,9.99%,9.99%,0.00%,0.00%,34.97%,35.08%,0.00%,100.00%
2021-09-13,9.97%,10.01%,10.01%,0.00%,0.00%,34.97%,35.05%,0.00%,100.00%
2021-09-14,10.00%,10.04%,10.04%,0.00%,0.00%,34.96%,34.97%,0.00%,100.00%
2021-09-15,10.05%,10.08%,10.08%,0.00%,0.00%,34.84%,34.96%,0.00%,100.00%
2021-09-16,10.00%,10.03%,10.03%,0.00%,0.00%,34.95%,35.00%,0.00%,100.00%
2021-09-17,9.96%,10.00%,10.00%,0.00%,0.00%,34.91%,35.13%,0.00%,100.00%
2021-09-23,10.07%,10.12%,10.12%,0.00%,0.00%,34.86%,34.83%,0.00%,100.00%
2021-09-24,10.01%,10.07%,10.07%,0.00%,0.00%,34.98%,34.87%,0.00%,100.00%
2021-09-27,9.97%,10.02%,10.02%,0.00%,0.00%,35.07%,34.92%,0.00%,100.00%
2021-09-28,10.00%,10.07%,10.07%,0.00%,0.00%,35.14%,34.71%,0.00%,100.00%
2021-09-29,10.12%,10.20%,10.19%,0.00%,0.00%,35.03%,34.45%,0.00%,100.00%
2021-09-30,10.00%,10.00%,10.00%,0.00%,0.00%,35.00%,35.00%,0.00%,100.00%
2021-10-01,10.12%,10.14%,10.14%,0.00%,0.00%,34.67%,34.94%,0.00%,100.00%
2021-10-05,10.12%,10.14%,10.14%,0.00%,0.00%,34.87%,34.73%,0.00%,100.00%
2021-10-06,10.05%,10.09%,10.09%,0.00%,0.00%,34.94%,34.84%,0.00%,100.00%
2021-10-07,9.92%,9.95%,9.95%,0.00%,0.00%,35.03%,35.13%,0.00%,100.00%
2021-10-08,9.90%,9.93%,9.93%,0.00%,0.00%,35.14%,35.10%,0.00%,100.00%
2021-10-12,9.95%,10.01%,10.01%,0.00%,0.00%,35.05%,34.98%,0.00%,100.00%
2021-10-13,9.98%,10.04%,10.04%,0.00%,0.00%,35.04%,34.89%,0.00%,100.00%
2021-10-14,9.94%,9.99%,9.99%,0.00%,0.00%,35.02%,35.06%,0.00%,100.00%
2021-10-15,9.86%,9.92%,9.92%,0.00%,0.00%,35.13%,35.16%,0.00%,100.00%
2021-10-18,9.81%,9.90%,9.90%,0.00%,0.00%,35.20%,35.19%,0.00%,100.00%
2021-10-19,9.79%,9.86%,9.86%,0.00%,0.00%,35.13%,35.37%,0.00%,100.00%
2021-10-20,9.79%,9.86%,9.86%,0.00%,0.00%,35.13%,35.36%,0.00%,100.00%
2021-10-21,9.78%,9.84%,9.84%,0.00%,0.00%,35.25%,35.30%,0.00%,100.00%
2021-10-22,9.74%,9.80%,9.80%,0.00%,0.00%,35.29%,35.37%,0.00%,100.00%
2021-10-25,9.79%,9.86%,9.86%,0.00%,0.00%,35.27%,35.22%,0.00%,100.00%
2021-10-26,9.72%,9.80%,9.80%,0.00%,0.00%,35.26%,35.43%,0.00%,100.00%
2021-10-27,9.67%,9.78%,9.78%,0.00%,0.00%,35.30%,35.47%,0.00%,100.00%
2021-10-28,9.69%,9.79%,9.79%,0.00%,0.00%,35.16%,35.58%,0.00%,100.00%
2021-10-29,10.00%,10.00%,10.00%,35.00%,35.00%,0.00%,0.00%,0.00%,100.00%
2021-11-01,9.96%,9.96%,9.96%,35.27%,34.86%,0.00%,0.00%,0.00%,100.00%
2021-11-02,9.89%,9.87%,9.88%,35.34%,35.02%,0.00%,0.00%,0.00%,100.00%
2021-11-03,9.94%,9.93%,9.93%,35.43%,34.78%,0.00%,0.00%,0.00%,100.00%
2021-11-04,9.94%,9.91%,9.91%,35.39%,34.85%,0.00%,0.00%,0.00%,100.00%
2021-11-05,9.93%,9.88%,9.88%,35.65%,34.67%,0.00%,0.00%,0.00%,100.00%
2021-11-08,9.96%,9.90%,9.90%,35.55%,34.69%,0.00%,0.00%,0.00%,100.00%
2021-11-09,9.93%,9.87%,9.87%,35.75%,34.59%,0.00%,0.00%,0.00%,100.00%
2021-11-10,10.06%,9.99%,9.99%,35.21%,34.74%,0.00%,0.00%,0.00%,100.00%
2021-11-11,10.02%,9.96%,9.96%,35.48%,34.58%,0.00%,0.00%,0.00%,100.00%
2021-11-12,9.92%,9.87%,9.87%,35.78%,34.56%,0.00%,0.00%,0.00%,100.00%
2021-11-15,9.81%,9.74%,9.74%,36.18%,34.53%,0.00%,0.00%,0.00%,100.00%
2021-11-16,9.77%,9.73%,9.72%,36.37%,34.41%,0.00%,0.00%,0.00%,100.00%
2021-11-17,9.85%,9.81%,9.81%,36.21%,34.32%,0.00%,0.00%,0.00%,100.00%
2021-11-18,9.87%,9.81%,9.81%,36.31%,34.20%,0.00%,0.00%,0.00%,100.00%
2021-11-19,9.81%,9.77%,9.77%,36.53%,34.12%,0.00%,0.00%,0.00%,100.00%
2021-11-22,9.73%,9.70%,9.70%,36.08%,34.79%,0.00%,0.00%,0.00%,100.00%
2021-11-23,9.85%,9.82%,9.82%,35.54%,34.96%,0.00%,0.00%,0.00%,100.00%
2021-11-24,9.83%,9.79%,9.79%,35.80%,34.78%,0.00%,0.00%,0.00%,100.00%
2021-11-25,9.91%,9.85%,9.85%,35.63%,34.75%,0.00%,0.00%,0.00%,100.00%
2021-11-26,10.02%,9.94%,9.94%,35.68%,34.42%,0.00%,0.00%,0.00%,100.00%
2021-11-29,10.06%,9.97%,9.97%,35.73%,34.27%,0.00%,0.00%,0.00%,100.00%
2021-11-30,10.00%,10.00%,10.00%,35.00%,35.00%,0.00%,0.00%,0.00%,100.00%
2021-12-01,9.90%,9.89%,9.89%,34.81%,35.51%,0.00%,0.00%,0.00%,100.00%
2021-12-02,9.86%,9.86%,9.86%,34.48%,35.94%,0.00%,0.00%,0.00%,100.00%
2021-12-03,9.75%,9.76%,9.76%,34.91%,35.83%,0.00%,0.00%,0.00%,100.00%
2021-12-06,9.79%,9.79%,9.79%,34.60%,36.03%,0.00%,0.00%,0.00%,100.00%
2021-12-07,9.73%,9.74%,9.74%,34.68%,36.12%,0.00%,0.00%,0.00%,100.00%
2021-12-08,9.68%,9.68%,9.68%,34.91%,36.05%,0.00%,0.00%,0.00%,100.00%
2021-12-09,9.62%,9.61%,9.61%,35.23%,35.93%,0.00%,0.00%,0.00%,100.00%
2021-12-10,9.69%,9.70%,9.70%,34.85%,36.06%,0.00%,0.00%,0.00%,100.00%
2021-12-13,9.73%,9.72%,9.72%,34.68%,36.15%,0.00%,0.00%,0.00%,100.00%
2021-12-14,9.76%,9.75%,9.75%,34.69%,36.05%,0.00%,0.00%,0.00%,100.00%
2021-12-15,9.74%,9.73%,9.73%,34.84%,35.96%,0.00%,0.00%,0.00%,100.00%
2021-12-16,9.72%,9.70%,9.70%,34.83%,36.04%,0.00%,0.00%,0.00%,100.00%
2021-12-17,9.76%,9.74%,9.74%,34.46%,36.30%,0.00%,0.00%,0.00%,100.00%
2021-12-20,9.85%,9.82%,9.81%,34.59%,35.93%,0.00%,0.00%,0.00%,100.00%
2021-12-21,9.80%,9.76%,9.76%,34.68%,36.00%,0.00%,0.00%,0.00%,100.00%
2021-12-22,9.77%,9.75%,9.75%,34.64%,36.09%,0.00%,0.00%,0.00%,100.00%
2021-12-23,9.73%,9.72%,9.72%,34.66%,36.18%,0.00%,0.00%,0.00%,100.00%
2021-12-24,9.70%,9.69%,9.68%,34.62%,36.31%,0.00%,0.00%,0.00%,100.00%
2021-12-27,9.69%,9.66%,9.66%,34.93%,36.06%,0.00%,0.00%,0.00%,100.00%
2021-12-28,9.55%,9.54%,9.53%,35.60%,35.78%,0.00%,0.00%,0.00%,100.00%
2021-12-29,9.63%,9.61%,9.61%,35.12%,36.03%,0.00%,0.00%,0.00%,100.00%
2021-12-30,10.00%,10.00%,10.00%,35.00%,35.00%,0.00%,0.00%,0.00%,100.00%
2022-01-04,10.04%,10.06%,10.06%,34.55%,35.29%,0.00%,0.00%,0.00%,100.00%
2022-01-05,10.15%,10.19%,10.19%,34.22%,35.24%,0.00%,0.00%,0.00%,100.00%
2022-01-06,10.26%,10.34%,10.34%,33.65%,35.40%,0.00%,0.00%,0.00%,100.00%
2022-01-07,10.19%,10.26%,10.26%,33.73%,35.56%,0.00%,0.00%,0.00%,100.00%
2022-01-10,10.28%,10.35%,10.35%,33.43%,35.59%,0.00%,0.00%,0.00%,100.00%
2022-01-11,10.29%,10.37%,10.37%,33.21%,35.76%,0.00%,0.00%,0.00%,100.00%
2022-01-12,10.16%,10.21%,10.21%,33.62%,35.79%,0.00%,0.00%,0.00%,100.00%
2022-01-13,10.24%,10.28%,10.28%,33.33%,35.86%,0.00%,0.00%,0.00%,100.00%
2022-01-14,10.34%,10.41%,10.41%,33.17%,35.67%,0.00%,0.00%,0.00%,100.00%
2022-01-17,10.35%,10.45%,10.45%,33.09%,35.65%,0.00%,0.00%,0.00%,100.00%
2022-01-18,10.44%,10.53%,10.53%,32.91%,35.59%,0.00%,0.00%,0.00%,100.00%
2022-01-19,10.53%,10.60%,10.60%,32.68%,35.59%,0.00%,0.00%,0.00%,100.00%
2022-01-20,10.39%,10.49%,10.49%,33.22%,35.42%,0.00%,0.00%,0.00%,100.00%
2022-01-21,10.50%,10.59%,10.59%,32.97%,35.35%,0.00%,0.00%,0.00%,100.00%
2022-01-24,10.63%,10.71%,10.71%,32.58%,35.37%,0.00%,0.00%,0.00%,100.00%
2022-01-25,10.79%,10.89%,10.89%,32.35%,35.07%,0.00%,0.00%,0.00%,100.00%
2022-01-26,10.88%,10.97%,10.97%,31.99%,35.19%,0.00%,0.00%,0.00%,100.00%
2022-01-27,11.14%,11.27%,11.27%,31.45%,34.87%,0.00%,0.00%,0.00%,100.00%
2022-01-28,10.00%,10.00%,10.00%,35.00%,35.00%,0.00%,0.00%,0.00%,100.00%
2022-02-03,9.90%,9.89%,9.89%,35.33%,34.98%,0.00%,0.00%,0.00%,100.00%
2022-02-04,9.81%,9.81%,9.81%,35.48%,35.08%,0.00%,0.00%,0.00%,100.00%
2022-02-07,9.89%,9.90%,9.90%,35.26%,35.05%,0.00%,0.00%,0.00%,100.00%
2022-02-08,9.87%,9.92%,9.91%,35.09%,35.21%,0.00%,0.00%,0.00%,100.00%
2022-02-09,9.77%,9.79%,9.79%,35.42%,35.23%,0.00%,0.00%,0.00%,100.00%
2022-02-10,9.83%,9.85%,9.85%,34.75%,35.72%,0.00%,0.00%,0.00%,100.00%
2022-02-11,9.92%,9.98%,9.98%,34.25%,35.88%,0.00%,0.00%,0.00%,100.00%
2022-02-15,10.11%,10.14%,10.14%,33.84%,35.77%,0.00%,0.00%,0.00%,100.00%
2022-02-16,9.89%,9.91%,9.91%,34.79%,35.50%,0.00%,0.00%,0.00%,100.00%
2022-02-17,9.91%,9.93%,9.93%,34.43%,35.81%,0.00%,0.00%,0.00%,100.00%
2022-02-18,9.88%,9.92%,9.92%,34.57%,35.71%,0.00%,0.00%,0.00%,100.00%
2022-02-21,9.87%,9.91%,9.91%,34.61%,35.70%,0.00%,0.00%,0.00%,100.00%
2022-02-22,9.99%,10.02%,10.02%,34.42%,35.55%,0.00%,0.00%,0.00%,100.00%
2022-02-23,9.94%,9.96%,9.96%,34.71%,35.42%,0.00%,0.00%,0.00%,100.00%
2022-02-24,10.16%,10.16%,10.16%,34.30%,35.21%,0.00%,0.00%,0.00%,100.00%
2022-02-25,9.99%,10.00%,10.00%,35.04%,34.98%,0.00%,0.00%,0.00%,100.00%
2022-02-28,10.00%,10.00%,10.00%,35.00%,35.00%,0.00%,0.00%,0.00%,100.00%
2022-03-02,9.96%,9.95%,9.95%,35.38%,34.76%,0.00%,0.00%,0.00%,100.00%
2022-03-03,9.83%,9.82%,9.82%,35.69%,34.85%,0.00%,0.00%,0.00%,100.00%
2022-03-04,9.94%,9.95%,9.95%,35.32%,34.84%,0.00%,0.00%,0.00%,100.00%
2022-03-07,10.09%,10.11%,10.11%,35.15%,34.54%,0.00%,0.00%,0.00%,100.00%
2022-03-08,10.17%,10.18%,10.18%,35.01%,34.47%,0.00%,0.00%,0.00%,100.00%
2022-03-10,9.99%,9.99%,9.99%,35.55%,34.48%,0.00%,0.00%,0.00%,100.00%
2022-03-11,10.00%,10.02%,10.01%,35.54%,34.42%,0.00%,0.00%,0.00%,100.00%
2022-03-14,10.10%,10.10%,10.10%,35.03%,34.66%,0.00%,0.00%,0.00%,100.00%
2022-03-15,10.13%,10.15%,10.15%,35.10%,34.48%,0.00%,0.00%,0.00%,100.00%
2022-03-16,10.00%,9.99%,9.99%,35.55%,34.46%,0.00%,0.00%,0.00%,100.00%
2022-03-17,9.85%,9.85%,9.84%,35.98%,34.47%,0.00%,0.00%,0.00%,100.00%
2022-03-18,9.80%,9.81%,9.80%,36.17%,34.41%,0.00%,0.00%,0.00%,100.00%
2022-03-21,9.88%,9.90%,9.90%,35.94%,34.38%,0.00%,0.00%,0.00%,100.00%
2022-03-22,9.81%,9.87%,9.87%,35.92%,34.53%,0.00%,0.00%,0.00%,100.00%
2022-03-23,9.76%,9.80%,9.80%,36.03%,34.62%,0.00%,0.00%,0.00%,100.00%
2022-03-24,9.77%,9.84%,9.83%,35.99%,34.57%,0.00%,0.00%,0.00%,100.00%
2022-03-25,9.78%,9.85%,9.85%,36.02%,34.51%,0.00%,0.00%,0.00%,100.00%
2022-03-28,9.77%,9.90%,9.90%,35.69%,34.73%,0.00%,0.00%,0.00%,100.00%
2022-03-29,9.71%,9.82%,9.82%,36.06%,34.59%,0.00%,0.00%,0.00%,100.00%
2022-03-30,9.72%,9.80%,9.81%,36.03%,34.64%,0.00%,0.00%,0.00%,100.00%
2022-03-31,10.00%,10.00%,10.00%,35.00%,35.00%,0.00%,0.00%,0.00%,100.00%
2022-04-01,10.02%,10.05%,10.05%,34.92%,34.96%,0.00%,0.00%,0.00%,100.00%
2022-04-04,9.97%,10.01%,10.01%,35.03%,34.97%,0.00%,0.00%,0.00%,100.00%
2022-04-05,9.94%,10.00%,10.00%,35.19%,34.88%,0.00%,0.00%,0.00%,100.00%
2022-04-06,10.01%,10.10%,10.11%,34.91%,34.86%,0.00%,0.00%,0.00%,100.00%
2022-04-07,10.10%,10.17%,10.17%,34.92%,34.65%,0.00%,0.00%,0.00%,100.00%
2022-04-08,10.06%,10.14%,10.14%,35.09%,34.57%,0.00%,0.00%,0.00%,100.00%
2022-04-11,10.10%,10.24%,10.24%,34.53%,34.90%,0.00%,0.00%,0.00%,100.00%
2022-04-12,10.17%,10.29%,10.30%,34.51%,34.73%,0.00%,0.00%,0.00%,100.00%
2022-04-13,10.06%,10.16%,10.16%,34.68%,34.94%,0.00%,0.00%,0.00%,100.00%
2022-04-14,10.12%,10.18%,10.18%,34.68%,34.83%,0.00%,0.00%,0.00%,100.00%
2022-04-15,10.16%,10.25%,10.25%,34.67%,34.67%,0.00%,0.00%,0.00%,100.00%
2022-04-18,10.19%,10.27%,10.28%,34.48%,34.79%,0.00%,0.00%,0.00%,100.00%
2022-04-19,10.06%,10.16%,10.16%,34.88%,34.74%,0.00%,0.00%,0.00%,100.00%
2022-04-20,10.11%,10.19%,10.19%,34.68%,34.83%,0.00%,0.00%,0.00%,100.00%
2022-04-21,10.10%,10.17%,10.18%,34.60%,34.95%,0.00%,0.00%,0.00%,100.00%
2022-04-22,10.16%,10.26%,10.26%,34.46%,34.85%,0.00%,0.00%,0.00%,100.00%
2022-04-25,10.35%,10.42%,10.42%,34.01%,34.80%,0.00%,0.00%,0.00%,100.00%
2022-04-26,10.28%,10.34%,10.34%,34.37%,34.67%,0.00%,0.00%,0.00%,100.00%
2022-04-27,10.39%,10.45%,10.44%,34.12%,34.60%,0.00%,0.00%,0.00%,100.00%
2022-04-28,10.36%,10.44%,10.44%,33.86%,34.91%,0.00%,0.00%,0.00%,100.00%
2022-04-29,10.00%,10.00%,10.00%,0.00%,0.00%,35.00%,35.00%,0.00%,100.00%
2022-05-03,10.07%,10.12%,10.12%,0.00%,0.00%,34.74%,34.95%,0.00%,100.00%
2022-05-04,10.03%,10.10%,10.10%,0.00%,0.00%,34.81%,34.96%,0.00%,100.00%
2022-05-06,10.12%,10.17%,10.17%,0.00%,0.00%,34.92%,34.62%,0.00%,100.00%
2022-05-10,10.35%,10.38%,10.38%,0.00%,0.00%,34.73%,34.17%,0.00%,100.00%
2022-05-11,10.37%,10.37%,10.36%,0.00%,0.00%,34.62%,34.28%,0.00%,100.00%
2022-05-12,10.54%,10.52%,10.52%,0.00%,0.00%,34.69%,33.73%,0.00%,100.00%
