Date,114260.KS mkt val,153130.KS mkt val,157450.KS mkt val,229200.KS mkt val,278530.KS mkt val,379800.KS mkt val,379810.KS mkt val,cash_rem,port_val,월별수익률,누적수익률
2021-04-09,0.0,0.0,0.0,600.0,400.0,0.0,0.0,0.0,1000.0,0.0,0.0
2021-04-30,0.0,0.0,0.0,0.0,0.0,487.89288121340263,487.89288121340263,0.0,975.7857624268053,-0.02421423757319474,-0.02421423757319474
2021-05-31,0.0,0.0,0.0,0.0,0.0,484.88742601231786,484.88742601231786,0.0,969.7748520246357,-0.006160071845299542,-0.03022514797536424
2021-06-30,0.0,0.0,0.0,0.0,0.0,512.8790259535477,512.8790259535477,0.0,1025.7580519070955,0.05772803838497298,0.02575805190709546
2021-07-30,0.0,0.0,0.0,0.0,0.0,533.8071544582747,533.8071544582747,0.0,1067.6143089165494,0.04080519468663635,0.06761430891654929
2021-08-31,0.0,0.0,0.0,0.0,0.0,563.1839123216425,563.1839123216425,0.0,1126.367824643285,0.05503252929080804,0.1263678246432851
2021-09-30,0.0,0.0,0.0,0.0,0.0,550.7155934001962,550.7155934001962,0.0,1101.4311868003924,-0.022138982752627823,0.10143118680039231
2021-10-29,0.0,0.0,0.0,569.11161499253,569.11161499253,0.0,0.0,0.0,1138.22322998506,0.03340385094010889,0.1382232299850601
2021-11-30,0.0,0.0,0.0,559.8588769382262,559.8588769382262,0.0,0.0,0.0,1119.7177538764524,-0.016258213346120542,0.11971775387645245
2021-12-30,0.0,0.0,0.0,590.4297629061132,590.4297629061132,0.0,0.0,0.0,1180.8595258122264,0.054604628464719474,0.1808595258122263
2022-01-28,0.0,0.0,0.0,510.445442058765,510.445442058765,0.0,0.0,0.0,1020.89088411753,-0.1354679690496341,0.02089088411753015
2022-02-28,0.0,0.0,0.0,514.3470997626141,514.3470997626141,0.0,0.0,0.0,1028.6941995252282,0.007643633153256557,0.028694199525228115
2022-03-31,0.0,0.0,0.0,532.6889057080908,532.6889057080908,0.0,0.0,0.0,1065.3778114161817,0.03566036622728497,0.0653778114161816
2022-04-29,0.0,0.0,0.0,0.0,0.0,510.92130551169896,510.92130551169896,0.0,1021.8426110233979,-0.04086362596092874,0.021842611023398018
2022-05-31,0.0,0.0,0.0,0.0,0.0,484.9052798639739,484.9052798639739,0.0,969.8105597279477,-0.050919829271299344,-0.03018944027205228
2022-06-30,0.0,0.0,0.0,0.0,0.0,461.4858384473565,461.4858384473565,0.0,922.971676894713,-0.04829694043172106,-0.07702832310528696
2022-07-29,0.0,0.0,0.0,0.0,0.0,508.92122267289767,508.92122267289767,0.0,1017.8424453457953,0.10278838541424129,0.017842445345795266
2022-08-31,0.0,0.0,0.0,0.0,0.0,509.81029453115536,509.81029453115536,0.0,1019.6205890623107,0.0017469734384198965,0.019620589062310678
2022-09-30,0.0,0.0,0.0,0.0,0.0,493.347789627495,493.347789627495,0.0,986.69557925499,-0.03229143287269243,-0.013304420745010037
2022-10-31,0.0,0.0,0.0,616.5558848830784,411.037256588719,0.0,0.0,0.0,1027.5931414717975,0.04144901738354534,0.02759314147179759
2022-11-30,0.0,0.0,0.0,645.4057978902038,430.2705319268025,0.0,0.0,0.0,1075.6763298170063,0.0467920487249851,0.07567632981700623
2022-12-29,0.0,0.0,0.0,599.01853158436,399.3456877229067,0.0,0.0,0.0,998.3642193072667,-0.07187302385178629,-0.0016357806927332907
2023-01-31,0.0,0.0,0.0,642.5568928940528,428.3712619293686,0.0,0.0,0.0,1070.9281548234214,0.07268282868400933,0.07092815482342152
2023-02-28,0.0,0.0,0.0,685.1213661982072,456.7475774654715,0.0,0.0,0.0,1141.8689436636787,0.06624234176750554,0.14186894366367864
2023-03-31,0.0,0.0,0.0,734.0110534633883,489.3407023089256,0.0,0.0,0.0,1223.351755772314,0.07135916302898848,0.22335175577231392
2023-04-28,0.0,0.0,0.0,0.0,0.0,625.9057155348788,625.9057155348788,0.0,1251.8114310697576,0.02326368941979151,0.2518114310697577
2023-05-31,0.0,0.0,0.0,0.0,0.0,653.2226542653038,653.2226542653038,0.0,1306.4453085306077,0.04364385569970519,0.3064453085306076
2023-06-30,0.0,0.0,0.0,0.0,0.0,681.6604566134332,681.6604566134332,0.0,1363.3209132268664,0.04353462355054738,0.36332091322686644
2023-07-28,0.0,0.0,0.0,0.0,0.0,684.2681951470898,684.2681951470898,0.0,1368.5363902941797,0.0038255681525258822,0.3685363902941796
2023-08-31,0.0,0.0,0.0,0.0,0.0,705.3962218613244,705.3962218613244,0.0,1410.7924437226488,0.030876821199753213,0.4107924437226489
2023-09-27,0.0,0.0,0.0,0.0,0.0,680.8823959994044,680.8823959994044,0.0,1361.7647919988087,-0.034751853075191685,0.36176479199880873
2023-10-31,0.0,0.0,0.0,663.1396094216791,663.1396094216791,0.0,0.0,0.0,1326.2792188433582,-0.026058518595832192,0.3262792188433581
2023-11-30,0.0,0.0,0.0,748.2184218121517,748.2184218121517,0.0,0.0,0.0,1496.4368436243035,0.12829698480033414,0.4964368436243034
2023-12-28,0.0,0.0,0.0,794.9189603764901,794.9189603764901,0.0,0.0,0.0,1589.8379207529802,0.06241564923145271,0.5898379207529802
2024-01-31,0.0,0.0,0.0,727.6379163724749,727.6379163724749,0.0,0.0,0.0,1455.2758327449499,-0.08463887183185248,0.45527583274494976
2024-02-29,0.0,0.0,0.0,795.1885267274309,795.1885267274309,0.0,0.0,0.0,1590.3770534548619,0.09283547329655262,0.5903770534548618
