Date,6,5,3,2,1,total,위험자산비중,rebal
2021-07-29,16.30%,32.63%,0.00%,0.00%,51.07%,100.00%,51.07%,False
2021-07-30,16.67%,33.33%,0.00%,0.00%,50.00%,100.00%,50.00%,True
2021-08-02,16.57%,33.14%,0.00%,0.00%,50.29%,100.00%,50.29%,False
2021-08-03,16.62%,33.25%,0.00%,0.00%,50.13%,100.00%,50.13%,False
2021-08-04,16.61%,33.23%,0.00%,0.00%,50.16%,100.00%,50.16%,False
2021-08-05,16.62%,33.25%,0.00%,0.00%,50.13%,100.00%,50.13%,False
2021-08-06,16.60%,33.19%,0.00%,0.00%,50.21%,100.00%,50.21%,False
2021-08-09,16.62%,33.23%,0.00%,0.00%,50.16%,100.00%,50.16%,False
2021-08-10,16.55%,33.11%,0.00%,0.00%,50.34%,100.00%,50.34%,False
2021-08-11,16.52%,33.04%,0.00%,0.00%,50.45%,100.00%,50.45%,False
2021-08-12,16.48%,32.97%,0.00%,0.00%,50.54%,100.00%,50.54%,False
2021-08-13,16.39%,32.78%,0.00%,0.00%,50.82%,100.00%,50.82%,False
2021-08-17,16.32%,32.65%,0.00%,0.00%,51.03%,100.00%,51.03%,False
2021-08-18,16.42%,32.86%,0.00%,0.00%,50.73%,100.00%,50.73%,False
2021-08-19,16.50%,33.04%,0.00%,0.00%,50.45%,100.00%,50.45%,False
2021-08-20,16.41%,32.87%,0.00%,0.00%,50.72%,100.00%,50.72%,False
2021-08-23,16.35%,32.72%,0.00%,0.00%,50.93%,100.00%,50.93%,False
2021-08-24,16.32%,32.62%,0.00%,0.00%,51.06%,100.00%,51.06%,False
2021-08-25,16.30%,32.60%,0.00%,0.00%,51.10%,100.00%,51.10%,False
2021-08-26,16.29%,32.58%,0.00%,0.00%,51.13%,100.00%,51.13%,False
2021-08-27,16.30%,32.61%,0.00%,0.00%,51.10%,100.00%,51.10%,False
2021-08-30,16.26%,32.55%,0.00%,0.00%,51.19%,100.00%,51.19%,False
2021-08-31,16.67%,33.33%,0.00%,0.00%,50.00%,100.00%,50.00%,True
2021-09-01,16.70%,33.38%,0.00%,0.00%,49.92%,100.00%,49.92%,False
2021-09-02,16.70%,33.36%,0.00%,0.00%,49.94%,100.00%,49.94%,False
2021-09-03,16.70%,33.38%,0.00%,0.00%,49.92%,100.00%,49.92%,False
2021-09-06,16.70%,33.36%,0.00%,0.00%,49.95%,100.00%,49.95%,False
2021-09-07,16.68%,33.33%,0.00%,0.00%,49.99%,100.00%,49.99%,False
2021-09-08,16.65%,33.23%,0.00%,0.00%,50.12%,100.00%,50.12%,False
2021-09-09,16.68%,33.29%,0.00%,0.00%,50.03%,100.00%,50.03%,False
2021-09-10,16.66%,33.28%,0.00%,0.00%,50.06%,100.00%,50.06%,False
2021-09-13,16.68%,33.29%,0.00%,0.00%,50.02%,100.00%,50.02%,False
2021-09-14,16.72%,33.37%,0.00%,0.00%,49.92%,100.00%,49.92%,False
2021-09-15,16.76%,33.47%,0.00%,0.00%,49.76%,100.00%,49.76%,False
2021-09-16,16.71%,33.36%,0.00%,0.00%,49.94%,100.00%,49.94%,False
2021-09-17,16.67%,33.28%,0.00%,0.00%,50.05%,100.00%,50.05%,False
2021-09-23,16.82%,33.56%,0.00%,0.00%,49.62%,100.00%,49.62%,False
2021-09-24,16.76%,33.42%,0.00%,0.00%,49.82%,100.00%,49.82%,False
2021-09-27,16.71%,33.31%,0.00%,0.00%,49.98%,100.00%,49.98%,False
2021-09-28,16.76%,33.41%,0.00%,0.00%,49.82%,100.00%,49.82%,False
2021-09-29,16.91%,33.70%,0.00%,0.00%,49.39%,100.00%,49.39%,False
2021-09-30,16.67%,33.33%,0.00%,0.00%,50.00%,100.00%,50.00%,True
2021-10-01,16.83%,33.64%,0.00%,0.00%,49.53%,100.00%,49.53%,False
2021-10-05,16.83%,33.64%,0.00%,0.00%,49.53%,100.00%,49.53%,False
2021-10-06,16.78%,33.49%,0.00%,0.00%,49.73%,100.00%,49.73%,False
2021-10-07,16.62%,33.19%,0.00%,0.00%,50.20%,100.00%,50.20%,False
2021-10-08,16.59%,33.12%,0.00%,0.00%,50.29%,100.00%,50.29%,False
2021-10-12,16.69%,33.27%,0.00%,0.00%,50.04%,100.00%,50.04%,False
2021-10-13,16.72%,33.35%,0.00%,0.00%,49.92%,100.00%,49.92%,False
2021-10-14,16.67%,33.24%,0.00%,0.00%,50.09%,100.00%,50.09%,False
2021-10-15,16.58%,33.07%,0.00%,0.00%,50.35%,100.00%,50.35%,False
2021-10-18,16.56%,32.98%,0.00%,0.00%,50.47%,100.00%,50.47%,False
2021-10-19,16.51%,32.90%,0.00%,0.00%,50.60%,100.00%,50.60%,False
2021-10-20,16.51%,32.90%,0.00%,0.00%,50.60%,100.00%,50.60%,False
2021-10-21,16.48%,32.86%,0.00%,0.00%,50.66%,100.00%,50.66%,False
2021-10-22,16.44%,32.77%,0.00%,0.00%,50.78%,100.00%,50.78%,False
2021-10-25,16.51%,32.90%,0.00%,0.00%,50.58%,100.00%,50.58%,False
2021-10-26,16.44%,32.74%,0.00%,0.00%,50.83%,100.00%,50.83%,False
2021-10-27,16.42%,32.66%,0.00%,0.00%,50.92%,100.00%,50.92%,False
2021-10-28,16.42%,32.69%,0.00%,0.00%,50.88%,100.00%,50.88%,False
2021-10-29,16.67%,33.33%,0.00%,50.00%,0.00%,100.00%,50.00%,True
2021-11-01,16.61%,33.24%,0.00%,50.15%,0.00%,100.00%,50.15%,False
2021-11-02,16.51%,33.06%,0.00%,50.43%,0.00%,100.00%,50.43%,False
2021-11-03,16.58%,33.17%,0.00%,50.25%,0.00%,100.00%,50.25%,False
2021-11-04,16.55%,33.16%,0.00%,50.29%,0.00%,100.00%,50.29%,False
2021-11-05,16.51%,33.11%,0.00%,50.38%,0.00%,100.00%,50.38%,False
2021-11-08,16.53%,33.18%,0.00%,50.29%,0.00%,100.00%,50.29%,False
2021-11-09,16.50%,33.10%,0.00%,50.40%,0.00%,100.00%,50.40%,False
2021-11-10,16.65%,33.41%,0.00%,49.94%,0.00%,100.00%,49.94%,False
2021-11-11,16.61%,33.32%,0.00%,50.07%,0.00%,100.00%,50.07%,False
2021-11-12,16.50%,33.08%,0.00%,50.41%,0.00%,100.00%,50.41%,False
2021-11-15,16.34%,32.80%,0.00%,50.86%,0.00%,100.00%,50.86%,False
2021-11-16,16.33%,32.74%,0.00%,50.93%,0.00%,100.00%,50.93%,False
2021-11-17,16.43%,32.93%,0.00%,50.64%,0.00%,100.00%,50.64%,False
2021-11-18,16.43%,32.96%,0.00%,50.61%,0.00%,100.00%,50.61%,False
2021-11-19,16.38%,32.83%,0.00%,50.78%,0.00%,100.00%,50.78%,False
2021-11-22,16.30%,32.66%,0.00%,51.04%,0.00%,100.00%,51.04%,False
2021-11-23,16.45%,32.95%,0.00%,50.61%,0.00%,100.00%,50.61%,False
2021-11-24,16.41%,32.89%,0.00%,50.70%,0.00%,100.00%,50.70%,False
2021-11-25,16.48%,33.06%,0.00%,50.46%,0.00%,100.00%,50.46%,False
2021-11-26,16.58%,33.30%,0.00%,50.12%,0.00%,100.00%,50.12%,False
2021-11-29,16.62%,33.38%,0.00%,50.00%,0.00%,100.00%,50.00%,False
2021-11-30,16.67%,33.33%,0.00%,50.00%,0.00%,100.00%,50.00%,True
2021-12-01,16.53%,33.09%,0.00%,50.38%,0.00%,100.00%,50.38%,False
2021-12-02,16.50%,33.00%,0.00%,50.50%,0.00%,100.00%,50.50%,False
2021-12-03,16.38%,32.74%,0.00%,50.88%,0.00%,100.00%,50.88%,False
2021-12-06,16.42%,32.83%,0.00%,50.76%,0.00%,100.00%,50.76%,False
2021-12-07,16.35%,32.69%,0.00%,50.96%,0.00%,100.00%,50.96%,False
2021-12-08,16.28%,32.57%,0.00%,51.15%,0.00%,100.00%,51.15%,False
2021-12-09,16.19%,32.41%,0.00%,51.40%,0.00%,100.00%,51.40%,False
2021-12-10,16.31%,32.60%,0.00%,51.09%,0.00%,100.00%,51.09%,False
2021-12-13,16.33%,32.68%,0.00%,51.00%,0.00%,100.00%,51.00%,False
2021-12-14,16.37%,32.75%,0.00%,50.89%,0.00%,100.00%,50.89%,False
2021-12-15,16.34%,32.70%,0.00%,50.96%,0.00%,100.00%,50.96%,False
2021-12-16,16.31%,32.64%,0.00%,51.06%,0.00%,100.00%,51.06%,False
2021-12-17,16.36%,32.73%,0.00%,50.91%,0.00%,100.00%,50.91%,False
2021-12-20,16.44%,32.94%,0.00%,50.62%,0.00%,100.00%,50.62%,False
2021-12-21,16.38%,32.81%,0.00%,50.81%,0.00%,100.00%,50.81%,False
2021-12-22,16.36%,32.76%,0.00%,50.87%,0.00%,100.00%,50.87%,False
2021-12-23,16.33%,32.66%,0.00%,51.01%,0.00%,100.00%,51.01%,False
2021-12-24,16.29%,32.59%,0.00%,51.12%,0.00%,100.00%,51.12%,False
2021-12-27,16.26%,32.56%,0.00%,51.19%,0.00%,100.00%,51.19%,False
2021-12-28,16.11%,32.23%,0.00%,51.66%,0.00%,100.00%,51.66%,False
2021-12-29,16.20%,32.41%,0.00%,51.39%,0.00%,100.00%,51.39%,False
2021-12-30,16.67%,33.33%,0.00%,50.00%,0.00%,100.00%,50.00%,True
2022-01-04,16.74%,33.45%,0.00%,49.81%,0.00%,100.00%,49.81%,False
2022-01-05,16.90%,33.73%,0.00%,49.37%,0.00%,100.00%,49.37%,False
2022-01-06,17.09%,34.04%,0.00%,48.88%,0.00%,100.00%,48.88%,False
2022-01-07,16.99%,33.85%,0.00%,49.16%,0.00%,100.00%,49.16%,False
2022-01-10,17.09%,34.07%,0.00%,48.84%,0.00%,100.00%,48.84%,False
2022-01-11,17.11%,34.10%,0.00%,48.79%,0.00%,100.00%,48.79%,False
2022-01-12,16.93%,33.77%,0.00%,49.30%,0.00%,100.00%,49.30%,False
2022-01-13,17.01%,33.94%,0.00%,49.05%,0.00%,100.00%,49.05%,False
2022-01-14,17.16%,34.20%,0.00%,48.64%,0.00%,100.00%,48.64%,False
2022-01-17,17.22%,34.26%,0.00%,48.52%,0.00%,100.00%,48.52%,False
2022-01-18,17.31%,34.46%,0.00%,48.23%,0.00%,100.00%,48.23%,False
2022-01-19,17.39%,34.64%,0.00%,47.97%,0.00%,100.00%,47.97%,False
2022-01-20,17.25%,34.34%,0.00%,48.40%,0.00%,100.00%,48.40%,False
2022-01-21,17.37%,34.59%,0.00%,48.04%,0.00%,100.00%,48.04%,False
2022-01-24,17.51%,34.89%,0.00%,47.60%,0.00%,100.00%,47.60%,False
2022-01-25,17.72%,35.28%,0.00%,47.00%,0.00%,100.00%,47.00%,False
2022-01-26,17.81%,35.46%,0.00%,46.73%,0.00%,100.00%,46.73%,False
2022-01-27,18.15%,36.09%,0.00%,45.77%,0.00%,100.00%,45.77%,False
2022-01-28,16.67%,33.33%,0.00%,50.00%,0.00%,100.00%,50.00%,True
2022-02-03,16.54%,33.09%,0.00%,50.38%,0.00%,100.00%,50.38%,False
2022-02-04,16.44%,32.88%,0.00%,50.67%,0.00%,100.00%,50.67%,False
2022-02-07,16.55%,33.08%,0.00%,50.37%,0.00%,100.00%,50.37%,False
2022-02-08,16.57%,33.07%,0.00%,50.35%,0.00%,100.00%,50.35%,False
2022-02-09,16.42%,32.80%,0.00%,50.78%,0.00%,100.00%,50.78%,False
2022-02-10,16.49%,32.94%,0.00%,50.57%,0.00%,100.00%,50.57%,False
2022-02-11,16.65%,33.20%,0.00%,50.16%,0.00%,100.00%,50.16%,False
2022-02-15,16.84%,33.62%,0.00%,49.54%,0.00%,100.00%,49.54%,False
2022-02-16,16.57%,33.09%,0.00%,50.35%,0.00%,100.00%,50.35%,False
2022-02-17,16.58%,33.13%,0.00%,50.29%,0.00%,100.00%,50.29%,False
2022-02-18,16.58%,33.09%,0.00%,50.34%,0.00%,100.00%,50.34%,False
2022-02-21,16.57%,33.07%,0.00%,50.36%,0.00%,100.00%,50.36%,False
2022-02-22,16.70%,33.34%,0.00%,49.97%,0.00%,100.00%,49.97%,False
2022-02-23,16.63%,33.21%,0.00%,50.16%,0.00%,100.00%,50.16%,False
2022-02-24,16.86%,33.71%,0.00%,49.43%,0.00%,100.00%,49.43%,False
2022-02-25,16.67%,33.31%,0.00%,50.02%,0.00%,100.00%,50.02%,False
2022-02-28,16.67%,33.33%,0.00%,50.00%,0.00%,100.00%,50.00%,True
2022-03-02,16.61%,33.23%,0.00%,50.16%,0.00%,100.00%,50.16%,False
2022-03-03,16.44%,32.91%,0.00%,50.65%,0.00%,100.00%,50.65%,False
2022-03-04,16.61%,33.20%,0.00%,50.19%,0.00%,100.00%,50.19%,False
2022-03-07,16.80%,33.57%,0.00%,49.64%,0.00%,100.00%,49.64%,False
2022-03-08,16.88%,33.74%,0.00%,49.38%,0.00%,100.00%,49.38%,False
2022-03-10,16.66%,33.31%,0.00%,50.03%,0.00%,100.00%,50.03%,False
2022-03-11,16.69%,33.35%,0.00%,49.96%,0.00%,100.00%,49.96%,False
2022-03-14,16.79%,33.57%,0.00%,49.64%,0.00%,100.00%,49.64%,False
2022-03-15,16.85%,33.66%,0.00%,49.49%,0.00%,100.00%,49.49%,False
2022-03-16,16.66%,33.33%,0.00%,50.01%,0.00%,100.00%,50.01%,False
2022-03-17,16.48%,32.97%,0.00%,50.55%,0.00%,100.00%,50.55%,False
2022-03-18,16.44%,32.86%,0.00%,50.70%,0.00%,100.00%,50.70%,False
2022-03-21,16.55%,33.07%,0.00%,50.38%,0.00%,100.00%,50.38%,False
2022-03-22,16.52%,32.94%,0.00%,50.55%,0.00%,100.00%,50.55%,False
2022-03-23,16.43%,32.79%,0.00%,50.77%,0.00%,100.00%,50.77%,False
2022-03-24,16.48%,32.85%,0.00%,50.67%,0.00%,100.00%,50.67%,False
2022-03-25,16.49%,32.88%,0.00%,50.63%,0.00%,100.00%,50.63%,False
2022-03-28,16.57%,32.93%,0.00%,50.50%,0.00%,100.00%,50.50%,False
2022-03-29,16.46%,32.76%,0.00%,50.78%,0.00%,100.00%,50.78%,False
2022-03-30,16.44%,32.75%,0.00%,50.80%,0.00%,100.00%,50.80%,False
2022-03-31,16.67%,33.33%,0.00%,50.00%,0.00%,100.00%,50.00%,True
2022-04-01,16.74%,33.41%,0.00%,49.85%,0.00%,100.00%,49.85%,False
2022-04-04,16.69%,33.31%,0.00%,50.00%,0.00%,100.00%,50.00%,False
2022-04-05,16.67%,33.25%,0.00%,50.08%,0.00%,100.00%,50.08%,False
2022-04-06,16.81%,33.46%,0.00%,49.73%,0.00%,100.00%,49.73%,False
2022-04-07,16.87%,33.65%,0.00%,49.48%,0.00%,100.00%,49.48%,False
2022-04-08,16.84%,33.56%,0.00%,49.60%,0.00%,100.00%,49.60%,False
2022-04-11,16.97%,33.71%,0.00%,49.32%,0.00%,100.00%,49.32%,False
2022-04-12,17.03%,33.86%,0.00%,49.11%,0.00%,100.00%,49.11%,False
2022-04-13,16.87%,33.59%,0.00%,49.55%,0.00%,100.00%,49.55%,False
2022-04-14,16.89%,33.69%,0.00%,49.42%,0.00%,100.00%,49.42%,False
2022-04-15,16.97%,33.80%,0.00%,49.22%,0.00%,100.00%,49.22%,False
2022-04-18,17.01%,33.87%,0.00%,49.13%,0.00%,100.00%,49.13%,False
2022-04-19,16.87%,33.58%,0.00%,49.55%,0.00%,100.00%,49.55%,False
2022-04-20,16.91%,33.68%,0.00%,49.42%,0.00%,100.00%,49.42%,False
2022-04-21,16.89%,33.65%,0.00%,49.47%,0.00%,100.00%,49.47%,False
2022-04-22,16.99%,33.82%,0.00%,49.18%,0.00%,100.00%,49.18%,False
2022-04-25,17.17%,34.23%,0.00%,48.60%,0.00%,100.00%,48.60%,False
2022-04-26,17.07%,34.06%,0.00%,48.87%,0.00%,100.00%,48.87%,False
2022-04-27,17.20%,34.30%,0.00%,48.50%,0.00%,100.00%,48.50%,False
2022-04-28,17.20%,34.25%,0.00%,48.55%,0.00%,100.00%,48.55%,False
2022-04-29,16.67%,33.33%,0.00%,0.00%,50.00%,100.00%,50.00%,True
2022-05-03,16.81%,33.55%,0.00%,0.00%,49.64%,100.00%,49.64%,False
2022-05-04,16.80%,33.48%,0.00%,0.00%,49.72%,100.00%,49.72%,False
2022-05-06,16.87%,33.67%,0.00%,0.00%,49.46%,100.00%,49.46%,False
2022-05-10,17.11%,34.19%,0.00%,0.00%,48.70%,100.00%,48.70%,False
2022-05-11,17.10%,34.20%,0.00%,0.00%,48.70%,100.00%,48.70%,False
2022-05-12,17.27%,34.58%,0.00%,0.00%,48.15%,100.00%,48.15%,False
2022-05-13,17.22%,34.47%,0.00%,0.00%,48.31%,100.00%,48.31%,False
2022-05-16,17.15%,34.29%,0.00%,0.00%,48.57%,100.00%,48.57%,False
2022-05-17,17.14%,34.27%,0.00%,0.00%,48.59%,100.00%,48.59%,False
2022-05-18,17.08%,34.15%,0.00%,0.00%,48.77%,100.00%,48.77%,False
2022-05-19,17.38%,34.74%,0.00%,0.00%,47.88%,100.00%,47.88%,False
2022-05-20,17.41%,34.82%,0.00%,0.00%,47.77%,100.00%,47.77%,False
2022-05-23,17.41%,34.68%,0.00%,0.00%,47.90%,100.00%,47.90%,False
2022-05-24,17.47%,34.99%,0.00%,0.00%,47.53%,100.00%,47.53%,False
2022-05-25,17.44%,34.94%,0.00%,0.00%,47.62%,100.00%,47.62%,False
2022-05-26,17.40%,34.85%,0.00%,0.00%,47.75%,100.00%,47.75%,False
2022-05-27,17.26%,34.59%,0.00%,0.00%,48.14%,100.00%,48.14%,False
2022-05-30,17.03%,34.11%,0.00%,0.00%,48.86%,100.00%,48.86%,False
2022-05-31,16.67%,33.33%,0.00%,0.00%,50.00%,100.00%,50.00%,True
2022-06-02,16.69%,33.34%,0.00%,0.00%,49.97%,100.00%,49.97%,False
2022-06-03,16.57%,33.11%,0.00%,0.00%,50.31%,100.00%,50.31%,False
2022-06-07,16.68%,33.28%,0.00%,0.00%,50.04%,100.00%,50.04%,False
2022-06-08,16.61%,33.13%,0.00%,0.00%,50.27%,100.00%,50.27%,False
2022-06-09,16.65%,33.23%,0.00%,0.00%,50.12%,100.00%,50.12%,False
2022-06-10,16.74%,33.41%,0.00%,0.00%,49.85%,100.00%,49.85%,False
2022-06-13,17.12%,34.08%,0.00%,0.00%,48.80%,100.00%,48.80%,False
2022-06-14,17.18%,34.17%,0.00%,0.00%,48.64%,100.00%,48.64%,False
2022-06-15,17.24%,34.24%,0.00%,0.00%,48.52%,100.00%,48.52%,False
2022-06-16,17.20%,34.17%,0.00%,0.00%,48.63%,100.00%,48.63%,False
2022-06-17,17.40%,34.54%,0.00%,0.00%,48.06%,100.00%,48.06%,False
2022-06-20,17.33%,34.40%,0.00%,0.00%,48.27%,100.00%,48.27%,False
2022-06-21,17.26%,34.25%,0.00%,0.00%,48.49%,100.00%,48.49%,False
2022-06-22,17.25%,34.28%,0.00%,0.00%,48.47%,100.00%,48.47%,False
2022-06-23,17.13%,34.07%,0.00%,0.00%,48.80%,100.00%,48.80%,False
2022-06-24,16.97%,33.77%,0.00%,0.00%,49.26%,100.00%,49.26%,False
2022-06-27,16.85%,33.52%,0.00%,0.00%,49.63%,100.00%,49.63%,False
2022-06-28,16.86%,33.55%,0.00%,0.00%,49.59%,100.00%,49.59%,False
2022-06-29,17.01%,33.82%,0.00%,0.00%,49.17%,100.00%,49.17%,False
2022-06-30,16.67%,33.33%,0.00%,0.00%,50.00%,100.00%,50.00%,True
2022-07-01,16.72%,33.52%,0.00%,0.00%,49.75%,100.00%,49.75%,False
2022-07-04,16.62%,33.32%,0.00%,0.00%,50.05%,100.00%,50.05%,False
2022-07-05,16.51%,33.17%,0.00%,0.00%,50.32%,100.00%,50.32%,False
2022-07-06,16.47%,33.15%,0.00%,0.00%,50.38%,100.00%,50.38%,False
2022-07-07,16.41%,33.01%,0.00%,0.00%,50.58%,100.00%,50.58%,False
2022-07-08,16.34%,32.84%,0.00%,0.00%,50.83%,100.00%,50.83%,False
2022-07-11,16.35%,32.86%,0.00%,0.00%,50.79%,100.00%,50.79%,False
2022-07-12,16.40%,32.96%,0.00%,0.00%,50.65%,100.00%,50.65%,False
2022-07-13,16.43%,33.07%,0.00%,0.00%,50.50%,100.00%,50.50%,False
2022-07-14,16.48%,33.14%,0.00%,0.00%,50.37%,100.00%,50.37%,False
2022-07-15,16.33%,32.89%,0.00%,0.00%,50.77%,100.00%,50.77%,False
2022-07-18,16.21%,32.64%,0.00%,0.00%,51.15%,100.00%,51.15%,False
2022-07-19,16.33%,32.88%,0.00%,0.00%,50.79%,100.00%,50.79%,False
2022-07-20,16.10%,32.38%,0.00%,0.00%,51.52%,100.00%,51.52%,False
2022-07-21,16.06%,32.30%,0.00%,0.00%,51.64%,100.00%,51.64%,False
2022-07-22,15.99%,32.18%,0.00%,0.00%,51.84%,100.00%,51.84%,False
2022-07-25,16.04%,32.32%,0.00%,0.00%,51.64%,100.00%,51.64%,False
