Date,5,3,2,1,0,total,위험자산비중,rebal
2023-10-12,50.57%,0.00%,0.00%,49.43%,0.00%,100.00%,50.57%,False
2023-10-13,50.60%,0.00%,0.00%,49.40%,0.00%,100.00%,50.60%,False
2023-10-16,50.46%,0.00%,0.00%,49.54%,0.00%,100.00%,50.46%,False
2023-10-17,50.46%,0.00%,0.00%,49.54%,0.00%,100.00%,50.46%,False
2023-10-18,50.36%,0.00%,0.00%,49.64%,0.00%,100.00%,50.36%,False
2023-10-19,50.37%,0.00%,0.00%,49.63%,0.00%,100.00%,50.37%,False
2023-10-20,50.34%,0.00%,0.00%,49.66%,0.00%,100.00%,50.34%,False
2023-10-23,50.31%,0.00%,0.00%,49.69%,0.00%,100.00%,50.31%,False
2023-10-24,50.46%,0.00%,0.00%,49.54%,0.00%,100.00%,50.46%,False
2023-10-25,50.42%,0.00%,0.00%,49.58%,0.00%,100.00%,50.42%,False
2023-10-26,50.10%,0.00%,0.00%,49.90%,0.00%,100.00%,50.10%,False
2023-10-27,50.13%,0.00%,0.00%,49.87%,0.00%,100.00%,50.13%,False
2023-10-30,50.33%,0.00%,0.00%,49.67%,0.00%,100.00%,50.33%,False
2023-10-31,0.00%,0.00%,50.00%,50.00%,0.00%,100.00%,0.00%,True
2023-11-01,0.00%,0.00%,49.67%,50.33%,0.00%,100.00%,0.00%,False
2023-11-02,0.00%,0.00%,50.59%,49.41%,0.00%,100.00%,0.00%,False
2023-11-03,0.00%,0.00%,50.44%,49.56%,0.00%,100.00%,0.00%,False
2023-11-06,0.00%,0.00%,52.73%,47.27%,0.00%,100.00%,0.00%,False
2023-11-07,0.00%,0.00%,51.92%,48.08%,0.00%,100.00%,0.00%,False
2023-11-08,0.00%,0.00%,51.46%,48.54%,0.00%,100.00%,0.00%,False
2023-11-09,0.00%,0.00%,51.13%,48.87%,0.00%,100.00%,0.00%,False
2023-11-10,0.00%,0.00%,50.73%,49.27%,0.00%,100.00%,0.00%,False
2023-11-13,0.00%,0.00%,50.35%,49.65%,0.00%,100.00%,0.00%,False
2023-11-14,0.00%,0.00%,50.78%,49.22%,0.00%,100.00%,0.00%,False
2023-11-15,0.00%,0.00%,50.66%,49.34%,0.00%,100.00%,0.00%,False
2023-11-16,0.00%,0.00%,50.57%,49.43%,0.00%,100.00%,0.00%,False
2023-11-17,0.00%,0.00%,50.21%,49.79%,0.00%,100.00%,0.00%,False
2023-11-20,0.00%,0.00%,50.65%,49.35%,0.00%,100.00%,0.00%,False
2023-11-21,0.00%,0.00%,50.55%,49.45%,0.00%,100.00%,0.00%,False
2023-11-22,0.00%,0.00%,50.32%,49.68%,0.00%,100.00%,0.00%,False
2023-11-23,0.00%,0.00%,50.47%,49.53%,0.00%,100.00%,0.00%,False
2023-11-24,0.00%,0.00%,50.41%,49.59%,0.00%,100.00%,0.00%,False
2023-11-27,0.00%,0.00%,50.35%,49.65%,0.00%,100.00%,0.00%,False
2023-11-28,0.00%,0.00%,50.36%,49.64%,0.00%,100.00%,0.00%,False
2023-11-29,0.00%,0.00%,50.73%,49.27%,0.00%,100.00%,0.00%,False
2023-11-30,0.00%,0.00%,50.00%,50.00%,0.00%,100.00%,0.00%,True
2023-12-01,0.00%,0.00%,50.25%,49.75%,0.00%,100.00%,0.00%,False
2023-12-04,0.00%,0.00%,50.15%,49.85%,0.00%,100.00%,0.00%,False
2023-12-05,0.00%,0.00%,50.01%,49.99%,0.00%,100.00%,0.00%,False
2023-12-06,0.00%,0.00%,50.13%,49.87%,0.00%,100.00%,0.00%,False
2023-12-07,0.00%,0.00%,49.96%,50.04%,0.00%,100.00%,0.00%,False
2023-12-08,0.00%,0.00%,50.30%,49.70%,0.00%,100.00%,0.00%,False
2023-12-11,0.00%,0.00%,50.40%,49.60%,0.00%,100.00%,0.00%,False
2023-12-12,0.00%,0.00%,50.37%,49.63%,0.00%,100.00%,0.00%,False
2023-12-13,0.00%,0.00%,50.16%,49.84%,0.00%,100.00%,0.00%,False
2023-12-14,0.00%,0.00%,50.37%,49.63%,0.00%,100.00%,0.00%,False
2023-12-15,0.00%,0.00%,50.26%,49.74%,0.00%,100.00%,0.00%,False
2023-12-18,0.00%,0.00%,50.65%,49.35%,0.00%,100.00%,0.00%,False
2023-12-19,0.00%,0.00%,50.97%,49.03%,0.00%,100.00%,0.00%,False
2023-12-20,0.00%,0.00%,50.56%,49.44%,0.00%,100.00%,0.00%,False
2023-12-21,0.00%,0.00%,50.57%,49.43%,0.00%,100.00%,0.00%,False
2023-12-22,0.00%,0.00%,50.24%,49.76%,0.00%,100.00%,0.00%,False
2023-12-26,0.00%,0.00%,49.87%,50.13%,0.00%,100.00%,0.00%,False
2023-12-27,0.00%,0.00%,50.07%,49.93%,0.00%,100.00%,0.00%,False
2023-12-28,0.00%,0.00%,50.00%,50.00%,0.00%,100.00%,0.00%,True
2024-01-02,0.00%,0.00%,50.04%,49.96%,0.00%,100.00%,0.00%,False
2024-01-03,0.00%,0.00%,50.32%,49.68%,0.00%,100.00%,0.00%,False
2024-01-04,0.00%,0.00%,50.33%,49.67%,0.00%,100.00%,0.00%,False
2024-01-05,0.00%,0.00%,50.81%,49.19%,0.00%,100.00%,0.00%,False
2024-01-08,0.00%,0.00%,50.84%,49.16%,0.00%,100.00%,0.00%,False
2024-01-09,0.00%,0.00%,51.11%,48.89%,0.00%,100.00%,0.00%,False
2024-01-10,0.00%,0.00%,51.03%,48.97%,0.00%,100.00%,0.00%,False
2024-01-11,0.00%,0.00%,51.31%,48.69%,0.00%,100.00%,0.00%,False
2024-01-12,0.00%,0.00%,51.02%,48.98%,0.00%,100.00%,0.00%,False
2024-01-15,0.00%,0.00%,50.53%,49.47%,0.00%,100.00%,0.00%,False
2024-01-16,0.00%,0.00%,50.78%,49.22%,0.00%,100.00%,0.00%,False
2024-01-17,0.00%,0.00%,50.75%,49.25%,0.00%,100.00%,0.00%,False
2024-01-19,0.00%,0.00%,50.28%,49.72%,0.00%,100.00%,0.00%,False
2024-01-22,0.00%,0.00%,49.86%,50.14%,0.00%,100.00%,0.00%,False
2024-01-23,0.00%,0.00%,49.77%,50.23%,0.00%,100.00%,0.00%,False
2024-01-24,0.00%,0.00%,49.77%,50.23%,0.00%,100.00%,0.00%,False
2024-01-25,0.00%,0.00%,49.32%,50.68%,0.00%,100.00%,0.00%,False
2024-01-26,0.00%,0.00%,49.96%,50.04%,0.00%,100.00%,0.00%,False
2024-01-29,0.00%,0.00%,49.17%,50.83%,0.00%,100.00%,0.00%,False
2024-01-30,0.00%,0.00%,49.28%,50.72%,0.00%,100.00%,0.00%,False
2024-01-31,0.00%,0.00%,50.00%,50.00%,0.00%,100.00%,0.00%,True
2024-02-01,0.00%,0.00%,49.74%,50.26%,0.00%,100.00%,0.00%,False
2024-02-02,0.00%,0.00%,49.64%,50.36%,0.00%,100.00%,0.00%,False
2024-02-05,0.00%,0.00%,49.53%,50.47%,0.00%,100.00%,0.00%,False
2024-02-06,0.00%,0.00%,49.55%,50.45%,0.00%,100.00%,0.00%,False
2024-02-07,0.00%,0.00%,49.40%,50.60%,0.00%,100.00%,0.00%,False
2024-02-08,0.00%,0.00%,49.98%,50.02%,0.00%,100.00%,0.00%,False
2024-02-13,0.00%,0.00%,50.30%,49.70%,0.00%,100.00%,0.00%,False
2024-02-14,0.00%,0.00%,50.75%,49.25%,0.00%,100.00%,0.00%,False
2024-02-15,0.00%,0.00%,50.87%,49.13%,0.00%,100.00%,0.00%,False
2024-02-16,0.00%,0.00%,50.73%,49.27%,0.00%,100.00%,0.00%,False
2024-02-19,0.00%,0.00%,50.40%,49.60%,0.00%,100.00%,0.00%,False
2024-02-20,0.00%,0.00%,50.87%,49.13%,0.00%,100.00%,0.00%,False
2024-02-21,0.00%,0.00%,50.97%,49.03%,0.00%,100.00%,0.00%,False
2024-02-22,0.00%,0.00%,51.02%,48.98%,0.00%,100.00%,0.00%,False
2024-02-23,0.00%,0.00%,51.03%,48.97%,0.00%,100.00%,0.00%,False
2024-02-26,0.00%,0.00%,51.34%,48.66%,0.00%,100.00%,0.00%,False
2024-02-27,0.00%,0.00%,51.14%,48.86%,0.00%,100.00%,0.00%,False
2024-02-28,0.00%,0.00%,51.23%,48.77%,0.00%,100.00%,0.00%,False
2024-02-29,0.00%,0.00%,50.00%,50.00%,0.00%,100.00%,0.00%,True
2024-03-04,0.00%,0.00%,50.16%,49.84%,0.00%,100.00%,0.00%,False
2024-03-05,0.00%,0.00%,50.20%,49.80%,0.00%,100.00%,0.00%,False
2024-03-06,0.00%,0.00%,50.42%,49.58%,0.00%,100.00%,0.00%,False
2024-03-07,0.00%,0.00%,50.14%,49.86%,0.00%,100.00%,0.00%,False
2024-03-08,0.00%,0.00%,50.35%,49.65%,0.00%,100.00%,0.00%,False
2024-03-11,0.00%,0.00%,50.64%,49.36%,0.00%,100.00%,0.00%,False
2024-03-12,0.00%,0.00%,51.02%,48.98%,0.00%,100.00%,0.00%,False
2024-03-13,0.00%,0.00%,50.82%,49.18%,0.00%,100.00%,0.00%,False
2024-03-14,0.00%,0.00%,50.66%,49.34%,0.00%,100.00%,0.00%,False
2024-03-15,0.00%,0.00%,50.74%,49.26%,0.00%,100.00%,0.00%,False
2024-03-18,0.00%,0.00%,51.06%,48.94%,0.00%,100.00%,0.00%,False
2024-03-19,0.00%,0.00%,51.43%,48.57%,0.00%,100.00%,0.00%,False
2024-03-20,0.00%,0.00%,50.88%,49.12%,0.00%,100.00%,0.00%,False
2024-03-21,0.00%,0.00%,50.74%,49.26%,0.00%,100.00%,0.00%,False
2024-03-22,0.00%,0.00%,50.87%,49.13%,0.00%,100.00%,0.00%,False
2024-03-25,0.00%,0.00%,51.42%,48.58%,0.00%,100.00%,0.00%,False
2024-03-26,0.00%,0.00%,51.34%,48.66%,0.00%,100.00%,0.00%,False
2024-03-27,0.00%,0.00%,51.05%,48.95%,0.00%,100.00%,0.00%,False
2024-03-28,0.00%,0.00%,51.00%,49.00%,0.00%,100.00%,0.00%,False
2024-03-29,0.00%,0.00%,50.00%,50.00%,0.00%,100.00%,0.00%,True
2024-04-01,0.00%,0.00%,50.01%,49.99%,0.00%,100.00%,0.00%,False
2024-04-02,0.00%,0.00%,49.11%,50.89%,0.00%,100.00%,0.00%,False
2024-04-03,0.00%,0.00%,49.07%,50.93%,0.00%,100.00%,0.00%,False
2024-04-04,0.00%,0.00%,48.72%,51.28%,0.00%,100.00%,0.00%,False
2024-04-05,0.00%,0.00%,48.60%,51.40%,0.00%,100.00%,0.00%,False
2024-04-08,0.00%,0.00%,48.30%,51.70%,0.00%,100.00%,0.00%,False
2024-04-09,0.00%,0.00%,48.41%,51.59%,0.00%,100.00%,0.00%,False
2024-04-11,0.00%,0.00%,48.41%,51.59%,0.00%,100.00%,0.00%,False
2024-04-12,0.00%,0.00%,48.60%,51.40%,0.00%,100.00%,0.00%,False
2024-04-15,0.00%,0.00%,48.66%,51.34%,0.00%,100.00%,0.00%,False
2024-04-16,0.00%,0.00%,48.67%,51.33%,0.00%,100.00%,0.00%,False
2024-04-17,0.00%,0.00%,48.80%,51.20%,0.00%,100.00%,0.00%,False
2024-04-18,0.00%,0.00%,49.07%,50.93%,0.00%,100.00%,0.00%,False
2024-04-19,0.00%,0.00%,49.25%,50.75%,0.00%,100.00%,0.00%,False
2024-04-22,0.00%,0.00%,49.18%,50.82%,0.00%,100.00%,0.00%,False
2024-04-23,0.00%,0.00%,49.20%,50.80%,0.00%,100.00%,0.00%,False
2024-04-24,0.00%,0.00%,49.38%,50.62%,0.00%,100.00%,0.00%,False
2024-04-25,0.00%,0.00%,49.39%,50.61%,0.00%,100.00%,0.00%,False
2024-04-26,0.00%,0.00%,49.24%,50.76%,0.00%,100.00%,0.00%,False
2024-04-29,0.00%,0.00%,49.33%,50.67%,0.00%,100.00%,0.00%,False
2024-04-30,50.00%,0.00%,0.00%,50.00%,0.00%,100.00%,50.00%,True
2024-05-02,49.81%,0.00%,0.00%,50.19%,0.00%,100.00%,49.81%,False
2024-05-03,49.92%,0.00%,0.00%,50.08%,0.00%,100.00%,49.92%,False
2024-05-07,50.06%,0.00%,0.00%,49.94%,0.00%,100.00%,50.06%,False
2024-05-08,50.04%,0.00%,0.00%,49.96%,0.00%,100.00%,50.04%,False
2024-05-09,50.03%,0.00%,0.00%,49.97%,0.00%,100.00%,50.03%,False
2024-05-10,49.94%,0.00%,0.00%,50.06%,0.00%,100.00%,49.94%,False
2024-05-13,50.01%,0.00%,0.00%,49.99%,0.00%,100.00%,50.01%,False
2024-05-14,50.02%,0.00%,0.00%,49.98%,0.00%,100.00%,50.02%,False
2024-05-16,50.17%,0.00%,0.00%,49.83%,0.00%,100.00%,50.17%,False
2024-05-17,50.19%,0.00%,0.00%,49.81%,0.00%,100.00%,50.19%,False
