Date,6,5,3,2,1,total,위험자산비중,rebal
2021-06-08,9.93%,19.87%,0.00%,0.00%,70.20%,100.00%,70.20%,False
2021-06-09,9.93%,19.88%,0.00%,0.00%,70.19%,100.00%,70.19%,False
2021-06-10,9.93%,19.87%,0.00%,0.00%,70.21%,100.00%,70.21%,False
2021-06-11,9.91%,19.82%,0.00%,0.00%,70.28%,100.00%,70.28%,False
2021-06-14,9.85%,19.71%,0.00%,0.00%,70.45%,100.00%,70.45%,False
2021-06-15,9.80%,19.60%,0.00%,0.00%,70.60%,100.00%,70.60%,False
2021-06-16,9.83%,19.67%,0.00%,0.00%,70.49%,100.00%,70.49%,False
2021-06-17,9.83%,19.65%,0.00%,0.00%,70.52%,100.00%,70.52%,False
2021-06-18,9.72%,19.46%,0.00%,0.00%,70.82%,100.00%,70.82%,False
2021-06-21,9.79%,19.59%,0.00%,0.00%,70.62%,100.00%,70.62%,False
2021-06-22,9.73%,19.48%,0.00%,0.00%,70.79%,100.00%,70.79%,False
2021-06-23,9.64%,19.31%,0.00%,0.00%,71.05%,100.00%,71.05%,False
2021-06-24,9.66%,19.33%,0.00%,0.00%,71.01%,100.00%,71.01%,False
2021-06-25,9.68%,19.33%,0.00%,0.00%,71.00%,100.00%,71.00%,False
2021-06-28,9.65%,19.28%,0.00%,0.00%,71.08%,100.00%,71.08%,False
2021-06-29,9.62%,19.23%,0.00%,0.00%,71.15%,100.00%,71.15%,False
2021-06-30,10.00%,20.00%,0.00%,0.00%,70.00%,100.00%,70.00%,True
2021-07-01,9.95%,19.92%,0.00%,0.00%,70.12%,100.00%,70.12%,False
2021-07-02,9.94%,19.88%,0.00%,0.00%,70.18%,100.00%,70.18%,False
2021-07-05,9.90%,19.81%,0.00%,0.00%,70.29%,100.00%,70.29%,False
2021-07-06,9.91%,19.83%,0.00%,0.00%,70.27%,100.00%,70.27%,False
2021-07-07,9.84%,19.71%,0.00%,0.00%,70.45%,100.00%,70.45%,False
2021-07-08,9.80%,19.63%,0.00%,0.00%,70.57%,100.00%,70.57%,False
2021-07-09,9.81%,19.65%,0.00%,0.00%,70.54%,100.00%,70.54%,False
2021-07-12,9.77%,19.56%,0.00%,0.00%,70.68%,100.00%,70.68%,False
2021-07-13,9.75%,19.52%,0.00%,0.00%,70.73%,100.00%,70.73%,False
2021-07-14,9.74%,19.52%,0.00%,0.00%,70.74%,100.00%,70.74%,False
2021-07-15,9.77%,19.54%,0.00%,0.00%,70.69%,100.00%,70.69%,False
2021-07-16,9.81%,19.64%,0.00%,0.00%,70.54%,100.00%,70.54%,False
2021-07-19,9.84%,19.69%,0.00%,0.00%,70.47%,100.00%,70.47%,False
2021-07-20,9.85%,19.73%,0.00%,0.00%,70.41%,100.00%,70.41%,False
2021-07-21,9.78%,19.59%,0.00%,0.00%,70.63%,100.00%,70.63%,False
2021-07-22,9.74%,19.50%,0.00%,0.00%,70.75%,100.00%,70.75%,False
2021-07-23,9.69%,19.40%,0.00%,0.00%,70.92%,100.00%,70.92%,False
2021-07-26,9.63%,19.29%,0.00%,0.00%,71.08%,100.00%,71.08%,False
2021-07-27,9.64%,19.32%,0.00%,0.00%,71.04%,100.00%,71.04%,False
2021-07-28,9.66%,19.34%,0.00%,0.00%,71.00%,100.00%,71.00%,False
2021-07-29,9.69%,19.41%,0.00%,0.00%,70.89%,100.00%,70.89%,False
2021-07-30,10.00%,20.00%,0.00%,0.00%,70.00%,100.00%,70.00%,True
2021-08-02,9.92%,19.84%,0.00%,0.00%,70.24%,100.00%,70.24%,False
2021-08-03,9.96%,19.93%,0.00%,0.00%,70.11%,100.00%,70.11%,False
2021-08-04,9.95%,19.91%,0.00%,0.00%,70.13%,100.00%,70.13%,False
2021-08-05,9.96%,19.93%,0.00%,0.00%,70.11%,100.00%,70.11%,False
2021-08-06,9.94%,19.88%,0.00%,0.00%,70.18%,100.00%,70.18%,False
2021-08-09,9.96%,19.91%,0.00%,0.00%,70.13%,100.00%,70.13%,False
2021-08-10,9.91%,19.81%,0.00%,0.00%,70.28%,100.00%,70.28%,False
2021-08-11,9.87%,19.75%,0.00%,0.00%,70.37%,100.00%,70.37%,False
2021-08-12,9.85%,19.70%,0.00%,0.00%,70.46%,100.00%,70.46%,False
2021-08-13,9.77%,19.54%,0.00%,0.00%,70.69%,100.00%,70.69%,False
2021-08-17,9.71%,19.43%,0.00%,0.00%,70.86%,100.00%,70.86%,False
2021-08-18,9.79%,19.60%,0.00%,0.00%,70.61%,100.00%,70.61%,False
2021-08-19,9.87%,19.75%,0.00%,0.00%,70.38%,100.00%,70.38%,False
2021-08-20,9.79%,19.61%,0.00%,0.00%,70.60%,100.00%,70.60%,False
2021-08-23,9.74%,19.48%,0.00%,0.00%,70.78%,100.00%,70.78%,False
2021-08-24,9.71%,19.41%,0.00%,0.00%,70.88%,100.00%,70.88%,False
2021-08-25,9.69%,19.39%,0.00%,0.00%,70.92%,100.00%,70.92%,False
2021-08-26,9.68%,19.37%,0.00%,0.00%,70.94%,100.00%,70.94%,False
2021-08-27,9.69%,19.40%,0.00%,0.00%,70.91%,100.00%,70.91%,False
2021-08-30,9.66%,19.34%,0.00%,0.00%,70.99%,100.00%,70.99%,False
2021-08-31,10.00%,20.00%,0.00%,0.00%,70.00%,100.00%,70.00%,True
2021-09-01,10.03%,20.04%,0.00%,0.00%,69.93%,100.00%,69.93%,False
2021-09-02,10.02%,20.03%,0.00%,0.00%,69.95%,100.00%,69.95%,False
2021-09-03,10.03%,20.04%,0.00%,0.00%,69.93%,100.00%,69.93%,False
2021-09-06,10.02%,20.02%,0.00%,0.00%,69.96%,100.00%,69.96%,False
2021-09-07,10.01%,20.00%,0.00%,0.00%,69.99%,100.00%,69.99%,False
2021-09-08,9.98%,19.92%,0.00%,0.00%,70.10%,100.00%,70.10%,False
2021-09-09,10.00%,19.97%,0.00%,0.00%,70.03%,100.00%,70.03%,False
2021-09-10,9.99%,19.96%,0.00%,0.00%,70.05%,100.00%,70.05%,False
2021-09-13,10.01%,19.97%,0.00%,0.00%,70.02%,100.00%,70.02%,False
2021-09-14,10.04%,20.03%,0.00%,0.00%,69.93%,100.00%,69.93%,False
2021-09-15,10.08%,20.12%,0.00%,0.00%,69.80%,100.00%,69.80%,False
2021-09-16,10.03%,20.02%,0.00%,0.00%,69.95%,100.00%,69.95%,False
2021-09-17,10.00%,19.96%,0.00%,0.00%,70.04%,100.00%,70.04%,False
2021-09-23,10.12%,20.20%,0.00%,0.00%,69.68%,100.00%,69.68%,False
2021-09-24,10.07%,20.08%,0.00%,0.00%,69.85%,100.00%,69.85%,False
2021-09-27,10.02%,19.99%,0.00%,0.00%,69.98%,100.00%,69.98%,False
2021-09-28,10.07%,20.07%,0.00%,0.00%,69.85%,100.00%,69.85%,False
2021-09-29,10.20%,20.32%,0.00%,0.00%,69.48%,100.00%,69.48%,False
2021-09-30,10.00%,20.00%,0.00%,0.00%,70.00%,100.00%,70.00%,True
2021-10-01,10.14%,20.26%,0.00%,0.00%,69.61%,100.00%,69.61%,False
2021-10-05,10.14%,20.26%,0.00%,0.00%,69.60%,100.00%,69.60%,False
2021-10-06,10.09%,20.13%,0.00%,0.00%,69.78%,100.00%,69.78%,False
2021-10-07,9.95%,19.88%,0.00%,0.00%,70.17%,100.00%,70.17%,False
2021-10-08,9.93%,19.83%,0.00%,0.00%,70.24%,100.00%,70.24%,False
2021-10-12,10.01%,19.96%,0.00%,0.00%,70.03%,100.00%,70.03%,False
2021-10-13,10.04%,20.02%,0.00%,0.00%,69.94%,100.00%,69.94%,False
2021-10-14,9.99%,19.93%,0.00%,0.00%,70.08%,100.00%,70.08%,False
2021-10-15,9.92%,19.79%,0.00%,0.00%,70.29%,100.00%,70.29%,False
2021-10-18,9.90%,19.71%,0.00%,0.00%,70.39%,100.00%,70.39%,False
2021-10-19,9.86%,19.64%,0.00%,0.00%,70.50%,100.00%,70.50%,False
2021-10-20,9.86%,19.65%,0.00%,0.00%,70.50%,100.00%,70.50%,False
2021-10-21,9.84%,19.61%,0.00%,0.00%,70.55%,100.00%,70.55%,False
2021-10-22,9.80%,19.54%,0.00%,0.00%,70.65%,100.00%,70.65%,False
2021-10-25,9.86%,19.65%,0.00%,0.00%,70.49%,100.00%,70.49%,False
2021-10-26,9.80%,19.51%,0.00%,0.00%,70.69%,100.00%,70.69%,False
2021-10-27,9.78%,19.45%,0.00%,0.00%,70.77%,100.00%,70.77%,False
2021-10-28,9.79%,19.48%,0.00%,0.00%,70.74%,100.00%,70.74%,False
2021-10-29,10.00%,20.00%,0.00%,70.00%,0.00%,100.00%,70.00%,True
2021-11-01,9.96%,19.92%,0.00%,70.13%,0.00%,100.00%,70.13%,False
2021-11-02,9.87%,19.77%,0.00%,70.36%,0.00%,100.00%,70.36%,False
2021-11-03,9.93%,19.87%,0.00%,70.21%,0.00%,100.00%,70.21%,False
2021-11-04,9.91%,19.85%,0.00%,70.24%,0.00%,100.00%,70.24%,False
2021-11-05,9.88%,19.81%,0.00%,70.32%,0.00%,100.00%,70.32%,False
2021-11-08,9.90%,19.86%,0.00%,70.24%,0.00%,100.00%,70.24%,False
2021-11-09,9.87%,19.80%,0.00%,70.34%,0.00%,100.00%,70.34%,False
2021-11-10,9.99%,20.05%,0.00%,69.95%,0.00%,100.00%,69.95%,False
2021-11-11,9.96%,19.98%,0.00%,70.06%,0.00%,100.00%,70.06%,False
2021-11-12,9.87%,19.79%,0.00%,70.35%,0.00%,100.00%,70.35%,False
2021-11-15,9.74%,19.54%,0.00%,70.72%,0.00%,100.00%,70.72%,False
2021-11-16,9.73%,19.50%,0.00%,70.78%,0.00%,100.00%,70.78%,False
2021-11-17,9.81%,19.66%,0.00%,70.53%,0.00%,100.00%,70.53%,False
2021-11-18,9.81%,19.68%,0.00%,70.51%,0.00%,100.00%,70.51%,False
2021-11-19,9.77%,19.58%,0.00%,70.65%,0.00%,100.00%,70.65%,False
2021-11-22,9.70%,19.43%,0.00%,70.87%,0.00%,100.00%,70.87%,False
2021-11-23,9.82%,19.67%,0.00%,70.51%,0.00%,100.00%,70.51%,False
2021-11-24,9.79%,19.62%,0.00%,70.58%,0.00%,100.00%,70.58%,False
2021-11-25,9.85%,19.76%,0.00%,70.38%,0.00%,100.00%,70.38%,False
2021-11-26,9.94%,19.96%,0.00%,70.10%,0.00%,100.00%,70.10%,False
2021-11-29,9.97%,20.03%,0.00%,70.00%,0.00%,100.00%,70.00%,False
2021-11-30,10.00%,20.00%,0.00%,70.00%,0.00%,100.00%,70.00%,True
2021-12-01,9.89%,19.79%,0.00%,70.31%,0.00%,100.00%,70.31%,False
2021-12-02,9.86%,19.72%,0.00%,70.42%,0.00%,100.00%,70.42%,False
2021-12-03,9.76%,19.50%,0.00%,70.74%,0.00%,100.00%,70.74%,False
2021-12-06,9.79%,19.58%,0.00%,70.63%,0.00%,100.00%,70.63%,False
2021-12-07,9.74%,19.46%,0.00%,70.80%,0.00%,100.00%,70.80%,False
2021-12-08,9.68%,19.36%,0.00%,70.96%,0.00%,100.00%,70.96%,False
2021-12-09,9.61%,19.23%,0.00%,71.16%,0.00%,100.00%,71.16%,False
2021-12-10,9.70%,19.39%,0.00%,70.91%,0.00%,100.00%,70.91%,False
2021-12-13,9.72%,19.45%,0.00%,70.83%,0.00%,100.00%,70.83%,False
2021-12-14,9.75%,19.51%,0.00%,70.74%,0.00%,100.00%,70.74%,False
2021-12-15,9.73%,19.47%,0.00%,70.80%,0.00%,100.00%,70.80%,False
2021-12-16,9.70%,19.42%,0.00%,70.88%,0.00%,100.00%,70.88%,False
2021-12-17,9.74%,19.50%,0.00%,70.76%,0.00%,100.00%,70.76%,False
2021-12-20,9.82%,19.66%,0.00%,70.52%,0.00%,100.00%,70.52%,False
2021-12-21,9.76%,19.56%,0.00%,70.67%,0.00%,100.00%,70.67%,False
2021-12-22,9.75%,19.52%,0.00%,70.73%,0.00%,100.00%,70.73%,False
2021-12-23,9.72%,19.44%,0.00%,70.84%,0.00%,100.00%,70.84%,False
2021-12-24,9.69%,19.38%,0.00%,70.93%,0.00%,100.00%,70.93%,False
2021-12-27,9.66%,19.35%,0.00%,70.99%,0.00%,100.00%,70.99%,False
2021-12-28,9.54%,19.09%,0.00%,71.38%,0.00%,100.00%,71.38%,False
2021-12-29,9.61%,19.23%,0.00%,71.16%,0.00%,100.00%,71.16%,False
2021-12-30,10.00%,20.00%,0.00%,70.00%,0.00%,100.00%,70.00%,True
2022-01-04,10.06%,20.10%,0.00%,69.84%,0.00%,100.00%,69.84%,False
2022-01-05,10.19%,20.34%,0.00%,69.47%,0.00%,100.00%,69.47%,False
2022-01-06,10.34%,20.61%,0.00%,69.05%,0.00%,100.00%,69.05%,False
2022-01-07,10.26%,20.45%,0.00%,69.29%,0.00%,100.00%,69.29%,False
2022-01-10,10.35%,20.63%,0.00%,69.02%,0.00%,100.00%,69.02%,False
2022-01-11,10.37%,20.66%,0.00%,68.97%,0.00%,100.00%,68.97%,False
2022-01-12,10.21%,20.38%,0.00%,69.41%,0.00%,100.00%,69.41%,False
2022-01-13,10.28%,20.52%,0.00%,69.19%,0.00%,100.00%,69.19%,False
2022-01-14,10.41%,20.74%,0.00%,68.85%,0.00%,100.00%,68.85%,False
2022-01-17,10.45%,20.80%,0.00%,68.74%,0.00%,100.00%,68.74%,False
2022-01-18,10.53%,20.97%,0.00%,68.49%,0.00%,100.00%,68.49%,False
2022-01-19,10.60%,21.13%,0.00%,68.27%,0.00%,100.00%,68.27%,False
2022-01-20,10.49%,20.87%,0.00%,68.64%,0.00%,100.00%,68.64%,False
2022-01-21,10.59%,21.09%,0.00%,68.32%,0.00%,100.00%,68.32%,False
2022-01-24,10.71%,21.34%,0.00%,67.94%,0.00%,100.00%,67.94%,False
2022-01-25,10.89%,21.68%,0.00%,67.42%,0.00%,100.00%,67.42%,False
2022-01-26,10.97%,21.85%,0.00%,67.18%,0.00%,100.00%,67.18%,False
2022-01-27,11.27%,22.41%,0.00%,66.32%,0.00%,100.00%,66.32%,False
2022-01-28,10.00%,20.00%,0.00%,70.00%,0.00%,100.00%,70.00%,True
2022-02-03,9.89%,19.79%,0.00%,70.32%,0.00%,100.00%,70.32%,False
2022-02-04,9.81%,19.62%,0.00%,70.56%,0.00%,100.00%,70.56%,False
2022-02-07,9.90%,19.79%,0.00%,70.31%,0.00%,100.00%,70.31%,False
2022-02-08,9.92%,19.79%,0.00%,70.30%,0.00%,100.00%,70.30%,False
2022-02-09,9.79%,19.56%,0.00%,70.65%,0.00%,100.00%,70.65%,False
2022-02-10,9.85%,19.68%,0.00%,70.47%,0.00%,100.00%,70.47%,False
2022-02-11,9.98%,19.89%,0.00%,70.13%,0.00%,100.00%,70.13%,False
2022-02-15,10.14%,20.25%,0.00%,69.61%,0.00%,100.00%,69.61%,False
2022-02-16,9.91%,19.80%,0.00%,70.29%,0.00%,100.00%,70.29%,False
2022-02-17,9.93%,19.83%,0.00%,70.24%,0.00%,100.00%,70.24%,False
2022-02-18,9.92%,19.80%,0.00%,70.28%,0.00%,100.00%,70.28%,False
2022-02-21,9.91%,19.78%,0.00%,70.31%,0.00%,100.00%,70.31%,False
2022-02-22,10.02%,20.01%,0.00%,69.97%,0.00%,100.00%,69.97%,False
2022-02-23,9.96%,19.90%,0.00%,70.13%,0.00%,100.00%,70.13%,False
2022-02-24,10.16%,20.32%,0.00%,69.52%,0.00%,100.00%,69.52%,False
2022-02-25,10.00%,19.99%,0.00%,70.02%,0.00%,100.00%,70.02%,False
2022-02-28,10.00%,20.00%,0.00%,70.00%,0.00%,100.00%,70.00%,True
2022-03-02,9.95%,19.92%,0.00%,70.13%,0.00%,100.00%,70.13%,False
2022-03-03,9.82%,19.64%,0.00%,70.54%,0.00%,100.00%,70.54%,False
2022-03-04,9.95%,19.89%,0.00%,70.16%,0.00%,100.00%,70.16%,False
2022-03-07,10.11%,20.20%,0.00%,69.69%,0.00%,100.00%,69.69%,False
2022-03-08,10.18%,20.34%,0.00%,69.48%,0.00%,100.00%,69.48%,False
2022-03-10,9.99%,19.98%,0.00%,70.03%,0.00%,100.00%,70.03%,False
2022-03-11,10.02%,20.02%,0.00%,69.97%,0.00%,100.00%,69.97%,False
2022-03-14,10.10%,20.20%,0.00%,69.69%,0.00%,100.00%,69.69%,False
2022-03-15,10.15%,20.28%,0.00%,69.57%,0.00%,100.00%,69.57%,False
2022-03-16,9.99%,19.99%,0.00%,70.01%,0.00%,100.00%,70.01%,False
2022-03-17,9.85%,19.70%,0.00%,70.46%,0.00%,100.00%,70.46%,False
2022-03-18,9.81%,19.61%,0.00%,70.58%,0.00%,100.00%,70.58%,False
2022-03-21,9.90%,19.78%,0.00%,70.32%,0.00%,100.00%,70.32%,False
2022-03-22,9.87%,19.68%,0.00%,70.46%,0.00%,100.00%,70.46%,False
2022-03-23,9.80%,19.56%,0.00%,70.64%,0.00%,100.00%,70.64%,False
2022-03-24,9.84%,19.60%,0.00%,70.56%,0.00%,100.00%,70.56%,False
2022-03-25,9.85%,19.63%,0.00%,70.52%,0.00%,100.00%,70.52%,False
2022-03-28,9.90%,19.68%,0.00%,70.42%,0.00%,100.00%,70.42%,False
2022-03-29,9.82%,19.53%,0.00%,70.65%,0.00%,100.00%,70.65%,False
2022-03-30,9.80%,19.53%,0.00%,70.67%,0.00%,100.00%,70.67%,False
2022-03-31,10.00%,20.00%,0.00%,70.00%,0.00%,100.00%,70.00%,True
2022-04-01,10.05%,20.07%,0.00%,69.88%,0.00%,100.00%,69.88%,False
2022-04-04,10.01%,19.98%,0.00%,70.00%,0.00%,100.00%,70.00%,False
2022-04-05,10.00%,19.94%,0.00%,70.07%,0.00%,100.00%,70.07%,False
2022-04-06,10.10%,20.12%,0.00%,69.78%,0.00%,100.00%,69.78%,False
2022-04-07,10.17%,20.27%,0.00%,69.56%,0.00%,100.00%,69.56%,False
2022-04-08,10.14%,20.20%,0.00%,69.66%,0.00%,100.00%,69.66%,False
2022-04-11,10.24%,20.34%,0.00%,69.43%,0.00%,100.00%,69.43%,False
2022-04-12,10.29%,20.46%,0.00%,69.24%,0.00%,100.00%,69.24%,False
2022-04-13,10.16%,20.23%,0.00%,69.62%,0.00%,100.00%,69.62%,False
2022-04-14,10.18%,20.31%,0.00%,69.51%,0.00%,100.00%,69.51%,False
2022-04-15,10.25%,20.41%,0.00%,69.34%,0.00%,100.00%,69.34%,False
2022-04-18,10.27%,20.46%,0.00%,69.26%,0.00%,100.00%,69.26%,False
2022-04-19,10.16%,20.22%,0.00%,69.62%,0.00%,100.00%,69.62%,False
2022-04-20,10.19%,20.30%,0.00%,69.51%,0.00%,100.00%,69.51%,False
2022-04-21,10.17%,20.27%,0.00%,69.55%,0.00%,100.00%,69.55%,False
2022-04-22,10.26%,20.43%,0.00%,69.31%,0.00%,100.00%,69.31%,False
2022-04-25,10.42%,20.77%,0.00%,68.81%,0.00%,100.00%,68.81%,False
2022-04-26,10.34%,20.62%,0.00%,69.04%,0.00%,100.00%,69.04%,False
2022-04-27,10.45%,20.83%,0.00%,68.72%,0.00%,100.00%,68.72%,False
2022-04-28,10.44%,20.79%,0.00%,68.77%,0.00%,100.00%,68.77%,False
2022-04-29,10.00%,20.00%,0.00%,0.00%,70.00%,100.00%,70.00%,True
2022-05-03,10.12%,20.19%,0.00%,0.00%,69.70%,100.00%,69.70%,False
2022-05-04,10.10%,20.13%,0.00%,0.00%,69.77%,100.00%,69.77%,False
2022-05-06,10.17%,20.29%,0.00%,0.00%,69.54%,100.00%,69.54%,False
2022-05-10,10.38%,20.73%,0.00%,0.00%,68.90%,100.00%,68.90%,False
2022-05-11,10.37%,20.74%,0.00%,0.00%,68.90%,100.00%,68.90%,False
2022-05-12,10.52%,21.06%,0.00%,0.00%,68.42%,100.00%,68.42%,False
2022-05-13,10.47%,20.96%,0.00%,0.00%,68.56%,100.00%,68.56%,False
2022-05-16,10.41%,20.81%,0.00%,0.00%,68.78%,100.00%,68.78%,False
2022-05-17,10.40%,20.80%,0.00%,0.00%,68.81%,100.00%,68.81%,False
2022-05-18,10.35%,20.69%,0.00%,0.00%,68.96%,100.00%,68.96%,False
2022-05-19,10.61%,21.20%,0.00%,0.00%,68.19%,100.00%,68.19%,False
2022-05-20,10.63%,21.27%,0.00%,0.00%,68.09%,100.00%,68.09%,False
2022-05-23,10.63%,21.17%,0.00%,0.00%,68.21%,100.00%,68.21%,False
2022-05-24,10.69%,21.42%,0.00%,0.00%,67.89%,100.00%,67.89%,False
2022-05-25,10.67%,21.37%,0.00%,0.00%,67.96%,100.00%,67.96%,False
2022-05-26,10.63%,21.29%,0.00%,0.00%,68.08%,100.00%,68.08%,False
2022-05-27,10.51%,21.07%,0.00%,0.00%,68.42%,100.00%,68.42%,False
2022-05-30,10.31%,20.65%,0.00%,0.00%,69.04%,100.00%,69.04%,False
2022-05-31,10.00%,20.00%,0.00%,0.00%,70.00%,100.00%,70.00%,True
2022-06-02,10.02%,20.01%,0.00%,0.00%,69.97%,100.00%,69.97%,False
2022-06-03,9.92%,19.82%,0.00%,0.00%,70.26%,100.00%,70.26%,False
2022-06-07,10.01%,19.96%,0.00%,0.00%,70.03%,100.00%,70.03%,False
2022-06-08,9.94%,19.83%,0.00%,0.00%,70.22%,100.00%,70.22%,False
2022-06-09,9.98%,19.92%,0.00%,0.00%,70.10%,100.00%,70.10%,False
2022-06-10,10.06%,20.07%,0.00%,0.00%,69.88%,100.00%,69.88%,False
2022-06-13,10.37%,20.65%,0.00%,0.00%,68.98%,100.00%,68.98%,False
2022-06-14,10.42%,20.73%,0.00%,0.00%,68.85%,100.00%,68.85%,False
2022-06-15,10.47%,20.79%,0.00%,0.00%,68.74%,100.00%,68.74%,False
2022-06-16,10.44%,20.73%,0.00%,0.00%,68.84%,100.00%,68.84%,False
2022-06-17,10.60%,21.05%,0.00%,0.00%,68.35%,100.00%,68.35%,False
2022-06-20,10.55%,20.93%,0.00%,0.00%,68.52%,100.00%,68.52%,False
2022-06-21,10.48%,20.80%,0.00%,0.00%,68.72%,100.00%,68.72%,False
2022-06-22,10.48%,20.82%,0.00%,0.00%,68.70%,100.00%,68.70%,False
2022-06-23,10.38%,20.64%,0.00%,0.00%,68.98%,100.00%,68.98%,False
2022-06-24,10.24%,20.38%,0.00%,0.00%,69.38%,100.00%,69.38%,False
2022-06-27,10.14%,20.17%,0.00%,0.00%,69.69%,100.00%,69.69%,False
2022-06-28,10.15%,20.19%,0.00%,0.00%,69.66%,100.00%,69.66%,False
2022-06-29,10.27%,20.43%,0.00%,0.00%,69.29%,100.00%,69.29%,False
2022-06-30,10.00%,20.00%,0.00%,0.00%,70.00%,100.00%,70.00%,True
2022-07-01,10.05%,20.15%,0.00%,0.00%,69.79%,100.00%,69.79%,False
2022-07-04,9.97%,19.99%,0.00%,0.00%,70.04%,100.00%,70.04%,False
2022-07-05,9.88%,19.85%,0.00%,0.00%,70.27%,100.00%,70.27%,False
2022-07-06,9.85%,19.83%,0.00%,0.00%,70.32%,100.00%,70.32%,False
2022-07-07,9.80%,19.72%,0.00%,0.00%,70.48%,100.00%,70.48%,False
2022-07-08,9.74%,19.57%,0.00%,0.00%,70.69%,100.00%,70.69%,False
2022-07-11,9.75%,19.59%,0.00%,0.00%,70.66%,100.00%,70.66%,False
2022-07-12,9.79%,19.67%,0.00%,0.00%,70.54%,100.00%,70.54%,False
2022-07-13,9.82%,19.77%,0.00%,0.00%,70.42%,100.00%,70.42%,False
2022-07-14,9.86%,19.83%,0.00%,0.00%,70.31%,100.00%,70.31%,False
2022-07-15,9.74%,19.61%,0.00%,0.00%,70.65%,100.00%,70.65%,False
2022-07-18,9.64%,19.41%,0.00%,0.00%,70.96%,100.00%,70.96%,False
2022-07-19,9.74%,19.61%,0.00%,0.00%,70.66%,100.00%,70.66%,False
2022-07-20,9.55%,19.19%,0.00%,0.00%,71.26%,100.00%,71.26%,False
2022-07-21,9.51%,19.13%,0.00%,0.00%,71.36%,100.00%,71.36%,False
2022-07-22,9.45%,19.03%,0.00%,0.00%,71.52%,100.00%,71.52%,False
2022-07-25,9.50%,19.14%,0.00%,0.00%,71.36%,100.00%,71.36%,False
